exercise_id,title_en,title_ru,group,primary_muscles,equipment_id,difficulty,missing_version,existing_reference_clip
ea_alternating_hamstring_curl,Alternating Hamstring Curl,Попеременное сгибание ног на бицепс бедра,Calisthenics-Cardio-Plyo-Functional,hamstrings,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Alternating Hamstring Curl.mp4
ea_arm_crossover,Arm Crossover,Скрещивание рук,Calisthenics-Cardio-Plyo-Functional,shoulders; chest,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Arm crossover.mp4
ea_arm_crossover_chest_out,Arm Crossover Chest Out,Скрещивание рук с выведением груди вперёд,Calisthenics-Cardio-Plyo-Functional,chest; shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Arm crossover chest out.mp4
ea_arm_double_crossover,Arm Double Crossover,Двойное скрещивание рук,Calisthenics-Cardio-Plyo-Functional,chest; shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Arm double crossover.mp4
ea_arm_pulses,Arm Pulses,Пульсации руками,Calisthenics-Cardio-Plyo-Functional,shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/arm pulses.mp4
ea_arm_pulses_cross,Arm Pulses Cross,Пульсации руками со скрещиванием,Calisthenics-Cardio-Plyo-Functional,shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/arm pulses cross.mp4
ea_arm_pulses_palms_downwards,Arm Pulses Palms Downwards,Пульсации руками ладонями вниз,Calisthenics-Cardio-Plyo-Functional,shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/arm pulses palms downwards.mp4
ea_arm_pulses_palms_upwards,Arm Pulses Palms Upwards,Пульсации руками ладонями вверх,Calisthenics-Cardio-Plyo-Functional,shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/arm pulses palms upwards.mp4
ea_arms_up_and_down,Arms Up and Down,Подъёмы и опускания рук,Calisthenics-Cardio-Plyo-Functional,shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Arms up and down.mp4
ea_balance_board_lateral_squat,Balance Board Lateral Squat,Боковой присед на балансировочной доске,Calisthenics-Cardio-Plyo-Functional,quads; glutes,balance_board,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Balance board lateral squat.mp4
ea_basketball_shot_jump,Basketball Shot Jump,Прыжок с имитацией броска в баскетболе,Calisthenics-Cardio-Plyo-Functional,quads; calves,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Basketball Shot Jump.mp4
ea_bent_over_twist,Bent Over Twist,Повороты корпуса в наклоне,Calisthenics-Cardio-Plyo-Functional,core; lower_back,barbell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Bent Over Twist.mp4
ea_body_slide,Body Slide,Скольжение корпуса,Calisthenics-Cardio-Plyo-Functional,,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Body Slide.mp4
ea_body_throw,Body Throw,Бросок корпусом,Calisthenics-Cardio-Plyo-Functional,quads; glutes; calves,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Body Throw.mp4
ea_bodyweight_front_slam,Bodyweight Front Slam,Бросок вперёд (с собственным весом),Calisthenics-Cardio-Plyo-Functional,shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Bodyweight Front Slam.mp4
ea_bodyweight_full_squat_with_overhead_front_raise,Bodyweight Full Squat with Overhead Front Raise,Полный присед с подъёмом рук вперёд над головой (с собственным весом),Calisthenics-Cardio-Plyo-Functional,quads; shoulders; glutes,,beginner,female,exercises/men/Legs/bodyweight full squat with overhead front raise.mp4
ea_bodyweight_knee_thrust,Bodyweight Knee Thrust,Выброс колена (с собственным весом),Calisthenics-Cardio-Plyo-Functional,lower_back; quads,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Bodyweight Knee Thrust.mp4
ea_bodyweight_knee_to_hand_tap,Bodyweight Knee to Hand Tap,Касание коленом руки (с собственным весом),Calisthenics-Cardio-Plyo-Functional,lower_back; quads,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Bodyweight knee to hand tap.mp4
ea_bodyweight_standing_triangle_fly,Bodyweight Standing Triangle Fly,Разведение рук стоя «Треугольник» с собственным весом,Calisthenics-Cardio-Plyo-Functional,chest; shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Bodyweight Standing Triangle Fly.mp4
ea_bodyweight_windmill,Bodyweight Windmill,Мельница с собственным весом,Calisthenics-Cardio-Plyo-Functional,core; hamstrings,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Bodyweight Windmill.mp4
ea_bodyweight_windmill_cut,Bodyweight Windmill Cut,Мельница с собственным весом с пульсацией,Calisthenics-Cardio-Plyo-Functional,core; hamstrings,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Bodyweight Windmill Cut.mp4
ea_bouncing_circle_draw,Bouncing Circle Draw,Пружинящие круговые движения руками,Calisthenics-Cardio-Plyo-Functional,quads; shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Bouncing Circle Draw.mp4
ea_bouncing_inner_thigh_tap,Bouncing Inner Thigh Tap,Пружинящие касания внутренней поверхности бедра,Calisthenics-Cardio-Plyo-Functional,quads; hamstrings,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Bouncing Inner Thigh Tap.mp4
ea_boxing_jab,Boxing Jab,Боксёрский джеб,Calisthenics-Cardio-Plyo-Functional,shoulders; triceps,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/boxing jab.mp4
ea_boxing_left_hook,Boxing Left Hook,Боксёрский левый хук,Calisthenics-Cardio-Plyo-Functional,shoulders; triceps; biceps,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Boxing Left Hook.mp4
ea_boxing_left_uppercut,Boxing Left Uppercut,Боксёрский левый апперкот,Calisthenics-Cardio-Plyo-Functional,shoulders; biceps; triceps,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Boxing left uppercut.mp4
ea_boxing_right_cross,Boxing Right Cross,Боксерский правый кросс,Calisthenics-Cardio-Plyo-Functional,shoulders; triceps,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Boxing right cross.mp4
ea_boxing_right_hook,Boxing Right Hook,Боксерский правый хук,Calisthenics-Cardio-Plyo-Functional,shoulders; triceps; biceps,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Boxing right hook.mp4
ea_boxing_right_uppercut,Boxing Right Uppercut,Боксерский правый апперкот,Calisthenics-Cardio-Plyo-Functional,shoulders; biceps; triceps,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Boxing Right Uppercut.mp4
ea_briskly_walking,Briskly Walking,Быстрая ходьба,Calisthenics-Cardio-Plyo-Functional,quads; hamstrings; calves,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Briskly Walking.mp4
ea_briskly_walking_360_degrees,Briskly Walking (360 Degrees),Быстрая ходьба (360 градусов),Calisthenics-Cardio-Plyo-Functional,quads; hamstrings; calves,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Briskly Walking (360 degrees).mp4
ea_burpee,Burpee,Бёрпи,Calisthenics-Cardio-Plyo-Functional,quads; glutes; chest; shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Burpee.mp4
ea_butt_kick_with_row,Butt Kick with Row,Захлест голени с тягой,Calisthenics-Cardio-Plyo-Functional,hamstrings; traps,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Butt Kick with Row.mp4
ea_butt_kicks,Butt Kicks,Захлёсты голени назад,Calisthenics-Cardio-Plyo-Functional,hamstrings,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Butt kicks.mp4
ea_butt_kicks_slow,Butt Kicks Slow,Захлёсты голени назад в медленном темпе,Calisthenics-Cardio-Plyo-Functional,hamstrings,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Butt kicks slow.mp4
ea_cable_twisting_overhead_press,Cable Twisting Overhead Press,Жим над головой на блоке с поворотом,Calisthenics-Cardio-Plyo-Functional,shoulders; core,cable_machine,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Cable twisting overhead press.mp4
ea_cardio_lunge,Cardio Lunge,Кардио-выпады,Calisthenics-Cardio-Plyo-Functional,quads; glutes,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Cardio Lunge.mp4
ea_celebratory_hip_thrust,Celebratory Hip Thrust,Праздничные толчки бёдрами,Calisthenics-Cardio-Plyo-Functional,glutes; quads,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Celebratory Hip Thrust.mp4
ea_chest_fly_side_step,Chest Fly Side Step,Разведение рук на грудь с боковым шагом,Calisthenics-Cardio-Plyo-Functional,chest; quads,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Chest Fly Side Step.mp4
ea_chest_pull_back,Chest Pull Back,Отведение руки назад,Calisthenics-Cardio-Plyo-Functional,chest; traps,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Chest Pull Back.mp4
ea_chest_raise_and_rotate,Chest Raise and Rotate,Подъём и вращение груди,Calisthenics-Cardio-Plyo-Functional,shoulders; chest,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Chest raise and rotate.mp4
ea_circle_elbow_arm,Circle Elbow Arm,Круговые движения локтями,Calisthenics-Cardio-Plyo-Functional,shoulders; traps,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Circle Elbow Arm.mp4
ea_clap_jack,Clap Jack,Прыжки с хлопком,Calisthenics-Cardio-Plyo-Functional,shoulders; quads; calves,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Clap Jack.mp4
ea_control_balance,Control Balance,Контроль баланса,Calisthenics-Cardio-Plyo-Functional,core; lower_back,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Control Balance.mp4
ea_corner_touch,Corner Touch,Касание угла,Calisthenics-Cardio-Plyo-Functional,quads; glutes; hamstrings,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Corner Touch.mp4
ea_criss_cross_arms_lift,Criss Cross Arms Lift,Подъём рук с перекрещиванием,Calisthenics-Cardio-Plyo-Functional,shoulders; traps,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Criss Cross Arms Lift.mp4
ea_criss_cross_elbow_to_knee,Criss Cross Elbow to Knee,Перекрёстное касание локтем колена,Calisthenics-Cardio-Plyo-Functional,core; lower_back,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Criss Cross Elbow To Knee.mp4
ea_criss_cross_jack,Criss Cross Jack,Перекрёстный джек,Calisthenics-Cardio-Plyo-Functional,quads; lower_back; shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/criss cross jack.mp4
ea_criss_cross_jump,Criss Cross Jump,Перекрёстный прыжок,Calisthenics-Cardio-Plyo-Functional,quads; lower_back; shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/criss cross jump.mp4
ea_decline_shoulder_tap,Decline Shoulder Tap,Касание плеча в отжиманиях вниз головой,Calisthenics-Cardio-Plyo-Functional,shoulders; chest,bench_press,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/decline shoulder tap.mp4
ea_diagonal_opens,Diagonal Opens,Диагональные разведения,Calisthenics-Cardio-Plyo-Functional,shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Diagonal Opens.mp4
ea_diagonal_punch,Diagonal Punch,Диагональный удар,Calisthenics-Cardio-Plyo-Functional,chest; shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Diagonal Punch.mp4
ea_double_knee_drive,Double Knee Drive,Двойной подъём колена,Calisthenics-Cardio-Plyo-Functional,lower_back; quads,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Double Knee Drive.mp4
ea_double_punch_front_leg_lift,Double Punch Front Leg Lift,Двойной удар руками вперёд с подъёмом ноги,Calisthenics-Cardio-Plyo-Functional,shoulders; lower_back; quads,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Double Punch Front Leg Lift.mp4
ea_downward_dog_sprint,Downward Dog Sprint,Спринт в позе собаки мордой вниз,Calisthenics-Cardio-Plyo-Functional,,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Downward Dog Sprint.mp4
ea_dumbbell_curl_press_extend,Dumbbell Curl Press Extend,"Сгибание рук, жим и разгибание с гантелями",Calisthenics-Cardio-Plyo-Functional,,dumbbell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Dumbbell Curl Press Extend.mp4
ea_dumbbell_iron_cross,Dumbbell Iron Cross,Разведение гантелей в стороны в приседе,Calisthenics-Cardio-Plyo-Functional,quads; glutes; shoulders,dumbbell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Dumbbell Iron Cross.mp4
ea_dumbbell_low_windmill,Dumbbell Low Windmill,Низкая мельница с гантелью,Calisthenics-Cardio-Plyo-Functional,core; hamstrings; glutes,dumbbell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Dumbbell Low Windmill.mp4
ea_dumbbell_pullover_hip_extension_on_exercise_ball,Dumbbell Pullover Hip Extension on Exercise Ball,Пуловер с гантелью и разгибание бедра на фитболе,Calisthenics-Cardio-Plyo-Functional,chest; lats; glutes; hamstrings,dumbbell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Dumbbell Pullover Hip Extension on Exercise Ball.mp4
ea_dumbbell_single_arm_overhead_carry,Dumbbell Single Arm Overhead Carry,Прогулка с гантелью над головой одной рукой,Calisthenics-Cardio-Plyo-Functional,shoulders,dumbbell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Dumbbell Single Arm Overhead Carry.mp4
ea_dumbell_burpee,Dumbell Burpee,Бёрпи с гантелями,Calisthenics-Cardio-Plyo-Functional,quads; shoulders,dumbbell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Dumbell Burpee.mp4
ea_dynamic_leg_swing,Dynamic Leg Swing,Динамические махи ногами,Calisthenics-Cardio-Plyo-Functional,lower_back; hamstrings,squat_rack,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Dynamic Leg Swing.mp4
ea_elbow_extension,Elbow-extension,Разгибание локтя,Calisthenics-Cardio-Plyo-Functional,,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Elbow-Extension.mp4
ea_fast_feet,Fast Feet,Быстрые ноги,Calisthenics-Cardio-Plyo-Functional,calves; quads,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Fast feet.mp4
ea_half_burpees,Half Burpees,Полу-бёрпи,Calisthenics-Cardio-Plyo-Functional,quads; glutes,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Half burpees.mp4
ea_high_knees,High Knees,Высокий подъем коленей,Calisthenics-Cardio-Plyo-Functional,lower_back; quads,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/high knees.mp4
ea_jumping_jack,Jumping Jack,Прыжки с разведением рук и ног,Calisthenics-Cardio-Plyo-Functional,calves; quads,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/jumping jack.mp4
ea_kettlebell_single_arm_clean_and_press,Kettlebell Single Arm Clean and Press,Взятие гири на грудь и жим одной рукой,Calisthenics-Cardio-Plyo-Functional,shoulders; quads; glutes,kettlebell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Kettlebell Single Arm Clean and Press.mp4
ea_kettlebell_single_leg_glute_bridge_pullover,Kettlebell Single Leg Glute Bridge Pullover,Ягодичный мост на одной ноге с пуловером с гирей,Calisthenics-Cardio-Plyo-Functional,glutes; chest,kettlebell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Kettlebell Single Leg Glute Bridge Pullover.mp4
ea_kettlebell_strict_press,Kettlebell Strict Press,Строгий жим гири,Calisthenics-Cardio-Plyo-Functional,shoulders,kettlebell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Kettlebell strict press.mp4
ea_kettlebell_swing,Kettlebell Swing,Махи гирей,Calisthenics-Cardio-Plyo-Functional,glutes; hamstrings,kettlebell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Kettlebell Swing.mp4
ea_kettlebell_swing_version_2,Kettlebell Swing (version 2),Махи гирей (вариант 2),Calisthenics-Cardio-Plyo-Functional,glutes; hamstrings,kettlebell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Kettlebell Swing (Version 2).mp4
ea_kettlebell_thruster,Kettlebell Thruster,Жим гирь из приседа,Calisthenics-Cardio-Plyo-Functional,shoulders; quads; glutes,kettlebell,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Kettlebell Thruster.mp4
ea_kipping_handstand_push_up,Kipping Handstand Push-up,Киппинговые отжимания в стойке на руках,Calisthenics-Cardio-Plyo-Functional,,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Kipping Handstand Push-up.mp4
ea_major_groups_muscle_body,Major Groups Muscle Body,Основные группы мышц тела,Calisthenics-Cardio-Plyo-Functional,,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/MAJOR GROUPS Muscle body.mp4
ea_plank_lunges,Plank Lunges,Выпады в планке,Calisthenics-Cardio-Plyo-Functional,core; lower_back; quads,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/plank lunges.mp4
ea_plank_shoulder_taps,Plank Shoulder Taps,Касания плеч в планке,Calisthenics-Cardio-Plyo-Functional,core,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/plank shoulder taps.mp4
ea_shadow_boxing,Shadow Boxing,Бой с тенью,Calisthenics-Cardio-Plyo-Functional,shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Shadow Boxing.mp4
ea_side_to_side_punch,Side to Side Punch,Удары в стороны,Calisthenics-Cardio-Plyo-Functional,shoulders,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/side to side punch.mp4
ea_ski_ergometer_cross_country_ski_alternating_arm_pull,Ski Ergometer Cross Country Ski Alternating Arm Pull,Лыжный эргометр: попеременная тяга руками (имитация беговых лыж),Calisthenics-Cardio-Plyo-Functional,shoulders; traps,ski_erg,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Ski Ergometer Cross Country Ski Alternating Arm Pull.mp4
ea_skipping,Skipping,Прыжки со скакалкой (имитация),Calisthenics-Cardio-Plyo-Functional,calves; quads; hamstrings,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/skipping.mp4
ea_standing_toe_touch,Standing Toe Touch,Касание носков стоя,Calisthenics-Cardio-Plyo-Functional,core; lower_back,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/standing toe touch.mp4
ea_star_jump,Star Jump,Прыжок «Звезда»,Calisthenics-Cardio-Plyo-Functional,quads; hamstrings; glutes,,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/star jump.mp4
ea_stationary_exercise_bike,Stationary Exercise Bike,Велотренажер,Calisthenics-Cardio-Plyo-Functional,quads; hamstrings,exercise_bike,beginner,female,exercises/men/Calisthenics-Cardio-Plyo-Functional/Stationary Exercise Bike.mp4
ea_band_pallof_press,Band Pallof Press,Жим Паллофа с резиновой лентой,Chest,,resistance_bands,beginner,female,exercises/men/Chest/Band Pallof Press.mp4
ea_barbell_bench_press_decline,Barbell Bench Press Decline,Жим лёжа на наклонной скамье со штангой,Chest,chest,bench_press,beginner,female,exercises/men/Chest/barbell bench press decline.mp4
ea_barbell_bench_press_incline,Barbell Bench Press Incline,Жим лёжа на наклонной скамье со штангой,Chest,chest,bench_press,beginner,female,exercises/men/Chest/barbell bench press incline.mp4
ea_barbell_hooklying_bench_press_close_elbows,Barbell Hooklying Bench Press Close Elbows,"Жим штанги лежа (ноги на скамье, локти прижаты)",Chest,,bench_press,beginner,female,exercises/men/Chest/Barbell Hooklying Bench Press Close Elbows.mp4
ea_barbell_jm_bench_press,Barbell JM Bench Press,Жим JM со штангой,Chest,triceps,bench_press,beginner,female,exercises/men/Chest/Barbell JM bench press.mp4
ea_barbell_pullover_to_triceps_extension,Barbell Pullover to Triceps Extension,Пуловер со штангой с разгибанием на трицепс,Chest,chest; back,bench_press,beginner,female,exercises/men/Chest/Barbell pullover to triceps extension.mp4
ea_barbell_reverse_close_grip_bench_press,Barbell Reverse Close Grip Bench Press,Жим лёжа обратным узким хватом со штангой,Chest,triceps; chest,bench_press,beginner,female,exercises/men/Chest/Barbell reverse close grip bench press.mp4
ea_barbell_reverse_grip_bench_press,Barbell Reverse Grip Bench Press,Жим лёжа обратным хватом со штангой,Chest,chest; triceps,bench_press,beginner,female,exercises/men/Chest/Barbell reverse grip bench press.mp4
ea_barbell_wide_bench_press,Barbell Wide Bench Press,Жим лёжа широким хватом со штангой,Chest,chest,bench_press,beginner,female,exercises/men/Chest/Barbell Wide Bench Press.mp4
ea_bodyweight_standing_fly,Bodyweight Standing Fly,Разведение рук стоя собственным весом,Chest,chest; shoulders,,beginner,female,exercises/men/Chest/Bodyweight Standing Fly.mp4
ea_bodyweight_svend_press,Bodyweight Svend Press,Жим Свенда с собственным весом,Chest,chest,,beginner,female,exercises/men/Chest/Bodyweight Svend Press.mp4
ea_cable_bench_fly_press,Cable Bench Fly Press,Жим-разведение на скамье с блоками,Chest,chest,cable_machine,beginner,female,exercises/men/Chest/Cable Bench Fly Press.mp4
ea_cable_low_fly,Cable Low Fly,Разведение рук на нижних блоках,Chest,chest,cable_machine,beginner,female,exercises/men/Chest/Cable low fly.mp4
ea_cable_lying_fly,Cable Lying Fly,Разведение рук лежа на блоках,Chest,chest,cable_machine,beginner,female,exercises/men/Chest/cable lying fly.mp4
ea_cable_machine_low_to_high,Cable Machine Low to High,Сведение рук в кроссовере снизу вверх,Chest,chest,cable_machine,beginner,female,exercises/men/Chest/cable machine low to high.mp4
ea_cable_middle_fly,Cable Middle Fly,Сведение рук в кроссовере на среднем уровне,Chest,chest,cable_machine,beginner,female,exercises/men/Chest/Cable Middle Fly.mp4
ea_cable_one_arm_chest_fly_bent,Cable One Arm Chest Fly Bent,Разведение одной рукой в наклоне в кроссовере,Chest,chest,cable_machine,beginner,female,exercises/men/Chest/Cable One Arm Chest Fly Bent.mp4
ea_cable_standing_up_straight_crossovers,Cable Standing Up Straight Crossovers,Кроссоверы стоя прямо на блоке,Chest,chest,cable_machine,beginner,female,exercises/men/Chest/Cable Standing Up Straight Crossovers.mp4
ea_cable_upper_chest_crossover,Cable Upper Chest Crossover,Кроссовер на верхний отдел груди на блоке,Chest,chest,cable_machine,beginner,female,exercises/men/Chest/Cable Upper Chest Crossover.mp4
ea_chest_bench_press_correct_stance,Chest Bench Press Correct Stance,Жим лёжа: правильная позиция,Chest,,bench_press,beginner,female,exercises/men/Chest/Chest Bench Press Correct stance.mp4
ea_chest_dip,Chest Dip,Отжимания на брусьях на грудь,Chest,chest,dip_station,beginner,female,exercises/men/Chest/chest dip.mp4
ea_chest_dip_on_dip_station,Chest Dip (on Dip Station),Отжимания на брусьях на грудь (на станции для отжиманий),Chest,chest,dip_station,beginner,female,exercises/men/Chest/Chest Dip (on dip station).mp4
ea_chest_dip_machine,Chest Dip Machine,Жим на грудь в тренажёре для отжиманий,Chest,chest,seated_dip_machine,beginner,female,exercises/men/Chest/chest dip machine.mp4
ea_chest_dip_weighted,Chest Dip Weighted,Отжимания на брусьях на грудь с отягощением,Chest,chest,dip_station,beginner,female,exercises/men/Chest/chest dip weighted.mp4
ea_chest_dip_weighted_slow,Chest Dip Weighted Slow,Медленные отжимания на брусьях на грудь с отягощением,Chest,chest,dip_station,beginner,female,exercises/men/Chest/chest dip weighted slow.mp4
ea_chest_dip_on_bench,Chest Dip on Bench,Обратные отжимания от скамьи на грудь,Chest,chest,adjustable_bench,beginner,female,exercises/men/Chest/Chest Dip on Bench.mp4
ea_chest_dip_with_pause_bodyweight,Chest Dip with Pause Bodyweight,Отжимания на брусьях на грудь с паузой (собственный вес),Chest,chest,dip_station,beginner,female,exercises/men/Chest/chest dip with pause bodyweight.mp4
ea_chest_fly_low_to_high_resistance_band,Chest Fly Low to High Resistance Band,Разведение рук на грудь снизу вверх с резиновой лентой,Chest,chest,resistance_bands,beginner,female,exercises/men/Chest/chest fly low to high resistance band.mp4
ea_chest_press_front_resistance_band,Chest Press Front Resistance Band,Жим на грудь вперёд с резиновой лентой,Chest,chest,resistance_bands,beginner,female,exercises/men/Chest/chest press front resistance band.mp4
ea_chest_press_high_to_low_cable_resistance_band,Chest Press High to Low Cable Resistance Band,Жим на грудь сверху вниз с резиновой лентой,Chest,chest,cable_machine,beginner,female,exercises/men/Chest/chest press high to low cable resistance band.mp4
ea_chest_press_low_to_high_resistance_band,Chest Press Low to High Resistance Band,Жим на грудь снизу вверх с резиновой лентой,Chest,chest,resistance_bands,beginner,female,exercises/men/Chest/chest press low to high resistance band.mp4
ea_chest_tap_push_up,Chest Tap Push Up,Отжимания с касанием груди,Chest,chest; shoulders; triceps,,beginner,female,exercises/men/Chest/Chest Tap Push up.mp4
ea_clap_push_ups,Clap Push Ups,Отжимания с хлопком,Chest,chest; shoulders; triceps,,beginner,female,exercises/men/Chest/clap push ups.mp4
ea_climber_a_padded_stool_supported,Climber a Padded Stool Supported,Подъем на мягкую скамью,Chest,shoulders,,beginner,female,exercises/men/Chest/Climber a padded stool Supported.mp4
ea_clock_push_ups,Clock Push Ups,Отжимания по кругу,Chest,chest; triceps,,beginner,female,exercises/men/Chest/Clock push ups.mp4
ea_close_grip_barbell_bench_press,Close Grip Barbell Bench Press,Жим штанги лёжа узким хватом,Chest,chest; triceps,bench_press,beginner,female,exercises/men/Triceps/close grip barbell bench press.mp4
ea_close_grip_push_up,Close Grip Push Up,Отжимания узким хватом,Chest,triceps; chest,,beginner,female,exercises/men/Chest/Close Grip Push up.mp4
ea_decline_kneeling_push_up,Decline Kneeling Push Up,Отжимания на коленях с наклоном,Chest,chest; triceps,plyo_box,beginner,female,exercises/men/Chest/Decline kneeling push up.mp4
ea_decline_kneeling_push_up_on_box,Decline Kneeling Push Up on Box,Отжимания на коленях с наклоном на ящике,Chest,chest; triceps,plyo_box,beginner,female,exercises/men/Chest/Decline Kneeling Push Up on Box.mp4
ea_decline_push_up,Decline Push Up,Отжимания с ногами на возвышении,Chest,chest; triceps,bench_press,beginner,female,exercises/men/Chest/decline push up.mp4
ea_decline_push_up_against_wall,Decline Push Up Against Wall,Отжимания с ногами на стене,Chest,chest; triceps,,beginner,female,exercises/men/Chest/Decline Push Up against Wall.mp4
ea_deep_push_up,Deep Push-up,Глубокие отжимания,Chest,chest; shoulders,dumbbell,beginner,female,exercises/men/Chest/Deep Push-Up.mp4
ea_dumbbell_alternate_bench_press_high_start,Dumbbell Alternate Bench Press (high Start),Жим гантелей лёжа попеременно (с высокого старта),Chest,chest,bench_press,beginner,female,exercises/men/Chest/Dumbbell Alternate Bench Press (high start).mp4
ea_dumbbell_around_pullover,Dumbbell Around Pullover,Пуловер с гантелями по кругу,Chest,chest,bench_press,beginner,female,exercises/men/Chest/Dumbbell Around Pullover.mp4
ea_dumbbell_bench_press,Dumbbell Bench Press,Жим гантелей лёжа,Chest,chest,bench_press,beginner,female,exercises/men/Chest/Dumbbell Bench Press.mp4
