id,title,pass,score,vendor_match,girl,men,had_video_before
vid_hanging_straight_leg_raise,Hanging Straight Leg Raise,subset,1.00,grips hanging hip leg raise straight suspension trainer,exercises/girl/Abdominals/Suspension Trainer with Grips Hanging Straight Leg Hip Raise.mp4,exercises/men/Abdominals/Suspension Trainer with Grips Hanging Straight Leg Hip Raise.mp4,True
vid_incline_leg_hip_raise,Incline Leg Hip Raise,none,0.40,alternate leg raise,,,True
vid_landmine_180,Landmine 180,none,0.33,landmine row,,,True
vid_lever_seated_crunch,Machine Seated Crunch,none,0.50,ab crunch machine,,,True
vid_lever_seated_leg_raise_crunch,Machine Seated Leg Raise Crunch,fuzzy,0.60,crunch leg raise,,,True
vid_lying_floor_leg_raise,Lying Floor Leg Raise,subset,1.00,alternate floor leg lying raise,exercises/girl/Abdominals/Alternate Lying Floor Leg Raise.mp4,exercises/men/Abdominals/Alternate lying floor leg raise.mp4,True
vid_lying_straight_leg_raise,Lying Straight Leg Raise,fuzzy,0.75,leg raise straight,,,True
vid_otis_ups,Otis-Up,none,0.00,,,,True
vid_side_bridge_side_plank,Side Plank,exact,1.00,plank side,,exercises/men/Abdominals/side plank.mp4,True
vid_sit_up_on_exercise_ball,Sit-Up on an Exercise Ball,exact,1.00,ball sit,exercises/girl/Abdominals/Ball Sit-up.mp4,,True
vid_sit_ups,Sit-Up,exact,1.00,sit,,exercises/men/Abdominals/Situps.mp4,True
vid_spell_caster,Spell Caster,none,0.00,,,,True
vid_stretching_chin_to_chest_stretch,Chin-to-Chest Stretch,none,0.50,ball chest stretch,,,True
vid_stretching_iron_cross_stretch,Iron Cross Stretch,exact,1.00,cross iron stretch,,exercises/men/Stretching - Mobility/iron cross stretch.mp4,True
vid_stretching_seated_twist_straight_arm,Seated Twist Stretch - Straight Arm,none,0.43,calf leg seated straight stretch,,,True
vid_stretching_spinal_stretch_on_exercise_ball,Spinal Stretch on an Exercise Ball,none,0.50,ball chest stretch,,,True
vid_stretching_standing_side_bend_bent_arm,Standing Side Bend - Bent Arm,none,0.50,arm bend side tuck,,,True
vid_twisting_crunch,Twisting Crunch,subset,1.00,air crunch twisting,exercises/girl/Abdominals/air twisting crunch.mp4,exercises/men/Abdominals/air twisting crunch.mp4,True
vid_v_up,V-Up,exact,1.00,v,,exercises/men/Abdominals/v up.mp4,True
vid_vertical_leg_raise_on_parallel_bars,Vertical Leg Raise on Parallel Bars,none,0.33,alternate leg raise,,,True
vid_weighted_leg_extension_crunch,Weighted Leg Extension Crunch,none,0.40,extension leg lever,,,True
vid_45_degree_hyperextension,45-Degree Hyperextension,subset,1.00,45 hyperextension twisting,exercises/girl/Abdominals/45 degree twisting hyperextension.mp4,exercises/men/Abdominals/45 degree twisting hyperextension.mp4,True
vid_band_bent_over_row,Band Bent-Over Row,exact,1.00,band bent over row,exercises/girl/Back/Band bent-over row.mp4,exercises/men/Back/Band bent-over row.mp4,True
vid_band_kneeling_one_arm_pulldown,Band Kneeling One-Arm Pulldown,none,0.57,band down kneeling lat pull,,,True
vid_band_one_arm_twisting_seated_row,Band One-Arm Twisting Seated Row,none,0.50,alternate arm cable one row seated,,,True
vid_band_one_leg_kickback_bent_position,Band One-Leg Kickback,subset,1.00,band bent kickback leg one position resistance,exercises/girl/Legs/Resistance Band One Leg Kickback (Bent Position).mp4,exercises/men/Legs/Resistance Band One Leg Kickback (Bent Position).mp4,True
vid_band_pull_through,Band Pull Through,fuzzy,0.67,band pull,,,True
vid_band_seated_row,Band Seated Row,subset,1.00,band cable resistance row seated,,exercises/men/Back/seated resistance band - cable rows.mp4,True
vid_band_straight_back_seated_row,Band Straight-Back Seated Row,none,0.44,back cable grip high reverse row seated straight,,,True
vid_barbell_bent_over_row_overgrip,Barbell Bent-Over Row - Overhand Grip,fuzzy,0.71,barbell bent grip over pronated row,,,True
vid_barbell_straight_leg_deadlift,Barbell Straight-Leg Deadlift,exact,1.00,barbell deadlift leg straight,,exercises/men/Legs/Barbell straight leg deadlift.mp4,True
vid_barbell_underhand_bent_over_row,Barbell Bent-Over Row - Underhand Grip,fuzzy,0.83,barbell bent over row underhand,,,True
vid_cable_bar_lateral_pulldown_reverse_grip,Cable Lat Pulldown - Reverse Grip,fuzzy,0.83,down grip lat pull reverse,,,True
vid_cable_bar_lateral_pulldown_wide_shoulder_grip,Cable Lat Pulldown - Wide Grip,fuzzy,0.83,down grip lat pull wide,,,True
vid_cable_one_arm_lateral_pulldown,Cable One-Arm Lat Pulldown,exact,1.00,arm cable down lat one pull,,exercises/men/Back/Cable one arm lat pulldown.mp4,True
vid_cable_one_arm_twisting_seated_row,Cable One-Arm Twisting Seated Row,fuzzy,0.71,alternate arm cable one row seated,,,True
vid_cable_pulldown,Cable Pulldown - Close Underhand Grip,fuzzy,0.62,cable close down front grip lat pull,,,True
vid_cable_seated_high_row_v_bar,Cable Seated High Row - V-Bar,fuzzy,0.71,bar cable machine row seated v,,,True
vid_cable_seated_row_normal_grip,Cable Seated Row - Normal Grip,fuzzy,0.67,cable grip row seated supine,,,True
vid_cable_seated_row_parallel_grip,Cable Seated Row - Parallel Grip,fuzzy,0.67,cable grip row seated supine,,,True
vid_cable_seated_row_wide_grip,Cable Seated Row - Wide Grip,fuzzy,0.67,cable grip row seated supine,,,True
vid_cable_straight_back_seated_high_row_reverse_grip,Cable Straight-Back Seated High Row - Reverse Grip,exact,1.00,back cable grip high reverse row seated straight,,exercises/men/Back/cable reverse grip straight back seated high row.mp4,True
vid_cable_straight_back_seated_row_v_grip,Cable Straight-Back Seated Row - V-Grip,fuzzy,0.67,back cable grip high reverse row seated straight,,,True
vid_chin_ups_narrow_parallel_grip,Chin-Up - Narrow Parallel Grip,subset,1.00,chin grip narrow parallel ups,,exercises/men/Back/Chin ups (narrow parallel grip).mp4,True
vid_close_grip_chin_up,Close-Grip Chin-Up,subset,1.00,chin close grip reverse,,exercises/men/Back/Close-reverse Grip Chin-Up.mp4,True
vid_commando_pull_up,Commando Pull-Up,exact,1.00,commando pull,,exercises/men/Back/Commando Pull-up.mp4,True
vid_dumbbell_bent_over_row,Dumbbell Bent-Over Row,exact,1.00,bent dumbbell over row,,exercises/men/Back/dumbbells bent over row.mp4,True
vid_dumbbell_deadlift,Dumbbell Deadlift,subset,1.00,deadlift dumbbell staggered,exercises/girl/Legs/Dumbbell Staggered Deadlift.mp4,exercises/men/Legs/Dumbbell Staggered Deadlift.mp4,True
vid_dumbbell_hammer_grip_incline_bench_row,Dumbbell Hammer-Grip Incline Bench Row,subset,1.00,arm bench dumbbell grip hammer incline row two,,exercises/men/Back/Dumbbell Hammer Grip Incline Bench Two Arm Row.mp4,True
vid_dumbbell_incline_row,Dumbbell Incline Row,exact,1.00,dumbbell incline row,,exercises/men/Back/Dumbbell Incline Row.mp4,True
vid_dumbbell_lying_rear_delt_row,Dumbbell Lying Rear Delt Row,exact,1.00,delt dumbbell lying rear row,,exercises/men/Shoulders/Dumbbell Lying Rear Delt Row.mp4,True
vid_dumbbell_palm_rotational_bent_over_row,Dumbbell Palm-Rotational Bent-Over Row,fuzzy,0.67,bent dumbbell over row,,,True
vid_dumbbell_reverse_grip_row,Dumbbell Reverse-Grip Row,none,0.50,band grip lying reverse row,,,True
vid_dumbbell_stiff_leg_deadlift,Dumbbell Stiff-Leg Deadlift,exact,1.00,deadlift dumbbell leg stiff,,exercises/men/Legs/Dumbbell Stiff Leg Deadlift.mp4,True
vid_hammer_grip_pull_up,Hammer-Grip Pull-Up,none,0.50,grip normal pull,,,True
vid_inverted_row_between_chairs,Inverted Row Between Chairs,none,0.40,between chairs dip,,,True
vid_kettlebell_deadlift,Kettlebell Deadlift,subset,1.00,deadlift kettlebell staggered,exercises/girl/Legs/Kettlebell Staggered Deadlift.mp4,exercises/men/Legs/Kettlebell Staggered Deadlift.mp4,True
vid_lever_back_extension,Machine Back Extension,exact,1.00,back extension machine,,exercises/men/Back/back extension machine.mp4,True
vid_lever_high_row,Machine High Row,none,0.50,machine row seated,,,True
vid_lever_reverse_t_bar_row,Machine Reverse-Grip T-Bar Row,none,0.38,band grip lying reverse row,,,True
vid_lever_t_bar_row,Machine T-Bar Row,none,0.43,bar cable machine row seated v,,,True
vid_pull_up_wide_back_grip,Pull-Up - Wide Grip Behind the Neck,fuzzy,0.60,grip pull wide,,,True
vid_pull_up_wide_front_grip,Pull-Up - Wide Grip to the Chest,fuzzy,0.75,grip pull wide,,,True
vid_reverse_grip_machine_lat_pulldown,Reverse-Grip Machine Lat Pulldown,fuzzy,0.83,down grip lat pull reverse,,,True
vid_reverse_grip_pull_up,Reverse-Grip Pull-Up,subset,1.00,down grip lat pull reverse,,exercises/men/Back/reverse grip lat pull down.mp4,True
vid_ring_high_row,Ring High Row,none,0.33,grips high row suspension trainer,,,True
vid_single_dumbbell_stiff_leg_deadlift,Single-Dumbbell Stiff-Leg Deadlift,fuzzy,0.80,deadlift dumbbell leg single,,,True
vid_smith_deadlift_deadlift,Smith Machine Deadlift,none,0.40,hip machine smith thrust,,,True
vid_stretching_dynamic_back_stretch,Dynamic Back Stretch,exact,1.00,back dynamic stretch,,exercises/men/Stretching - Mobility/Dynamic Back Stretch.mp4,True
vid_stretching_elbows_back_stretch,Elbows Back Stretch,exact,1.00,back elbows stretch,,exercises/men/Stretching - Mobility/Elbows Back Stretch.mp4,True
vid_stretching_kneeling_lat_stretch,Kneeling Lat Stretch,subset,1.00,floor kneeling lat stretch,,exercises/men/Stretching - Mobility/kneeling lat floor stretch.mp4,True
vid_stretching_middle_back_stretch,Middle Back Stretch,subset,1.00,back middle rotation stretch,,exercises/men/Stretching - Mobility/middle back rotation stretch.mp4,True
vid_stretching_seated_lower_back_stretch,Seated Lower Back Stretch,none,0.50,back child lower pose stretch,,,True
vid_stretching_seated_wide_angle_pose_sequence,Seated Wide Angle Pose Sequence,none,0.29,easy pose seated twist,,,True
vid_stretching_sitting_bent_over_back_stretch,Sitting Bent-Over Back Stretch,none,0.33,back shoulder stretch,,,True
vid_stretching_spine_stretch,Spine Stretch,subset,1.00,hand leg reach spine stretch,,exercises/men/Stretching - Mobility/Legs hand reach spine stretch.mp4,True
vid_stretching_spine_stretch_forward,Spine Stretch Forward,none,0.33,hand leg reach spine stretch,,,True
vid_stretching_standing_back_rotation_stretch,Standing Back Rotation Stretch,fuzzy,0.60,back bench standing stretch,,,True
vid_stretching_standing_lateral_stretch,Standing Lateral Stretch,exact,1.00,lateral standing stretch,,exercises/men/Stretching - Mobility/standing lateral stretch.mp4,True
vid_barbell_drag_curl,Barbell Drag Curl,exact,1.00,barbell curl drag,,exercises/men/Biceps/barbell drag curl.mp4,True
vid_barbell_prone_incline_curl,Barbell Prone Incline Curl,fuzzy,0.60,band curl incline prone,,,True
vid_cable_one_arm_curl,Cable One-Arm Curl,exact,1.00,arm cable curl one,,exercises/men/Biceps/Cable One Arm Curl.mp4,True
vid_cable_standing_inner_curl,Standing Cable Inner Biceps Curl,fuzzy,0.60,biceps cable curl,,,True
vid_dumbbell_alternate_seated_biceps_curl,Dumbbell Seated Alternating Curl,subset,1.00,alternating biceps curl dumbbell seated,exercises/girl/Biceps/Alternating Biceps Curl Seated Dumbbells.mp4,exercises/men/Biceps/alternating biceps curl seated dumbbells.mp4,True
vid_dumbbell_biceps_curl,Dumbbell Biceps Curl,subset,1.00,alternate biceps curl dumbbell,,exercises/men/Biceps/Dumbbell Alternate Biceps Curl.mp4,True
vid_dumbbell_concentration_curl,Dumbbell Concentration Curl,exact,1.00,concentration curl dumbbell,,exercises/men/Biceps/concentration curls dumbbell.mp4,True
vid_dumbbell_cross_body_hammer_curl,Dumbbell Cross-Body Hammer Curl,subset,1.00,2 body cross curl dumbbell hammer,,exercises/men/Biceps/Dumbbell Cross Body Hammer Curl (Version 2).mp4,True
vid_dumbbell_incline_biceps_curl,Dumbbell Incline Biceps Curl,subset,1.00,biceps curl dumbbell incline simultaneous,,exercises/men/Biceps/Dumbbell Incline Biceps Simultaneous Curl.mp4,True
vid_dumbbell_incline_hammer_curl,Dumbbell Incline Hammer Curl,subset,1.00,alternate curl dumbbell hammer incline,,exercises/men/Biceps/Dumbbell Incline Alternate Hammer Curl.mp4,True
vid_dumbbell_preacher_curl_over_exercise_ball,Dumbbell Preacher Curl Over an Exercise Ball,exact,1.00,ball curl dumbbell over preacher,,exercises/men/Biceps/Dumbbell Preacher Curl over Exercise Ball.mp4,True
vid_dumbbell_prone_incline_curl,Dumbbell Prone Incline Curl,exact,1.00,curl dumbbell incline prone,,exercises/men/Biceps/Dumbbell Prone Incline Curl.mp4,True
vid_dumbbell_seated_preacher_curl,Dumbbell Seated Preacher Curl,exact,1.00,curl dumbbell preacher seated,,exercises/men/Biceps/Dumbbell Seated Preacher Curl.mp4,True
vid_ez_barbell_biceps_curl,EZ-Bar Biceps Curl,subset,1.00,bar biceps cable curl ezbar,,exercises/men/Biceps/Cable Biceps Curl (EZ-bar).mp4,True
vid_lying_supine_dumbbell_curl,Lying Supine Dumbbell Curl,exact,1.00,curl dumbbell lying supine,,exercises/men/Biceps/Dumbbell Lying Supine Curl.mp4,True
vid_stretching_butterfly_yoga_pose,Butterfly Yoga Pose,exact,1.00,butterfly pose yoga,,exercises/men/Yoga/Butterfly Yoga Pose.mp4,True
vid_barbell_clean_and_press,Barbell Clean and Press,exact,1.00,barbell clean press,,exercises/men/Powerlifting/Barbell clean and press.mp4,True
vid_donkey_calf_raise,Donkey Calf Raise,exact,1.00,calf donkey raise,,exercises/men/Legs/Donkey Calf Raise.mp4,True
vid_dumbbell_front_squat,Dumbbell Front Squat,exact,1.00,dumbbell front squat,,exercises/men/Legs/Dumbbell Front Squat.mp4,True
vid_dumbbell_single_leg_calf_raise,Dumbbell Single-Leg Calf Raise,subset,1.00,calf dumbbell leg raise single standing,,exercises/men/Legs/Dumbbell Standing Single Leg Calf Raise.mp4,True
vid_dumbbell_standing_calf_raise,Dumbbell Standing Calf Raise,exact,1.00,calf dumbbell raise standing,,exercises/men/Legs/dumbbell standing calf raise.mp4,True
vid_sled_45_degree_calf_press,Sled 45-Degree Calf Press,none,0.29,calf leg machine press raise,,,True
vid_stretching_calf_stretch_with_rope,Calf Stretch with a Rope,exact,1.00,calf rope stretch,,exercises/men/Stretching - Mobility/Calf Stretch with Rope.mp4,True
vid_stretching_calf_stretch_with_strap,Lying Calf Stretch with a Strap,none,0.40,calf rope stretch,,,True
vid_stretching_circles_knee_stretch,Knee Circles,subset,1.00,circles knee stretch,,exercises/men/Stretching - Mobility/circles knee stretch.mp4,True
vid_stretching_feet_and_ankles_rotation_stretch,Feet and Ankle Rotations,none,0.25,ankle circles,,,True
vid_stretching_feet_and_ankles_stretch,Feet and Ankle Stretch,none,0.25,ankle circles,,,True
vid_stretching_peroneals_stretch,Peroneals Stretch,none,0.33,90 stretch,,,True
vid_stretching_seated_calf_stretch,Seated Calf Stretch,exact,1.00,calf seated stretch,,exercises/men/Stretching - Mobility/seated calf stretch.mp4,True
vid_stretching_stairs_calf_stretch,Stairs Calf Stretch,none,0.50,calf rope stretch,,,True
vid_stretching_standing_bench_calf_stretch,Standing Bench Calf Stretch,fuzzy,0.60,back bench standing stretch,,,True
vid_burpee,Burpee,exact,1.00,burpee,,exercises/men/Calisthenics-Cardio-Plyo-Functional/Burpee.mp4,True
vid_elliptical,Elliptical Trainer Workout,none,0.17,chin grips suspension trainer,,,True
vid_jump_rope,Jump Rope,subset,1.00,jump rope row,,exercises/men/Back/Jump Rope row.mp4,True
vid_jump_step_up,Jump Step-Up,none,0.33,45 step,,,True
vid_jumping_jack,Jumping Jack,exact,1.00,jack jumping,,exercises/men/Calisthenics-Cardio-Plyo-Functional/jumping jack.mp4,True
vid_running,Running,exact,1.00,running,exercises/girl/Calisthenics-Cardio-Plyo-Functional/Running.mp4,exercises/men/Calisthenics-Cardio-Plyo-Functional/Running.mp4,True
vid_stationary_bike,Stationary Bike,exact,1.00,bike stationary,,exercises/men/Calisthenics-Cardio-Plyo-Functional/Stationary Exercise Bike.mp4,True
vid_stretching_bridge_pose_setu_bandhasana,Bridge Pose,subset,1.00,bandhasana bridge pose setu,,exercises/men/Yoga/bridge pose setu bandhasana.mp4,True
vid_stretching_flexion_leg_sit_up,Flexion Leg Sit-Up,none,0.33,sit,,,True
vid_stretching_front_toe_touch,Front Toe Touch,none,0.50,standing toe touch,,,True
vid_stretching_plyo_side_lunge_stretch,Plyometric Side Lunge Stretch,fuzzy,0.60,lunge plyometric side stretch,,,True
vid_stretching_single_leg_stretch_bent_knee,Single Leg Stretch - Bent Knee,none,0.43,hamstrings leg seated single stretch,,,True
vid_stretching_single_straight_leg_stretch,Single Straight Leg Stretch,none,0.50,hamstrings leg standing straight stretch,,,True
vid_treadmill_running,Treadmill Running,exact,1.00,running treadmill,,exercises/men/Calisthenics-Cardio-Plyo-Functional/Treadmill Running.mp4,True
vid_band_high_fly,Band High Fly,exact,1.00,band fly high,exercises/girl/Chest/Band high fly.mp4,,True
vid_cable_lying_fly_flat_bench_cable_fly,Cable Lying Fly on a Flat Bench,fuzzy,0.80,bench cable flat fly,,,True
vid_cable_standing_fly_crossover_fly,Standing Cable Crossover Fly,fuzzy,0.60,cable crossover fly reverse,,,True
vid_chest_dips,Chest Dip,exact,1.00,chest dip,,exercises/men/Chest/chest dip.mp4,True
vid_deep_push_ups,Deep Push-Up,exact,1.00,deep push,,exercises/men/Chest/Deep Push-Up.mp4,True
vid_dumbbell_decline_fly_45_degree,Dumbbell Decline Fly,exact,1.00,decline dumbbell fly,,exercises/men/Chest/Dumbbell Decline Fly.mp4,True
vid_dumbbell_fly,Dumbbell Fly,subset,1.00,decline dumbbell fly,,exercises/men/Chest/Dumbbell Decline Fly.mp4,True
vid_dumbbell_fly_on_exercise_ball,Dumbbell Fly on an Exercise Ball,subset,1.00,ball dumbbell fly incline,,exercises/men/Chest/Dumbbell Incline Fly on Exercise Ball.mp4,True
vid_dumbbell_incline_bench_press,Dumbbell Incline Bench Press,exact,1.00,bench dumbbell incline press,,exercises/men/Chest/Dumbbell Incline Bench Press.mp4,True
vid_dumbbell_incline_fly,Dumbbell Incline Fly,exact,1.00,dumbbell fly incline,,exercises/men/Chest/Dumbbell Incline Fly.mp4,True
vid_dumbbell_incline_fly_on_exercise_ball,Dumbbell Incline Fly on an Exercise Ball,exact,1.00,ball dumbbell fly incline,,exercises/men/Chest/Dumbbell Incline Fly on Exercise Ball.mp4,True
vid_dumbbell_lying_hammer_press,Dumbbell Lying Hammer Press,fuzzy,0.60,decline dumbbell hammer press,,,True
vid_incline_push_ups,Incline Push-Up,subset,1.00,box incline push,,exercises/men/Chest/Incline Push-Up (on box).mp4,True
vid_lever_chest_press,Machine Chest Press,exact,1.00,chest machine press,exercises/girl/Chest/Chest Press Machine.mp4,exercises/men/Chest/Chest Press Machine.mp4,True
vid_lever_incline_hammer_chest_press,Machine Incline Chest Press,exact,1.00,chest incline machine press,,exercises/men/Chest/machine chest press incline.mp4,True
vid_lever_lying_chest_press,Machine Lying Chest Press,fuzzy,0.75,chest machine press,,,True
vid_lever_pec_deck_fly,Pec Deck Fly,subset,1.00,deck fly machine pec,,exercises/men/Chest/pec deck fly machine.mp4,True
vid_push_ups,Push-Up,subset,1.00,plank push,exercises/girl/Calisthenics-Cardio-Plyo-Functional/Plank Pushup.mp4,exercises/men/Calisthenics-Cardio-Plyo-Functional/Plank Pushup.mp4,True
vid_stretching_above_head_chest_stretch,Above-Head Chest Stretch,exact,1.00,above chest head stretch,exercises/girl/Stretching - Mobility/Above Head Chest Stretch.mp4,exercises/men/Stretching - Mobility/Above head chest stretch.mp4,True
vid_stretching_back_pec_stretch,Behind-the-Back Pec Stretch,fuzzy,0.75,back pec stretch,,,True
vid_stretching_dynamic_chest_stretch,Dynamic Chest Stretch,none,0.50,adduction dynamic stretch,,,True
vid_stretching_kneeling_back_rotation_stretch,Kneeling Back Rotation Stretch,fuzzy,0.60,back middle rotation stretch,,,True
vid_stretching_standing_reach_up_back_rotation_stretch,Standing Reach-Up Back Rotation Stretch,none,0.50,back bench standing stretch,,,True
vid_stretching_standing_wheel_rollout,Standing Wheel Rollout,subset,1.00,ab rollout standing wheel,exercises/girl/Abdominals/Standing Ab Wheel Rollout.mp4,exercises/men/Abdominals/Standing Ab Wheel Rollout.mp4,True
vid_triceps_dips,Triceps Dip,subset,1.00,chair dip triceps,,exercises/men/Triceps/chair triceps dips.mp4,True
vid_wide_grip_push_ups,Wide-Grip Push-Up,subset,1.00,bar cable down ezbar grip push triceps wide,,exercises/men/Triceps/cable triceps push down ez bar wide grip.mp4,True
vid_barbell_reverse_wrist_curl_over_grip,Barbell Reverse Wrist Curl - Overhand Grip,none,0.50,barbell curl reverse,,,True
vid_barbell_standing_back_wrist_curl,Barbell Standing Behind-the-Back Wrist Curl,fuzzy,0.83,back barbell curl standing wrist,,,True
vid_dumbbell_behind_back_wrist_curl,Dumbbell Behind-the-Back Wrist Curl,fuzzy,0.60,curl dumbbell wrist,,,True
vid_dumbbell_over_bench_wrist_curl,Dumbbell Over-Bench Reverse Wrist Curl,exact,1.00,bench curl dumbbell over reverse wrist,,exercises/men/Forearms/Dumbbell Over Bench Reverse Wrist Curl.mp4,True
vid_dumbbell_seated_neutral_wrist_curl,Dumbbell Seated Neutral Wrist Curl,exact,1.00,curl dumbbell neutral seated wrist,,exercises/men/Forearms/Dumbbell Seated Neutral Wrist Curl.mp4,True
vid_stretching_side_wrist_pull_stretch,Side Wrist Pull Stretch,exact,1.00,pull side stretch wrist,,exercises/men/Stretching - Mobility/side wrist pull stretch.mp4,True
vid_stretching_wrist_circles,Wrist Circles,none,0.33,ankle circles,,,True
vid_band_bent_over_hip_extension,Band Bent-Over Hip Extension,exact,1.00,band bent extension hip over,exercises/girl/Legs/Band Bent-over Hip Extension.mp4,,True
vid_band_hip_abduction,Band Hip Abduction,subset,1.00,abduction band hip resistance seated,exercises/girl/Legs/Resistance Band Seated Hip Abduction.mp4,exercises/men/Legs/Resistance Band Seated Hip Abduction.mp4,True
vid_band_hip_adduction,Band Hip Adduction,exact,1.00,adduction band hip,exercises/girl/Legs/Band Hip Adduction.mp4,exercises/men/Legs/Band Hip Adduction.mp4,True
vid_band_leg_curl,Band Lying Leg Curl,fuzzy,0.60,band curl leg standing,,,True
vid_band_seated_leg_extension,Band Seated Leg Extension,fuzzy,0.60,extension leg seated single,,,True
vid_barbell_front_chest_squat,Barbell Front Squat,exact,1.00,barbell front squat,exercises/girl/Legs/barbell front squat.mp4,exercises/men/Legs/Barbell front squats.mp4,True
vid_close_feet_leg_press,Close-Feet Leg Press,none,0.50,close leg machine press stance,,,True
vid_dumbbell_bar_grip_sumo_squat,Dumbbell Sumo Squat,subset,1.00,bar dumbbell grip squat sumo,,exercises/men/Legs/Dumbbell Bar Grip Sumo Squat.mp4,True
vid_dumbbell_goblet_squat,Dumbbell Goblet Squat,exact,1.00,dumbbell goblet squat,,exercises/men/Legs/Dumbbell Goblet Squat.mp4,True
vid_dumbbell_lunge,Dumbbell Lunge,subset,1.00,curtsy dumbbell lunge,,exercises/men/Legs/Dumbbell Curtsy Lunge.mp4,True
vid_dumbbell_lying_femoral,Dumbbell Lying Leg Curl,fuzzy,0.60,curl dumbbell lying supine,,,True
vid_dumbbell_single_leg_squat,Dumbbell Single-Leg Squat,exact,1.00,dumbbell leg single squat,,exercises/men/Legs/Dumbbell Single Leg Squat.mp4,True
vid_dumbbell_squat,Dumbbell Squat,exact,1.00,dumbbell squat,,exercises/men/Legs/Dumbbell Squats.mp4,True
vid_lever_horizontal_leg_press,Machine Horizontal Leg Press,fuzzy,0.75,horizontal leg press,,,True
vid_lever_kneeling_leg_curl,Machine Kneeling Leg Curl,exact,1.00,curl kneeling leg machine,,exercises/men/Legs/kneeling leg curl machine.mp4,True
vid_lever_seated_hip_abduction,Machine Seated Hip Abduction,exact,1.00,abduction hip machine seated,exercises/girl/Legs/Seated Hip Abductor Machine.mp4,exercises/men/Legs/Seated Hip Abductor Machine.mp4,True
vid_lever_seated_hip_adduction,Machine Seated Hip Adduction,exact,1.00,adduction hip machine seated,exercises/girl/Legs/Seated machine hip adductor.mp4,exercises/men/Legs/Seated Machine Hip Adductor.mp4,True
vid_lever_standing_hip_extension,Machine Standing Hip Extension,none,0.40,extension machine tricep,,,True
vid_lever_standing_rear_kick,Machine Standing Rear Kick,none,0.33,band kick kneeling rear,,,True
vid_rear_decline_bridge,Rear Decline Bridge,none,0.25,decline sit,,,True
vid_sled_45_degree_leg_wide_press,Sled 45-Degree Wide-Stance Leg Press,none,0.57,high leg press stance wide,,,True
vid_smith_chair_squat,Smith Machine Chair Squat,fuzzy,0.60,machine normal smith squat,,,True
vid_stretching_adductor_stretch,Adductor Stretch,exact,1.00,adduction stretch,exercises/girl/Stretching - Mobility/adductor stretch.mp4,exercises/men/Stretching - Mobility/Adductor stretch.mp4,True
vid_stretching_all_fours_squad_stretch,All-Fours Quad Stretch,exact,1.00,all fours quad stretch,exercises/girl/Stretching - Mobility/ALL FOURS QUAD STRETCH.mp4,exercises/men/Stretching - Mobility/All fours quad stretch.mp4,True
vid_stretching_boat_stretch,Boat Stretch,exact,1.00,boat stretch,,exercises/men/Stretching - Mobility/Boat Stretch.mp4,True
vid_stretching_ceiling_look_stretch,Ceiling Look Stretch,exact,1.00,ceiling look stretch,,exercises/men/Stretching - Mobility/Ceiling Look Stretch.mp4,True
vid_stretching_crossover_kneeling_hip_flexor_stretch,Crossover Kneeling Hip Flexor Stretch,exact,1.00,crossover flexor hip kneeling stretch,,exercises/men/Stretching - Mobility/Crossover Kneeling Hip Flexor Stretch.mp4,True
vid_stretching_hamstring_stretch,Hamstring Stretch,subset,1.00,ball hamstrings seated stretch,,exercises/men/Stretching - Mobility/exercise ball seated hamstring stretch.mp4,True
vid_stretching_hip_circles_stretch,Hip Circles,none,0.33,ankle circles,,,True
vid_stretching_hip_extension_stretch,Hip Extension Stretch,none,0.40,extension glutes hip multi,,,True
vid_stretching_hip_flexor_and_quad_stretch,Hip Flexor and Quad Stretch,subset,1.00,flexor hip intermediate quad stretch,,exercises/men/Stretching - Mobility/intermediate hip flexor and quad stretch.mp4,True
vid_stretching_hip_flexor_stretch_rear_foot_elevated,Hip Flexor Stretch - Rear Foot Elevated,none,0.43,ball flexor hip stretch,,,True
vid_stretching_knee_raise,Standing Knee Raise,none,0.50,flat knee raise,,,True
vid_stretching_quadriceps_lying_stretch,Lying Quadriceps Stretch,exact,1.00,lying quadriceps stretch,,exercises/men/Stretching - Mobility/lying quadriceps stretch.mp4,True
vid_stretching_quadriceps_stretch,Standing Quadriceps Stretch,exact,1.00,quadriceps standing stretch,exercises/girl/Stretching - Mobility/Standing Quadriceps Stretch.mp4,exercises/men/Stretching - Mobility/standing quadriceps stretch.mp4,True
vid_stretching_runners_stretch,Runner's Stretch,fuzzy,0.67,runner stretch,,,True
vid_weighted_sissy_squat,Weighted Sissy Squat,none,0.50,bodyweight sissy squat,,,True
vid_ball_sit_up_on_stability_ball,Sit-Up on a Stability Ball,fuzzy,0.67,ball sit,,,True
vid_bent_knee_lying_twist_on_stability_ball,Bent Knee Lying Twist on a Stability Ball,exact,1.00,ball bent knee lying stability twist,,exercises/men/Abdominals/Bent knee Lying Twist (On Stability Ball).mp4,True
vid_chest_lift_with_rotation,Chest Lift with Rotation,exact,1.00,chest lift rotation,,exercises/men/Abdominals/chest lift with rotation.mp4,True
vid_corkscrew_pilates,Pilates Corkscrew,none,0.00,,,,True
vid_crunch_floor_female,Floor Crunch,exact,1.00,crunch floor,,exercises/men/Abdominals/Crunch Floor.mp4,True
vid_crunch_leg_raise,Crunch with Leg Raise,exact,1.00,crunch leg raise,,exercises/men/Abdominals/Crunch leg raise.mp4,True
