id,our_title,equipmentId,muscles,match_kind,vendor_name,score
vid_stretching_front_toe_touch,Front Toe Touch,,hamstrings|lower_back,likely,Basic toe touch,0.67
fedb_glute_ham_raise,Glute Ham Raise,back_extension,hamstrings|calves|glutes,likely,Resistance Band Side Plank Glute Raise,0.67
fedb_hammer_grip_incline_db_bench_press,Hammer Grip Incline DB Bench Press,bench_press,chest|shoulders|triceps,likely,Dumbbell Hammer Grip Incline Bench Two Arm Row,0.83
vid_hammer_grip_pull_up,Hammer-Grip Pull-Up,pullup_bar,back|lats|biceps,likely,Assisted parallel close grip pull up,0.67
fedb_heavy_bag_thrust,Heavy Bag Thrust,punching_bag,chest|core|shoulders|triceps,likely,Heavy Bag Sled Drag,0.67
vid_stretching_hip_extension_stretch,Hip Extension Stretch,,glutes|lower_back,likely,Band Bent-over Hip Extension,0.67
vid_hip_raise_bridge,Hip Raise Bridge,,glutes|hamstrings|core,likely,Bridge hip abduction,0.67
fedb_incline_bench_pull,Incline Bench Pull,adjustable_bench,back|lats|shoulders,likely,Band Hammer Grip Incline Bench Two Arm Row,0.67
fedb_incline_cable_chest_press,Incline Cable Chest Press,chest_press_machine,chest|shoulders|triceps,likely,Chest press high to low cable Resistance band,0.75
vid_incline_leg_hip_raise,Incline Leg Hip Raise,adjustable_bench,core,likely,Suspension Trainer with Grips Hanging Leg Hip Raise,0.75
inverted_row_with_straps,Inverted Row with Straps,trx,back|biceps|lats,likely,Inverted rows on smith machine,0.67
vid_stretching_kneeling_back_rotation_stretch,Kneeling Back Rotation Stretch,,chest|back|shoulders,likely,Middle back rotation stretch,0.75
vid_stretching_kneeling_triceps_extension,Kneeling Triceps Stretch,,triceps|shoulders,likely,Bodyweight kneeling triceps extension,0.67
vid_leg_raise_hip_lift,Leg Raise Hip Lift,,core,likely,Suspension Trainer with Grips Hanging Leg Hip Raise,0.75
fedb_leverage_chest_press,Leverage Chest Press,chest_press_machine,chest|shoulders|triceps,likely,Band Cross Body One Arm Chest Press,0.67
fedb_leverage_decline_chest_press,Leverage Decline Chest Press,chest_press_machine,chest|shoulders|triceps,likely,Dumbbell chest press decline,0.75
leverage_high_row,Leverage High Row,seated_row_machine,back|lats,likely,Band Kneeling Single Arm High Row,0.67
fedb_leverage_incline_chest_press,Leverage Incline Chest Press,chest_press_machine,chest|shoulders|triceps,likely,Dumbbell chest press incline bench,0.75
fedb_leverage_shoulder_press,Leverage Shoulder Press,shoulder_press_machine,shoulders|triceps,likely,Band Behind Neck Shoulder Press,0.67
fedb_low_cable_crossover,Low Cable Crossover,cable_machine,chest|shoulders,likely,Bicep curl low cable machine normal grip,0.67
fedb_lying_machine_squat,Lying Machine Squat,hack_squat_machine,quads|calves|glutes|hamstrings,likely,Calf raise on hack squat machine,0.67
vid_lying_straight_leg_raise,Lying Straight Leg Raise,,core,likely,Alternate lying floor leg raise,0.75
vid_lever_high_row,Machine High Row,seated_row_machine,back|lats|biceps,likely,Band Kneeling Single Arm High Row,0.67
vid_lever_horizontal_leg_press,Machine Horizontal Leg Press,leg_press,quads|glutes|hamstrings,likely,Calf raise leg press machine,0.75
vid_lever_lying_chest_press,Machine Lying Chest Press,chest_press_machine,chest|shoulders|triceps,likely,Chest Press Machine,0.75
fedb_machine_preacher_curls,Machine Preacher Curls,preacher_curl_bench,biceps,likely,band kneeling preacher curl,0.67
vid_lever_seated_crunch,Machine Seated Crunch,ab_crunch_machine,core,likely,Abdominal Crunches Machine,0.67
vid_lever_seated_dips,Machine Seated Dip,tricep_extension_machine,triceps|chest,likely,Chest dip machine,0.67
vid_lever_seated_hip_abduction,Machine Seated Hip Abduction,hip_abductor_adductor,glutes,likely,Resistance Band Seated Hip Abduction,0.75
vid_lever_seated_hip_adduction,Machine Seated Hip Adduction,hip_abductor_adductor,adductors,likely,Seated hip abductor machine,0.75
vid_lever_seated_reverse_fly,Machine Seated Reverse Fly,pec_deck,shoulders|back,likely,Reverse machine fly,0.75
fedb_machine_shoulder_military_press,Machine Shoulder (Military) Press,shoulder_press_machine,shoulders|triceps,likely,Smith machine shoulder press,0.75
vid_lever_t_bar_row,Machine T-Bar Row,t_bar_row,back|lats|biceps,likely,Seated cable row V bar machine,0.75
fedb_medicine_ball_chest_pass,Medicine Ball Chest Pass,medicine_ball,chest|shoulders|triceps,likely,Medicine Ball Chest Throw With Abs,0.75
fedb_medicine_ball_scoop_throw,Medicine Ball Scoop Throw,medicine_ball,shoulders|core|hamstrings|quads,likely,Medicine Ball Chest Throw With Abs,0.75
narrow_stance_hack_squats,Narrow Stance Hack Squats,hack_squat_machine,quads|calves|glutes|hamstrings,likely,barbell narrow stance full squat,0.75
narrow_stance_leg_press,Narrow Stance Leg Press,leg_press,quads|calves|glutes|hamstrings,likely,Leg press machine close stance,0.75
fedb_one_arm_chin-up,One Arm Chin-Up,pullup_bar,back|biceps|forearms|lats,likely,Band Bent over One Arm Kickback,0.67
vid_stretching_plyo_side_lunge_stretch,Plyometric Side Lunge Stretch,,adductors|quads|glutes,likely,Plyo side lunge stretch,0.75
vid_pull_up_wide_front_grip,Pull-Up - Wide Grip to the Chest,pullup_bar,back|lats|biceps,likely,Assisted pull up wide grip,0.75
vid_stretching_reverse_dip,Reverse Dip Stretch,adjustable_bench,triceps|chest|shoulders,likely,Reverse shoulder stretch,0.67
fedb_reverse_plate_curls,Reverse Plate Curls,weight_plates,biceps|forearms,likely,Band Reverse Spider Curl,0.67
vid_ring_high_row,Ring High Row,trx,back|lats|shoulders,likely,Band Kneeling Single Arm High Row,0.67
fedb_rocking_standing_calf_raise,Rocking Standing Calf Raise,calf_raise_machine,calves,likely,Barbell standing leg calf raise,0.75
rope_straight_arm_pulldown,Rope Straight-Arm Pulldown,lat_pulldown,lats,likely,Cable straight arm pulldown,0.75
vid_stretching_runners_stretch,Runner's Stretch,,hamstrings|calves|quads,likely,Runner stretch,0.67
vid_stretching_seated_lower_back_stretch,Seated Lower Back Stretch,,lower_back,likely,Exercise ball lower back dynamic stretch,0.75
vid_stretching_single_straight_leg_stretch,Single Straight Leg Stretch,,core|hamstrings,likely,Hamstring lying straight leg stretch,0.75
fedb_single-arm_cable_crossover,Single-Arm Cable Crossover,cable_machine,chest,likely,Cable Single Arm Reverse Fly,0.75
vid_single_dumbbell_stiff_leg_deadlift,Single-Dumbbell Stiff-Leg Deadlift,dumbbell,hamstrings|glutes|back|lower_back,likely,Dumbbell Single Leg Deadlift,0.80
vid_ball_sit_up_on_stability_ball,Sit-Up on a Stability Ball,stability_ball,core,likely,Ball Sit-up,0.67
vid_sled_45_degree_leg_wide_press,Sled 45-Degree Wide-Stance Leg Press,leg_press,quads|glutes|adductors,likely,Leg press wide high stance,0.67
sled_drag_harness,Sled Drag - Harness,leg_press,quads|calves|glutes|hamstrings,likely,Crawl With Sled Drag,0.67
fedb_smith_machine_bench_press,Smith Machine Bench Press,smith_machine,chest|shoulders|triceps,likely,Smith machine press decline,0.75
vid_smith_chair_squat,Smith Machine Chair Squat,smith_machine,quads|glutes|hamstrings,likely,Smith machine bulgarian split squat,0.75
vid_smith_deadlift_deadlift,Smith Machine Deadlift,smith_machine,hamstrings|glutes|back|lower_back,likely,Inverted rows on smith machine,0.67
vid_smith_seated_shoulder_press,Smith Machine Seated Shoulder Press,smith_machine,shoulders|triceps,likely,Smith machine shoulder press,0.80
vid_stretching_spinal_stretch_on_exercise_ball,Spinal Stretch on an Exercise Ball,stability_ball,core|lower_back|chest,likely,Chest stretch with exercise ball,0.67
vid_stretching_spine_stretch_forward,Spine Stretch Forward,,back|hamstrings|core,likely,Backward Forward Turn to Side Neck Stretch,0.67
vid_stretching_stairs_calf_stretch,Stairs Calf Stretch,,calves,likely,Calf push stretch with hands against wall,0.67
vid_stretching_standing_back_rotation_stretch,Standing Back Rotation Stretch,,back|core,likely,Back stretch standing with bench,0.75
vid_stretching_standing_bench_calf_stretch,Standing Bench Calf Stretch,adjustable_bench,calves,likely,Back stretch standing with bench,0.75
fedb_standing_cable_chest_press,Standing Cable Chest Press,chest_press_machine,chest|shoulders|triceps,likely,Arnold press cable Resistance band standing,0.75
vid_cable_standing_fly_crossover_fly,Standing Cable Crossover Fly,cable_machine,chest|shoulders|triceps,likely,cable reverse fly on crossover,0.75
vid_cable_standing_inner_curl,Standing Cable Inner Biceps Curl,cable_machine,biceps|forearms,likely,Cable one arm inner biceps curl,0.80
vid_stretching_knee_raise,Standing Knee Raise,,glutes|core,likely,Barbell seated on knee calve raises,0.67
fedb_two-arm_dumbbell_preacher_curl,Two-Arm Dumbbell Preacher Curl,preacher_curl_bench,biceps,likely,Dumbbell Hammer Preacher Curl Simultaneous Arms,0.80
fedb_v-bar_pulldown,V-Bar Pulldown,lat_pulldown,lats|biceps|back|shoulders,likely,Cable bar lateral pulldown,0.67
fedb_weighted_ball_hyperextension,Weighted Ball Hyperextension,back_extension,lower_back|glutes|hamstrings|back,likely,Russian twist weighted ball,0.67
vid_weighted_lying_twist,Weighted Lying Twist,,core,likely,Bent knee lying twist,0.67
vid_weighted_sissy_squat,Weighted Sissy Squat,weight_plates,quads,likely,Bodyweight kneeling sissy squat,0.67
fedb_wide-grip_lat_pulldown,Wide-Grip Lat Pulldown,lat_pulldown,lats|biceps|back|shoulders,likely,Cable close grip front lat pulldown,0.75
90_90_hamstring,90/90 Hamstring,,hamstrings|calves,maybe,90 degree heel touch,0.50
fedb_ab_roller,Ab Roller,foam_roller,core|shoulders,maybe,Ab Mat Sit-up,0.50
air_bike_steady,Air Bike Steady Effort,air_bike,quads|hamstrings|shoulders,maybe,Air Bike (VERSION 2),0.50
vid_sit_up,Anchored Sit-Up,,core,maybe,3-4 Sit-up,0.50
around_the_worlds,Around The Worlds,dumbbell,chest|shoulders,maybe,Around the world superman hold,0.50
barbell_ab_rollout_on_knees,Barbell Ab Rollout - On Knees,barbell,core|lower_back|shoulders,maybe,Barbell rollout,0.50
vid_barbell_reverse_wrist_curl_over_grip,Barbell Reverse Wrist Curl - Overhand Grip,barbell,forearms,maybe,Barbell bicep curl close grip,0.50
fedb_barbell_rollout_from_bench,Barbell Rollout from Bench,barbell,core|glutes|hamstrings|lats|shoulders,maybe,Barbell Bench Lateral Step-up,0.50
bear_crawl_sled_drags,Bear Crawl Sled Drags,leg_press,quads|calves|glutes|hamstrings,maybe,Crawl With Sled Drag,0.50
fedb_bench_jump,Bench Jump,adjustable_bench,quads|calves|glutes|hamstrings,maybe,180 Jump Turns,0.50
bench_sprint,Bench Sprint,plyo_box,quads|calves|glutes|hamstrings,maybe,Assault AirBike Sprint Speed,0.50
fedb_bent_over_dumbbell_rear_delt_raise_with_head_on_bench,Bent Over Dumbbell Rear Delt Raise With Head On Bench,dumbbell,shoulders,maybe,Bent over rear delt fly dumbbell,0.62
bent_over_low_pulley_side_lateral,Bent Over Low-Pulley Side Lateral,cable_machine,shoulders|lower_back|back|traps,maybe,Cable bent over one arm lateral raise,0.50
fedb_bicycling_stationary,"Bicycling, Stationary",exercise_bike,quads|calves|glutes|hamstrings,maybe,Stationary Exercise Bike,0.50
bosu_ball_cable_crunch_with_side_bends,Bosu Ball Cable Crunch With Side Bends,cable_machine,core,maybe,Crunch (on bosu ball),0.50
fedb_box_jump_multiple_response,Box Jump (Multiple Response),plyo_box,hamstrings|adductors|calves|glutes|quads,maybe,Box jump,0.50
fedb_box_skip,Box Skip,plyo_box,hamstrings|adductors|calves|glutes|quads,maybe,Barbell box squat,0.50
vid_cable_rear_delt_row_with_rope,Cable Rear Delt Row with a Rope,cable_machine,shoulders|back,maybe,Band standing rear delt row,0.60
fedb_close-grip_push-up_off_of_a_dumbbell,Close-Grip Push-Up off of a Dumbbell,dumbbell,triceps|core|chest|shoulders,maybe,Cable triceps push down ez bar close grip,0.60
fedb_decline_close-grip_bench_to_skull_crusher,Decline Close-Grip Bench To Skull Crusher,adjustable_bench,triceps|chest|shoulders,maybe,Barbell close grip bench press,0.50
vid_dumbbell_behind_back_wrist_curl,Dumbbell Behind-the-Back Wrist Curl,dumbbell,forearms,maybe,Barbell standing back wrist curl,0.60
vid_dumbbell_bench_seated_press,Dumbbell Seated Press with Back Support,dumbbell,shoulders|triceps,maybe,Dumbbell Arnold Press Seated,0.60
fedb_elliptical_trainer,Elliptical Trainer,elliptical,quads|calves|glutes|hamstrings,maybe,Gym Elliptical Machine Fast Speed,0.50
fedb_extended_range_one-arm_kettlebell_floor_press,Extended Range One-Arm Kettlebell Floor Press,kettlebell,chest|shoulders|triceps,maybe,Dumbbell One Arm Floor Press,0.57
fedb_flat_bench_leg_pull-in,Flat Bench Leg Pull-In,adjustable_bench,core,maybe,Alternate leg pull,0.50
fedb_flat_bench_lying_leg_raise,Flat Bench Lying Leg Raise,adjustable_bench,core,maybe,Alternate lying floor leg raise,0.60
vid_jack_knife_floor,Floor Jackknife,,core,maybe,Alternate lying floor leg raise,0.50
fedb_hanging_pike,Hanging Pike,captains_chair,core,maybe,Decline diamond pike push-up,0.50
vid_stretching_hip_circles_stretch,Hip Circles,,glutes|core,maybe,Ankle circles,0.50
vid_stretching_hip_flexor_stretch_rear_foot_elevated,Hip Flexor Stretch - Rear Foot Elevated,,quads|core,maybe,Crossover kneeling hip flexor stretch,0.50
fedb_hyperextensions_with_no_hyperextension_bench,Hyperextensions With No Hyperextension Bench,back_extension,lower_back|glutes|hamstrings,maybe,Weighted Back Extensions on Hyperextension Bench,0.50
treadmill_incline_walk,Incline Walk,treadmill,glutes|hamstrings|quads|calves,maybe,Band Hammer Grip Incline Bench Two Arm Row,0.50
vid_inverted_row_between_chairs,Inverted Row Between Chairs,,back|lats|biceps,maybe,Dips between chairs,0.50
vid_jump_step_up,Jump Step-Up,plyo_box,quads|glutes|calves,maybe,180 Jump Turns,0.50
fedb_kipping_muscle_up,Kipping Muscle Up,pullup_bar,lats|core|biceps|forearms|back|shoulders|traps|triceps,maybe,Barbell muscle clean,0.50
vid_landmine_180,Landmine 180,barbell,core,maybe,180 Jump Turns,0.50
vid_stretching_calf_stretch_with_strap,Lying Calf Stretch with a Strap,,calves|hamstrings,maybe,Calf push stretch with hands against wall,0.50
vid_lying_hip_lift_on_stability_ball,Lying Hip Lift on a Stability Ball,stability_ball,glutes|hamstrings|core,maybe,Bent knee lying twist (on stability ball),0.60
lying_t_bar_row,Lying T-Bar Row,t_bar_row,back|biceps|lats,maybe,Band Lying Reverse Grip Row,0.50
vid_lever_reverse_t_bar_row,Machine Reverse-Grip T-Bar Row,t_bar_row,back|lats|biceps,maybe,Band Lying Reverse Grip Row,0.50
vid_lever_seated_leg_raise_crunch,Machine Seated Leg Raise Crunch,ab_crunch_machine,core,maybe,Calf raise leg press machine,0.60
vid_lever_shrug,Machine Shrug,,traps|forearms,maybe,Abdominal Crunches Machine,0.50
vid_lever_standing_hip_extension,Machine Standing Hip Extension,glute_kickback_machine,glutes|hamstrings,maybe,Back extension machine,0.50
vid_lever_standing_rear_kick,Machine Standing Rear Kick,glute_kickback_machine,glutes|hamstrings,maybe,band kneeling rear kick,0.50
vid_lever_triceps_extension_neutral_grip,Machine Triceps Extension - Neutral Grip,tricep_extension_machine,triceps,maybe,Dumbbell Lying One Arm Neutral Triceps Extension,0.60
fedb_medicine_ball_full_twist,Medicine Ball Full Twist,medicine_ball,core|shoulders,maybe,Barbell seated twist on exercise ball,0.50
vid_medicine_ball_sit_up_wall,Medicine Ball Wall Sit-Up,medicine_ball,core,maybe,Ball Sit-up,0.50
vid_stretching_peroneals_stretch,Peroneals Stretch,,calves,maybe,90 to 90 Stretch,0.50
vid_pull_up_wide_back_grip,Pull-Up - Wide Grip Behind the Neck,pullup_bar,back|lats|biceps,maybe,Assisted pull up wide grip,0.60
fedb_rack_delivery,Rack Delivery,squat_rack,shoulders|forearms|traps,maybe,barbell front rack lunge,0.50
fedb_rack_pulls,Rack Pulls,squat_rack,lower_back|forearms|glutes|hamstrings|traps,maybe,barbell front rack lunge,0.50
fedb_recumbent_bike,Recumbent Bike,recumbent_bike,quads|calves|glutes|hamstrings,maybe,Air Bike (VERSION 2),0.50
fedb_reverse_band_box_squat,Reverse Band Box Squat,plyo_box,quads|adductors|calves|forearms|glutes|hamstrings|lower_back,maybe,Band Lying Reverse Grip Pressdown,0.50
fedb_reverse_hyperextension,Reverse Hyperextension,back_extension,hamstrings|calves|glutes,maybe,4 Reverse Lunge and 4 Side Taps,0.50
vid_reverse_grip_machine_lat_pulldown,Reverse-Grip Machine Lat Pulldown,lat_pulldown,back|lats|biceps,maybe,Cable close grip front lat pulldown,0.60
rocky_pull_ups_pulldowns,Rocky Pull-Ups/Pulldowns,lat_pulldown,lats|biceps|back|shoulders,maybe,Bench pull-ups,0.50
fedb_rope_climb,Rope Climb,battle_ropes,lats|biceps|forearms|back|shoulders,maybe,Battle Rope Alternating Arm Waves,0.50
vid_rotate_push_up_female,Rotating Push-Up,,chest|core|shoulders|triceps,maybe,Archer push up,0.50
rowing_intervals,Row Intervals,rowing_machine,lats|back|quads|hamstrings|glutes|core,maybe,Band bent-over row,0.50
vid_scapula_dips,Scapular Dip,dip_station,traps|shoulders,maybe,Bench dip (knees bent),0.50
fedb_scapular_pull-up,Scapular Pull-Up,pullup_bar,traps|lats|back,maybe,Alternate leg pull,0.50
fedb_seated_band_hamstring_curl,Seated Band Hamstring Curl,leg_curl,hamstrings,maybe,Alternate Bicep Curl Resistance Band,0.50
vid_seated_twist_straight_arm,Seated Twist - Straight Arm,,core,maybe,Barbell seated twist,0.50
vid_stretching_seated_twist_straight_arm,Seated Twist Stretch - Straight Arm,,core|lower_back,maybe,Seated Figure Four With Twist Glute Stretch,0.60
vid_side_bend_on_stability_ball,Side Bend on a Stability Ball,stability_ball,core,maybe,45 degree side bend,0.50
vid_stretching_single_leg_stretch_bent_knee,Single Leg Stretch - Bent Knee,,core|glutes,maybe,Lying Single Leg Extended On Wall Hamstrings Stretch,0.60
ski_erg_steady,Ski Erg Steady Pull,ski_erg,lats|triceps|core,maybe,Ski Ergometer Cross Country Ski Alternating Arm Pull,0.50
vid_sled_45_degree_calf_press,Sled 45-Degree Calf Press,leg_press,calves,maybe,Calf raise leg press machine,0.50
fedb_smith_incline_shoulder_raise,Smith Incline Shoulder Raise,smith_machine,shoulders|chest,maybe,Band Incline T Raise,0.50
fedb_smith_machine_bent_over_row,Smith Machine Bent Over Row,smith_machine,back|biceps|lats|shoulders,maybe,Band bent-over row,0.60
vid_stretching_standing_reach_up_back_rotation_stretch,Standing Reach-Up Back Rotation Stretch,,chest|back|shoulders,maybe,Back stretch standing with bench,0.60
vid_stretching_standing_side_bend_bent_arm,Standing Side Bend - Bent Arm,,core|lats,maybe,Arm Tuck Side Bend,0.60
rowing_steady,Steady Row,rowing_machine,lats|back|quads|hamstrings|glutes|core,maybe,Band bent-over row,0.50
fedb_step_mill,Step Mill,stair_climber,quads|calves|glutes|hamstrings,maybe,4 Corners Side Step,0.50
fedb_t-bar_row_with_handle,T-Bar Row with Handle,t_bar_row,back|biceps|lats,maybe,Bent-over Row with bar,0.50
fedb_thigh_abductor,Thigh Abductor,hip_abductor_adductor,adductors|glutes,maybe,Bouncing inner thigh tap,0.50
fedb_thigh_adductor,Thigh Adductor,hip_abductor_adductor,adductors|glutes|hamstrings,maybe,Adductor dynamic stretch,0.50
treadmill_warmup_walk,Warm-up Walk,treadmill,quads|hamstrings|glutes|calves,maybe,Band Warm up Shoulder Stretch,0.50
vid_weighted_leg_extension_crunch,Weighted Leg Extension Crunch,,core,maybe,Cable Standing Leg Extension,0.50
vid_stretching_wrist_circles,Wrist Circles,,forearms,maybe,Ankle circles,0.50
fedb_wrist_roller,Wrist Roller,foam_roller,forearms|shoulders,maybe,Band Wrist Curl,0.50
barbell_curls_lying_against_an_incline,Barbell Curls Lying Against An Incline,barbell,biceps,none,Band Incline Alternate Hammer Curl,0.40
fedb_battling_ropes,Battling Ropes,battle_ropes,shoulders|chest|forearms,none,,0.00
fedb_butt_lift_bridge,Butt Lift (Bridge),,glutes|hamstrings,none,Alternate toe tap leg lift,0.33
cable_hammer_curls_rope_attachment,Cable Hammer Curls - Rope Attachment,cable_machine,biceps,none,Alternate hammer curl seated dumbbells,0.40
fedb_double_kettlebell_alternating_hang_clean,Double Kettlebell Alternating Hang Clean,kettlebell,hamstrings|biceps|calves|forearms|glutes|lower_back|quads|traps,none,Barbell Hang Clean,0.40
vid_elliptical,Elliptical Trainer Workout,elliptical,quads|glutes|hamstrings|calves,none,Gym Elliptical Machine Fast Speed,0.33
vid_stretching_feet_and_ankles_rotation_stretch,Feet and Ankle Rotations,,calves,none,Ankle - Dorsal Flexion,0.33
vid_stretching_feet_and_ankles_stretch,Feet and Ankle Stretch,,calves,none,90 to 90 Stretch,0.33
vid_stretching_flexion_leg_sit_up,Flexion Leg Sit-Up,,core,none,3 Leg Chatarunga Pose,0.33
full_range_of_motion_lat_pulldown,Full Range-Of-Motion Lat Pulldown,lat_pulldown,lats|biceps|back|shoulders,none,band kneeling lat pulldown,0.40
fedb_knee_hip_raise_on_parallel_bars,Knee/Hip Raise On Parallel Bars,dip_station,core,none,Barbell seated on knee calve raises,0.40
leverage_iso_row,Leverage Iso Row,seated_row_machine,lats|biceps|back,none,Band bent-over row,0.33
vid_lying_scissor_kick_female,Lying Scissor Kick,,core,none,alternate front kick in place,0.33
fedb_one-arm_medicine_ball_slam,One-Arm Medicine Ball Slam,medicine_ball,core|lats|shoulders,none,Band Bent over One Arm Kickback,0.40
vid_otis_ups,Otis-Up,weight_plates,core,none,,0.00
vid_corkscrew_pilates,Pilates Corkscrew,,core,none,,0.00
vid_hundred_pilates,Pilates Hundred,,core,none,,0.00
vid_jackknife_pilates,Pilates Jackknife,,core,none,,0.00
vid_rear_decline_bridge,Rear Decline Bridge,,glutes|hamstrings|lower_back,none,Band Decline Sit up,0.33
treadmill_intervals,Run Intervals,treadmill,quads|hamstrings|glutes|calves|core,none,,0.00
vid_stretching_seated_wide_angle_pose_sequence,Seated Wide Angle Pose Sequence,,adductors|hamstrings|lower_back,none,Easy Seated Twist Pose,0.40
vid_stretching_sitting_bent_over_back_stretch,Sitting Bent-Over Back Stretch,,back|hamstrings|lower_back,none,Arms Behind Back Chest Stretch,0.40
ski_erg_intervals,Ski Erg Intervals,ski_erg,lats|triceps|core|shoulders,none,Ski Ergometer Cross Country Ski Alternating Arm Pull,0.33
sled_overhead_backward_walk,Sled Overhead Backward Walk,leg_press,shoulders|calves|back|quads,none,Arm circles backward,0.25
fedb_smith_machine_behind_the_back_shrug,Smith Machine Behind the Back Shrug,smith_machine,traps|shoulders,none,Arms Behind Back Chest Stretch,0.40
vid_spell_caster,Spell Caster,dumbbell,core,none,,0.00
vid_jack_split_crunches,Split Jackknife Crunch,,core,none,45 degree bicycle twisting crunch,0.33
fedb_stairmaster,Stairmaster,stair_climber,quads|calves|glutes|hamstrings,none,,0.00
treadmill_steady_run,Steady-State Run,treadmill,quads|hamstrings|glutes|calves|core,none,,0.00
fedb_stride_jump_crossover,Stride Jump Crossover,cable_machine,quads|adductors|calves|hamstrings,none,180 Jump Turns,0.33
vid_vertical_leg_raise_on_parallel_bars,Vertical Leg Raise on Parallel Bars,captains_chair,core,none,Alternate leg raise,0.40
fedb_wide-grip_pulldown_behind_the_neck,Wide-Grip Pulldown Behind The Neck,lat_pulldown,lats|biceps|back|shoulders,none,Assisted chin up reverse wide grip,0.40
vid_45_degree_hyperextension,45-Degree Hyperextension,back_extension,lower_back|glutes|hamstrings,subset,45 degree hyperextension (arms in front of chest),1.00
alternate_hammer_curl,Alternate Hammer Curl,dumbbell,biceps|forearms,subset,Alternate hammer curl seated dumbbells,1.00
anti_gravity_press,Anti-Gravity Press,barbell,shoulders|back|traps|triceps,subset,EZ Barbell Anti Gravity Press,1.00
vid_band_hip_abduction,Band Hip Abduction,resistance_bands,glutes,subset,Resistance Band Lying Bent Knee Hip Abduction,1.00
vid_band_one_leg_kickback_bent_position,Band One-Leg Kickback,resistance_bands,glutes|hamstrings,subset,Resistance Band One Leg Kickback (Bent Position),1.00
vid_band_seated_row,Band Seated Row,resistance_bands,back|lats|biceps,subset,Seated Resistance band - cable rows,1.00
vid_band_triceps_pushdown,Band Triceps Pushdown,resistance_bands,triceps,subset,Band Triceps Pushdown Single Arm,1.00
fedb_barbell_shoulder_press,Barbell Shoulder Press,shoulder_press_machine,shoulders|chest|triceps,subset,Barbell Incline Shoulders Press (inside squat cage),1.00
vid_barbell_shrug,Barbell Shrug,barbell,traps|forearms,subset,Barbell Back Wide Shrug,1.00
barbell_squat,Barbell Squat,squat_rack,quads|calves|glutes|hamstrings|lower_back,subset,Barbell  squat back POV,1.00
bench_dips,Bench Dips,,triceps|chest|shoulders,subset,Bench dip (knees bent),1.00
fedb_bottoms_up,Bottoms Up,,core,subset,Bottoms-up half rep,1.00
box_squat,Box Squat,squat_rack,quads|adductors|calves|glutes|hamstrings|lower_back,subset,Barbell box squat,1.00
vid_stretching_bridge_pose_setu_bandhasana,Bridge Pose,,glutes|lower_back|hamstrings,subset,Bridge pose setu bandhasana,1.00
cable_chest_press,Cable Chest Press,cable_machine,chest|shoulders|triceps,subset,Chest press high to low cable Resistance band,1.00
cable_crossover,Cable Crossover,cable_machine,chest|shoulders,subset,Biceps curl cable wide grip crossover machine,1.00
cable_crunch,Cable Crunch,cable_machine,core,subset,Cable Standing Crunch,1.00
cable_deadlifts,Cable Deadlifts,cable_machine,quads|forearms|glutes|hamstrings|lower_back,subset,Cable Single Leg Deadlift,1.00
vid_cable_front_raise,Cable Front Raise,cable_machine,shoulders,subset,Cable front raises straight bar,1.00
vid_cable_one_arm_lateral_raise,Cable One-Arm Lateral Raise,cable_machine,shoulders,subset,Cable bent over one arm lateral raise,1.00
fedb_cable_shoulder_press,Cable Shoulder Press,shoulder_press_machine,shoulders|triceps,subset,Lateral raise to shoulder press Resistance band cable,1.00
vid_cable_triceps_pushdown,Cable Triceps Pushdown,cable_machine,triceps,subset,Cable reverse grip triceps pushdown (EZ bar),1.00
fedb_calf_press,Calf Press,calf_raise_machine,calves,subset,Calf raise leg press machine,1.00
calf_press_on_the_leg_press_machine,Calf Press On The Leg Press Machine,leg_press,calves,subset,Calf raise leg press machine,1.00
fedb_calf_raise_on_a_dumbbell,Calf Raise On A Dumbbell,calf_raise_machine,calves,subset,Dumbbell Seated Calf Raise,1.00
fedb_calf_raises_-_with_bands,Calf Raises - With Bands,resistance_bands,calves,subset,Band Two Legs Calf Raise - (Band under both legs) VERSION 2,1.00
vid_chin_ups_narrow_parallel_grip,Chin-Up - Narrow Parallel Grip,pullup_bar,back|lats|biceps,subset,Chin ups (narrow parallel grip),1.00
vid_close_grip_chin_up,Close-Grip Chin-Up,pullup_bar,back|lats|biceps,subset,Assisted chin up reverse close grip,1.00
fedb_close-grip_dumbbell_press,Close-Grip Dumbbell Press,dumbbell,triceps|chest|shoulders,subset,Dumbbell close grip shoulder press sit up,1.00
fedb_close-grip_ez_bar_curl,Close-Grip EZ Bar Curl,ez_curl_bar,biceps|forearms,subset,Ez bar biceps curl close grip,1.00
close_grip_front_lat_pulldown,Close-Grip Front Lat Pulldown,lat_pulldown,lats|biceps|back|shoulders,subset,Cable close grip front lat pulldown,1.00
vid_crunch_on_bench,Crunch on a Bench,adjustable_bench,core,subset,Decline bench oblique crunches,1.00
fedb_decline_dumbbell_triceps_extension,Decline Dumbbell Triceps Extension,dumbbell,triceps,subset,Dumbbell Decline triceps pull-over extension,1.00
fedb_decline_smith_press,Decline Smith Press,smith_machine,chest|shoulders|triceps,subset,Smith machine press decline,1.00
fedb_dip_machine,Dip Machine,tricep_extension_machine,triceps|chest|shoulders,subset,Chest dip machine,1.00
