id,title,sheet_claim,equipment_seen,confidence,matches_sheet_claim,registry_machine,status,note
ea_both_arms_behind_on_wall_biceps_stretch,Both Arms Behind on Wall Biceps Stretch,,wall,1.0,,none,unresolved,
ea_bottoms_up_half_rep,Bottoms-up Half Rep,,none,1.0,,none,confirmed_no_equipment,
ea_bouncing_circle_draw,Bouncing Circle Draw,,none,1.0,,none,confirmed_no_equipment,
ea_bouncing_inner_thigh_tap,Bouncing Inner Thigh Tap,,none,1.0,,none,confirmed_no_equipment,
ea_bow_pose,Bow Pose,,none,1.0,,none,confirmed_no_equipment,
ea_box_jump,Box Jump,,plyo box,1.0,,Plyo box,resolved,
ea_box_jump_squats,Box Jump Squats,,plyo box,1.0,,Plyo box,resolved,
ea_box_sled_push,Box Sled Push,,"sled, plyo box",0.9,,Plyo box,resolved,
ea_boxing_jab,Boxing Jab,,none,1.0,,none,confirmed_no_equipment,
ea_boxing_left_hook,Boxing Left Hook,,none,1.0,,none,confirmed_no_equipment,
ea_boxing_left_uppercut,Boxing Left Uppercut,,none,1.0,,none,confirmed_no_equipment,
ea_boxing_right_cross,Boxing Right Cross,,none,1.0,,none,confirmed_no_equipment,
ea_boxing_right_hook,Boxing Right Hook,,none,1.0,,none,confirmed_no_equipment,
ea_boxing_right_uppercut,Boxing Right Uppercut,,none,1.0,,none,confirmed_no_equipment,
ea_brazilian_crunches,Brazilian Crunches,,none,1.0,,none,confirmed_no_equipment,
ea_bridge_hip_abduction,Bridge Hip Abduction,,none,1.0,,none,confirmed_no_equipment,
ea_bridge_mountain_climber_cross_body,Bridge - Mountain Climber (cross Body),,none,1.0,,none,confirmed_no_equipment,
ea_bridge_pose_setu_bandhasana,Bridge Pose Setu Bandhasana,,none,1.0,,none,confirmed_no_equipment,
ea_bridge_with_alternating_leg_raise,Bridge with Alternating Leg Raise,,none,1.0,,none,confirmed_no_equipment,
ea_briskly_walking,Briskly Walking,,none,1.0,,none,confirmed_no_equipment,
ea_briskly_walking_360_degrees,Briskly Walking (360 Degrees),,none,1.0,,none,confirmed_no_equipment,
ea_bulgarian_split_squat,Bulgarian Split Squat,,weight bench,1.0,,Weight bench,resolved,
ea_bulgarian_split_squat_bodyweight_left,Bulgarian Split Squat Bodyweight Left,,plyo box,1.0,,Plyo box,resolved,
ea_bulgarian_split_squat_bodyweight_right,Bulgarian Split Squat Bodyweight Right,,plyo box,1.0,,Plyo box,resolved,
ea_bulgarian_split_squat_cable_resistance_band,Bulgarian Split Squat Cable Resistance Band,Resistance Band,"Resistance band, weight bench",1.0,True,Resistance bands,resolved,
ea_bulgarian_split_squat_left_bodyweight_side_view,Bulgarian Split Squat Left Bodyweight Side View,,Plyo box,1.0,,Plyo box,resolved,
ea_bulgarian_split_squat_right_bodyweight_side_view,Bulgarian Split Squat Right Bodyweight Side View,,plyo box,1.0,,Plyo box,resolved,
ea_bulgarian_split_squat_stretch,Bulgarian Split Squat Stretch,,wall,1.0,,none,unresolved,
ea_burpee,Burpee,,none,1.0,,none,confirmed_no_equipment,
ea_burpee_squat,Burpee Squat,,none,1.0,,none,confirmed_no_equipment,
ea_butt_kick_with_row,Butt Kick with Row,,none,1.0,,none,confirmed_no_equipment,
ea_butt_kicks,Butt Kicks,,none,1.0,,none,confirmed_no_equipment,
ea_butt_kicks_slow,Butt Kicks Slow,,none,1.0,,none,confirmed_no_equipment,
ea_butterfly_yoga_flaps,Butterfly Yoga Flaps,,none,1.0,,none,confirmed_no_equipment,
ea_butterfly_yoga_pose,Butterfly Yoga Pose,,none,1.0,,none,confirmed_no_equipment,
ea_cable_30_degree_shrug,Cable 30 Degree Shrug,,cable machine,1.0,,Cable machine,resolved,
ea_cable_alternate_triceps_extension,Cable Alternate Triceps Extension,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_assisted_inverse_leg_curl,Cable Assisted Inverse Leg Curl,,Cable machine with a bench and knee pads,1.0,,Cable machine,resolved,
ea_cable_bar_lateral_pulldown,Cable Bar Lateral Pulldown,Lat Pull Down Machine (Cable),Lat pulldown machine,1.0,True,Lat pulldown,resolved,
ea_cable_bench_fly_press,Cable Bench Fly Press,Dual Cable Pulley Machine,"Dual cable pulley machine, flat weight bench",1.0,True,Cable machine,resolved,
ea_cable_bent_over_one_arm_lateral_raise,Cable Bent Over One Arm Lateral Raise,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_bent_over_reverse_grip_row,Cable Bent Over Reverse Grip Row,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_bent_over_row,Cable Bent Over Row,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_biceps_curl_ez_bar,Cable Biceps Curl (ez-bar),Cable Pulley Machine,"Cable Pulley Machine, EZ-bar attachment",1.0,True,Cable machine,resolved,
ea_cable_calve_raise,Cable Calve Raise,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_close_grip_curl,Cable Close Grip Curl,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_close_grip_front_lat_pulldown,Cable Close Grip Front Lat Pulldown,Cable Pulley Machine,Cable Pulley Machine with Lat Pulldown Bar and Bench,1.0,True,Lat pulldown,resolved,
ea_cable_core_palloff_press,Cable Core Palloff Press,,cable machine,1.0,,Cable machine,resolved,
ea_cable_cross_pushdown,Cable Cross Pushdown,,cable machine,1.0,,Cable machine,resolved,
ea_cable_face_pull_with_rope,Cable Face Pull with Rope,,cable machine with rope attachment,1.0,,Cable machine,resolved,
ea_cable_front_raises_straight_bar,Cable Front Raises Straight Bar,,"cable machine, straight bar attachment",1.0,,Cable machine,resolved,
ea_cable_goblet_squat,Cable Goblet Squat,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_hamstring_curl,Cable Hamstring Curl,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_individual_glute_kickbacks,Cable Individual Glute Kickbacks,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_lat_prayer,Cable Lat Prayer,,cable machine,1.0,,Cable machine,resolved,
ea_cable_lateral_raises,Cable Lateral Raises,,cable machine,1.0,,Cable machine,resolved,
ea_cable_leaning_lateral_raise,Cable Leaning Lateral Raise,,cable machine,1.0,,Cable machine,resolved,
ea_cable_low_fly,Cable Low Fly,Dual Cable Pulley Machine,Dual Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_low_seated_row,Cable Low Seated Row,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_lying_extension_pullover_with_cables_attachment,Cable Lying Extension Pullover (with Cables Attachment),Cable Pulley Machine,"Cable machine, weight bench",1.0,True,Cable machine,resolved,
ea_cable_lying_fly,Cable Lying Fly,Dual Cable Pulley Machine,Dual cable pulley machine and flat weight bench,1.0,True,Cable machine,resolved,
ea_cable_lying_triceps_extension,Cable Lying Triceps Extension,Cable Pulley Machine,"Cable pulley machine, weight bench, straight bar attachment",1.0,True,Cable machine,resolved,
ea_cable_lying_triceps_extension_low,Cable Lying Triceps Extension (LOW),Cable Pulley Machine,"Cable pulley machine, weight bench, straight bar attachment",1.0,True,Cable machine,resolved,
ea_cable_machine_low_to_high,Cable Machine Low to High,,cable machine,1.0,,Cable machine,resolved,
ea_cable_middle_fly,Cable Middle Fly,Dual Cable Pulley Machine,Dual Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_narrow_chair_stand_up,Cable Narrow Chair Stand-up,,cable machine,1.0,,Cable machine,resolved,
ea_cable_neutral_grip_kickback,Cable Neutral Grip Kickback,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_one_arm_bent_over_row,Cable One Arm Bent Over Row,,cable machine,1.0,,Cable machine,resolved,
ea_cable_one_arm_chest_fly_bent,Cable One Arm Chest Fly Bent,,cable machine,1.0,,Cable machine,resolved,
ea_cable_one_arm_curl,Cable One Arm Curl,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_one_arm_front_raise,Cable One Arm Front Raise,,cable machine,1.0,,Cable machine,resolved,
ea_cable_one_arm_inner_biceps_curl,Cable One Arm Inner Biceps Curl,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_one_arm_lat_pulldown,Cable One Arm Lat Pulldown,Cable Pulley Machine,"Cable pulley machine, weight bench",1.0,True,Lat pulldown,resolved,
ea_cable_overhead_curl,Cable Overhead Curl,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_overhead_extension_rope,Cable Overhead Extension Rope,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_palm_rotational_row,Cable Palm Rotational Row,,cable machine,1.0,,Cable machine,resolved,
ea_cable_preacher_curl,Cable Preacher Curl,"Cable Pulley Machine, Rope Attachment","Cable machine, preacher curl bench, EZ bar attachment",1.0,False,Cable machine,resolved,promoted on manual review: 
ea_cable_pull_in_kneeling,Cable Pull in Kneeling,,cable machine,1.0,,Cable machine,resolved,
ea_cable_pull_through,Cable Pull Through,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_pulldown,Cable Pulldown,Lat Pull Down Machine (Cable),Lat pulldown machine,1.0,True,Lat pulldown,resolved,
ea_cable_pulldown_pro_lat_bar,Cable Pulldown (pro Lat Bar),Lat Pull Down Machine (Cable),Lat pulldown machine,1.0,True,Lat pulldown,resolved,
ea_cable_pushdown,Cable Pushdown,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_pushdown_straight_arm,Cable Pushdown (straight Arm),Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_rear_delt_fly,Cable Rear Delt Fly,,cable machine,1.0,,Cable machine,resolved,
ea_cable_rear_drive,Cable Rear Drive,,cable machine,1.0,,Cable machine,resolved,
ea_cable_rear_drive_bent_arm,Cable Rear Drive Bent Arm,,cable machine,1.0,,Cable machine,resolved,
ea_cable_rear_pulldown,Cable Rear Pulldown,Lat Pull Down Machine (Cable),Lat pulldown machine,1.0,True,Lat pulldown,resolved,
ea_cable_reverse_curl,Cable Reverse Curl,Cable Pulley Machine,Cable pulley machine with straight bar attachment,1.0,True,Cable machine,resolved,
ea_cable_reverse_fly_on_crossover,Cable Reverse Fly on Crossover,,cable machine,1.0,,Cable machine,resolved,
ea_cable_reverse_grip_pushdown,Cable Reverse Grip Pushdown,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_reverse_grip_straight_back_seated_high_row,Cable Reverse Grip Straight Back Seated High Row,Lat Pull Down Machine (Cable),Lat pulldown machine,1.0,True,Lat pulldown,resolved,
ea_cable_reverse_grip_triceps_push_down_straight_bar_on_crossover,Cable Reverse Grip Triceps Push Down Straight Bar on Crossover,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_reverse_grip_triceps_pushdown_back_side_pov,Cable Reverse Grip Triceps Pushdown Back Side Pov,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_reverse_grip_triceps_pushdown_ez_bar,Cable Reverse Grip Triceps Pushdown (ez-bar),Cable Pulley Machine,"Cable Pulley Machine, EZ-bar attachment",1.0,True,Cable machine,resolved,
ea_cable_seated_on_floor_row,Cable Seated on Floor Row,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_seated_one_arm_alternate_row,Cable Seated One Arm Alternate Row,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_seated_rear_lateral_raise,Cable Seated Rear Lateral Raise,,"cable machine, weight bench",1.0,,Cable machine,resolved,
ea_cable_seated_row,Cable Seated Row,Lat Pull Down Machine (Cable),Cable machine with bench,1.0,True,Cable machine,resolved,
ea_cable_seated_supine_grip_row,Cable Seated Supine Grip Row,Lat Pull Down Machine (Cable),Cable machine with seat and footrest,1.0,True,Cable machine,resolved,
ea_cable_silverback_shrug,Cable Silverback Shrug,,cable machine,1.0,,Cable machine,resolved,
ea_cable_single_arm_reverse_fly,Cable Single Arm Reverse Fly,,cable machine,1.0,,Cable machine,resolved,
ea_cable_single_leg_deadlift,Cable Single Leg Deadlift,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_split_squat,Cable Split Squat,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_standing_crunch,Cable Standing Crunch,,cable machine,1.0,,Cable machine,resolved,
ea_cable_standing_leg_extension,Cable Standing Leg Extension,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_standing_up_straight_crossovers,Cable Standing Up Straight Crossovers,Dual Cable Pulley Machine,Dual Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_straight_arm_pulldown,Cable Straight Arm Pulldown,Lat Pull Down Machine (Cable),Cable machine with straight bar attachment,1.0,True,Cable machine,resolved,
ea_cable_triceps_overhead_extension_ez_bar,Cable Triceps Overhead Extension (ez Bar),Cable Pulley Machine,"Cable Pulley Machine, EZ Bar attachment",1.0,True,Cable machine,resolved,
ea_cable_triceps_push_down_elbow_out_v_bar,Cable Triceps Push Down Elbow Out (v Bar),Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_triceps_push_down_ez_bar,Cable Triceps Push Down Ez Bar,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_triceps_push_down_ez_bar_close_grip,Cable Triceps Push Down Ez Bar Close Grip,Cable Pulley Machine,"Cable machine, EZ bar attachment",1.0,True,Cable machine,resolved,
ea_cable_triceps_push_down_ez_bar_wide_grip,Cable Triceps Push Down Ez Bar Wide Grip,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_triceps_push_down_straight_bar,Cable Triceps Push Down Straight Bar,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_triceps_push_down_v_bar,Cable Triceps Push Down V Bar,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_twin_handle_parallel_grip_lat_pulldown,Cable Twin Handle Parallel Grip Lat Pulldown,Cable Pulley Machine,"Cable pulley machine, weight bench",1.0,True,Cable machine,resolved,
ea_cable_twist,Cable Twist,,cable machine,1.0,,Cable machine,resolved,
ea_cable_twist_up_down,Cable Twist (up-down),,cable machine,1.0,,Cable machine,resolved,
ea_cable_twisting_biceps_curl,Cable Twisting Biceps Curl,,cable machine,1.0,,Cable machine,resolved,
ea_cable_twisting_overhead_press,Cable Twisting Overhead Press,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_twisting_pull,Cable Twisting Pull,Cable Pulley Machine,Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_underhand_pulldown_wide_grips,Cable Underhand Pulldown Wide Grips,Cable Pulley Machine,Cable Pulley Machine with Lat Pulldown Bar and Bench,1.0,True,Lat pulldown,resolved,
ea_cable_upper_chest_crossover,Cable Upper Chest Crossover,Dual Cable Pulley Machine,Dual Cable Pulley Machine,1.0,True,Cable machine,resolved,
ea_cable_upright_row_with_ez_bar,Cable Upright Row with EZ Bar,,"Cable machine, EZ bar attachment, weight stack",1.0,,Cable machine,resolved,
ea_cable_upright_row_with_straight_bar,Cable Upright Row with Straight Bar,,cable machine with straight bar attachment,1.0,,Cable machine,resolved,
ea_cable_wrist_curl,Cable Wrist Curl,Cable Pulley Machine,"Cable pulley machine, weight bench",1.0,True,Cable machine,resolved,
ea_cable_wrist_extension,Cable Wrist Extension,,cable machine,1.0,,Cable machine,resolved,
ea_cable_y_raise,Cable Y Raise,,cable machine,1.0,,Cable machine,resolved,
ea_calf_push_stretch_with_hands_against_wall_v_2,Calf Push Stretch with Hands Against Wall V.2,,wall,1.0,,none,unresolved,
ea_calf_raise_clap,Calf Raise Clap,,none,1.0,,none,confirmed_no_equipment,
ea_calf_raise_from_deficit_with_chair_supported,Calf Raise From Deficit with Chair Supported,,"chair, step platform",1.0,,none,unresolved,
ea_calf_raise_leg_press_machine,Calf Raise Leg Press Machine,,"Leg press machine, weight plates",1.0,,Leg press,resolved,
ea_calf_raise_on_hack_squat_machine,Calf Raise on Hack Squat Machine,,Hack squat machine,1.0,,Hack squat machine,resolved,
ea_calf_raise_with_wall_support,Calf Raise with Wall Support,,wall,1.0,,none,unresolved,
ea_calf_stretch_with_hands_against_wall,Calf Stretch with Hands Against Wall,Yoga Mat,Wall,1.0,False,none,DISAGREEMENT,
ea_calf_stretch_with_rope,Calf Stretch with Rope,Yoga Mat,resistance band,1.0,False,Resistance bands,resolved,"batch 2, promoted on manual review (poster frame hides the held implement; title + sheet agree): "
ea_calve_stretch_foot_on_wall,Calve Stretch Foot on Wall,,wall,1.0,,none,unresolved,
ea_calve_stretch_from_wall_to_floor,Calve Stretch From Wall to Floor,,wall,1.0,,none,unresolved,
ea_calves_stretch_on_stairs,Calves Stretch on Stairs,Yoga Mat,stairs,1.0,False,none,DISAGREEMENT,
ea_calves_stretch_on_step,Calves Stretch on Step,,"step, wall",1.0,,none,unresolved,
ea_captains_chair_leg_raise,Captains Chair Leg Raise,,Captain's chair,1.0,,Captain's chair,resolved,
ea_captains_chair_straight_leg_raise,Captains Chair Straight Leg Raise,,Captain's chair,1.0,,Captain's chair,resolved,
ea_cardio_lunge,Cardio Lunge,,none,1.0,,none,confirmed_no_equipment,
ea_cat_pose,Cat Pose,,none,1.0,,none,confirmed_no_equipment,
ea_cat_stretch,Cat Stretch,Yoga Mat,none,1.0,False,none,DISAGREEMENT,
ea_ceiling_look_stretch,Ceiling Look Stretch,Yoga Mat,none,1.0,False,none,DISAGREEMENT,
ea_celebratory_hip_thrust,Celebratory Hip Thrust,,none,1.0,,none,confirmed_no_equipment,
ea_chair_back_lunge_left_resistance_band,Chair Back Lunge Left Resistance Band,Resistance Band,"chair, resistance band",1.0,True,Resistance bands,resolved,
ea_chair_back_lunge_right_resistance_band,Chair Back Lunge Right Resistance Band,,"chair, resistance band, ankle strap",1.0,,Resistance bands,resolved,
ea_chair_bulgarian_split_squats_bodyweight_left,Chair Bulgarian Split Squats Bodyweight Left,,chair,1.0,,none,unresolved,
ea_chair_bulgarian_split_squats_bodyweight_right,Chair Bulgarian Split Squats Bodyweight Right,,chair,1.0,,none,unresolved,
ea_chair_elevated_single_leg_glute_bridge,Chair Elevated Single Leg Glute Bridge,chair,chair,1.0,True,none,unresolved,
ea_chair_feet_elevated_glute_bridge,Chair Feet Elevated Glute Bridge,chair,chair,1.0,True,none,unresolved,
ea_chair_frog_feet_elevated_glute_bridge_bodyweight,Chair Frog Feet Elevated Glute Bridge Bodyweight,chair,chair,1.0,True,none,unresolved,
ea_chair_pose,Chair Pose,,none,1.0,,none,confirmed_no_equipment,
ea_chair_triceps_dips,Chair Triceps Dips,Chair,Chair,1.0,True,none,unresolved,
ea_chest_bench_press_correct_stance,Chest Bench Press Correct Stance,,"Barbell, Weight plates, Weight bench",1.0,,Weight bench,resolved,
ea_chest_dip,Chest Dip,Chair,Power tower / Dip station,1.0,False,Dip station,resolved,promoted on manual review: 
ea_chest_dip_machine,Chest Dip Machine,Seated Dip Machine,Seated Dip Machine,1.0,True,Seated dip machine,resolved,"batch 3, registry expansion (52->67): "
ea_chest_dip_on_bench,Chest Dip on Bench,,bench,1.0,,Bench (flat / adjustable),resolved,
ea_chest_dip_on_dip_station,Chest Dip (on Dip Station),Dip stand,Dip station,1.0,True,Dip station,resolved,
ea_chest_dip_weighted,Chest Dip Weighted,Dip Pull Up Station,Dip station and dumbbell,1.0,True,Dip station,resolved,
ea_chest_dip_weighted_slow,Chest Dip Weighted Slow,Dip Pull Up Station,"Dip Pull Up Station, Weight Plate",1.0,True,Dip station,resolved,
ea_chest_dip_with_pause_bodyweight,Chest Dip with Pause Bodyweight,Dip Pull Up Station,Dip Pull Up Station,1.0,True,Dip station,resolved,
ea_chest_fly_low_to_high_resistance_band,Chest Fly Low to High Resistance Band,Resistance Band,Resistance bands,1.0,True,Resistance bands,resolved,
ea_chest_fly_side_step,Chest Fly Side Step,,none,1.0,,none,confirmed_no_equipment,
ea_chest_lift_with_rotation,Chest Lift with Rotation,,none,1.0,,none,confirmed_no_equipment,
ea_chest_out_hands_behind_hold,Chest Out Hands Behind (hold),,none,1.0,,none,confirmed_no_equipment,
ea_chest_press_front_resistance_band,Chest Press Front Resistance Band,Resistance Band,Resistance Band,1.0,True,Resistance bands,resolved,
ea_chest_press_high_to_low_cable_resistance_band,Chest Press High to Low Cable Resistance Band,Resistance Band,Cable machine,1.0,False,Cable machine,resolved,promoted on manual review: 
ea_chest_press_low_to_high_resistance_band,Chest Press Low to High Resistance Band,Resistance Band,Resistance bands,1.0,True,Resistance bands,resolved,
ea_chest_press_machine,Chest Press Machine,,Chest press machine,1.0,,Chest press machine,resolved,
ea_chest_pull_back,Chest Pull Back,,none,1.0,,none,confirmed_no_equipment,
ea_chest_raise_and_rotate,Chest Raise and Rotate,,none,1.0,,none,confirmed_no_equipment,
ea_chest_stretch_with_exercise_ball,Chest Stretch with Exercise Ball,Exercise Ball,Exercise Ball,1.0,True,Stability ball,resolved,
ea_chest_tap_push_up,Chest Tap Push Up,,none,1.0,,none,confirmed_no_equipment,
ea_child_pose_arms_extended_left_right,Child Pose Arms Extended Left Right,,none,1.0,,none,confirmed_no_equipment,
ea_child_pose_arms_on_side,Child Pose Arms on Side,,none,1.0,,none,confirmed_no_equipment,
ea_child_pose_elbows_on_block,Child Pose Elbows on Block,,yoga blocks,1.0,,Yoga blocks,resolved,"batch 3, registry expansion (52->67): "
ea_child_pose_lower_back_stretch,Child Pose Lower Back Stretch,,none,1.0,,none,confirmed_no_equipment,
ea_child_pose_up,Child Pose Up,,none,1.0,,none,confirmed_no_equipment,
ea_chin_up,Chin Up,Pull Up Bar,Pull up bar,1.0,True,Pull-up bar,resolved,
ea_chin_up_isometric_and_negative,Chin-up (isometric and Negative),Pull Up Bar,Pull-up bar,1.0,True,Pull-up bar,resolved,
ea_chin_up_reverse_close_grip,Chin Up Reverse Close Grip,Pull Up Bar,Pull-up bar,1.0,True,Pull-up bar,resolved,
ea_chin_up_reverse_normal_grip,Chin Up Reverse Normal Grip,Pull Up Bar,Pull up bar,1.0,True,Pull-up bar,resolved,
ea_chin_up_reverse_wide_grip,Chin Up Reverse Wide Grip,Pull Up Bar,Pull Up Bar,1.0,True,Pull-up bar,resolved,
ea_chin_ups_narrow_parallel_grip,Chin Ups (narrow Parallel Grip),Pull Up Bar,Pull-up bar with parallel grip handles,1.0,True,Pull-up bar,resolved,
ea_circle_elbow_arm,Circle Elbow Arm,,none,1.0,,none,confirmed_no_equipment,
ea_circles_knee_stretch,Circles Knee Stretch,Yoga Mat,none,1.0,False,none,DISAGREEMENT,
ea_clamshell,Clamshell,,none,1.0,,none,confirmed_no_equipment,
ea_clap_curtsy_squat,Clap Curtsy Squat,,none,1.0,,none,confirmed_no_equipment,
ea_clap_jack,Clap Jack,,none,1.0,,none,confirmed_no_equipment,
ea_clap_push_ups,Clap Push Ups,,none,1.0,,none,confirmed_no_equipment,
ea_climber_a_padded_stool_supported,Climber a Padded Stool Supported,,padded stool,0.9,,none,unresolved,
ea_clock_push_ups,Clock Push Ups,,none,1.0,,none,confirmed_no_equipment,
ea_close_grip_barbell_bench_press,Close Grip Barbell Bench Press,Barbell,"Barbell, Weight bench",1.0,True,Weight bench,resolved,
ea_close_grip_push_up,Close Grip Push Up,,none,1.0,,none,confirmed_no_equipment,
ea_cluster,Cluster,Barbell,barbell,1.0,True,Barbell,resolved,
ea_cobra_full_push_up,Cobra Full Push Up,,none,1.0,,none,confirmed_no_equipment,
ea_cobra_push_up,Cobra Push Up,,none,1.0,,none,confirmed_no_equipment,
ea_cobra_side_ab_stretch,Cobra Side Ab Stretch,Yoga Mat,none,1.0,False,none,DISAGREEMENT,
ea_cobra_stretch,Cobra Stretch,,none,1.0,,none,confirmed_no_equipment,
ea_cobra_yoga_pose_hold,Cobra Yoga Pose Hold,,none,1.0,,none,confirmed_no_equipment,
ea_cocoons,Cocoons,,none,1.0,,none,confirmed_no_equipment,
ea_commando_pull_up,Commando Pull-up,Pull Up Bar,Squat rack with pull-up bar,1.0,True,Squat rack,resolved,
ea_concentration_curls_dumbbell,Concentration Curls Dumbbell,Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_control_balance,Control Balance,,none,1.0,,none,confirmed_no_equipment,
ea_copenhagen_plank,Copenhagen Plank,,Weight bench,1.0,,Weight bench,resolved,
ea_corner_touch,Corner Touch,,none,1.0,,none,confirmed_no_equipment,
ea_corner_wall_chest_stretch,Corner Wall Chest Stretch,,wall,1.0,,none,unresolved,
ea_cossack_squat,Cossack Squat,,none,1.0,,none,confirmed_no_equipment,
ea_counterbalanced_skater_squat,Counterbalanced Skater Squat,,none,1.0,,none,confirmed_no_equipment,
ea_crab_pose,Crab Pose,,none,1.0,,none,confirmed_no_equipment,
ea_crab_twist_toe_touch,Crab Twist Toe Touch,,none,1.0,,none,confirmed_no_equipment,
ea_crawl_with_sled_drag,Crawl with Sled Drag,,"Sled, harness, weight plates",1.0,,Weight plates,resolved,
ea_crescent_moon_pose,Crescent Moon Pose,,none,1.0,,none,confirmed_no_equipment,
ea_crescent_moon_pose_quad_stretch,Crescent Moon Pose Quad Stretch,,none,1.0,,none,confirmed_no_equipment,
ea_crescent_moon_pose_quad_stretch_with_block,Crescent Moon Pose Quad Stretch with Block,,Yoga block,1.0,,Yoga blocks,resolved,"batch 3, registry expansion (52->67): "
ea_criss_cross_arms_lift,Criss Cross Arms Lift,,none,1.0,,none,confirmed_no_equipment,
ea_criss_cross_bow_tie_pose,Criss Cross Bow Tie Pose,,none,1.0,,none,confirmed_no_equipment,
ea_criss_cross_elbow_to_knee,Criss Cross Elbow to Knee,,none,1.0,,none,confirmed_no_equipment,
ea_criss_cross_jack,Criss Cross Jack,,none,1.0,,none,confirmed_no_equipment,
ea_criss_cross_jump,Criss Cross Jump,,none,1.0,,none,confirmed_no_equipment,
ea_criss_cross_leg_raises,Criss Cross Leg Raises,,none,1.0,,none,confirmed_no_equipment,
ea_cross_body_elbow_pull_shoulder_stretch,Cross Body Elbow Pull Shoulder Stretch,,none,1.0,,none,confirmed_no_equipment,
ea_cross_body_shoulder_stretch,Cross Body Shoulder Stretch,,none,1.0,,none,confirmed_no_equipment,
ea_cross_over_shoulder_stretch,Cross Over Shoulder Stretch,Yoga Mat,none,1.0,False,none,DISAGREEMENT,
ea_crossed_arms_front_leg_kick,Crossed Arms Front Leg Kick,,none,1.0,,none,confirmed_no_equipment,
ea_crossover_kneeling_hip_flexor_stretch,Crossover Kneeling Hip Flexor Stretch,Yoga Mat,none,1.0,False,none,DISAGREEMENT,
ea_crouching_heel_back_calf_stretch,Crouching Heel Back Calf Stretch,Yoga Mat,none,1.0,False,none,DISAGREEMENT,
ea_crow_pose,Crow Pose,,none,1.0,,none,confirmed_no_equipment,
ea_crunch_arms_straight,Crunch (arms Straight),,none,1.0,,none,confirmed_no_equipment,
ea_crunch_floor,Crunch Floor,,none,1.0,,none,confirmed_no_equipment,
ea_crunch_frog_on_floor,Crunch Frog on Floor,,none,1.0,,none,confirmed_no_equipment,
ea_crunch_hands_overhead,Crunch (hands Overhead),,none,1.0,,none,confirmed_no_equipment,
