id,title,poseTargetId,reason
ea_dumbbell_straight_arm_crunch,Dumbbell Straight Arm Crunch,situp,title match
ea_dumbbell_straight_arm_twisting_sit_up,Dumbbell Straight Arm Twisting Sit-up,situp,title match
ea_dumbbell_straight_leg_deadlift,Dumbbell Straight Leg Deadlift,hinge,title match
ea_dumbbell_suitcase_crunch,Dumbbell Suitcase Crunch,situp,title match
ea_dumbbell_sumo_squat_off_benches,Dumbbell Sumo Squat Off Benches,squat,title match
ea_dumbbell_swing,Dumbbell Swing,hinge,title match
ea_dumbbell_v_up,Dumbbell V-up,situp,title match
ea_dumbbell_waiter_biceps_curl,Dumbbell Waiter Biceps Curl,curl,title match
ea_dumbbell_zottman_curl,Dumbbell Zottman Curl,curl,title match
ea_dumbbell_zottman_preacher_curl,Dumbbell Zottman Preacher Curl,curl,title match
ea_dumbbells_plank_to_alternating_row,Dumbbells Plank to Alternating Row,pushup,title match
ea_dynamic_leg_swing,Dynamic Leg Swing,hinge,title match
ea_elbow_push_plank_up,Elbow Push Plank Up,pushup,title match
ea_elbow_up_and_down_dynamic_plank,Elbow-up and Down Dynamic Plank,pushup,title match
ea_elevated_push_up,Elevated Push Up,pushup,title match
ea_elevated_standing_calf_raise,Elevated Standing Calf Raise,calf_raise,title match
ea_exercise_ball_sit_ups,Exercise Ball Sit Ups,situp,title match
ea_explosive_push_ups,Explosive Push Ups,pushup,title match
ea_ez_bar_biceps_curl_close_grip,Ez Bar Biceps Curl Close Grip,curl,title match
ea_ez_bar_biceps_curl_normal_grip,Ez Bar Biceps Curl Normal Grip,curl,title match
ea_ez_bar_biceps_curl_wide_grip,Ez Bar Biceps Curl Wide Grip,curl,title match
ea_ez_barbell_close_grip_curl,EZ Barbell Close Grip Curl,curl,title match
ea_ez_barbell_curl,EZ Barbell Curl,curl,title match
ea_full_planche_push_up,Full Planche Push Up,pushup,title match
ea_glute_bridge_bodyweight,Glute Bridge Bodyweight,hinge,title match
ea_glute_bridge_with_abduction_bodyweight,Glute Bridge with Abduction Bodyweight,hinge,title match
ea_good_morning_resistance_band,Good Morning Resistance Band,hinge,title match
ea_good_mornings,Good Mornings,hinge,title match
ea_good_mornings_barbell,Good Mornings Barbell,hinge,title match
ea_good_mornings_dumbbells,Good Mornings Dumbbells,hinge,title match
ea_good_mornings_kettlebell,Good Mornings Kettlebell,hinge,title match
ea_hammer_curl_resistance_band_simultaneous,Hammer Curl Resistance Band Simultaneous,curl,title match
ea_hanging_oblique_crunches,Hanging Oblique Crunches,situp,title match
ea_high_plank,High Plank,pushup,title match
ea_high_resistance_band_kneeling_crunch,High Resistance Band Kneeling Crunch,situp,title match
ea_hollow_hold,Hollow Hold,situp,title match
ea_incline_dumbbell_curl,Incline Dumbbell Curl,curl,title match
ea_incline_push_ups_on_chair,Incline Push Ups on Chair,pushup,title match
ea_incline_push_up_on_box,Incline Push-up (on Box),pushup,title match
ea_jumping_lunge,Jumping Lunge,lunge,title match
ea_kettlebell_bulgarian_split_squat_right,Kettlebell Bulgarian Split Squat Right,lunge,title match
ea_kettlebell_bulgarian_split_squat_right_side_view,Kettlebell Bulgarian Split Squat Right Side View,lunge,title match
ea_kettlebell_calf_raise,Kettlebell Calf Raise,calf_raise,title match
ea_kettlebell_concentration_curl,Kettlebell Concentration Curl,curl,title match
ea_kettlebell_curl,Kettlebell Curl,curl,title match
ea_kettlebell_glute_bridge,Kettlebell Glute Bridge,hinge,title match
ea_kettlebell_goblet_curl,Kettlebell Goblet Curl,curl,title match
ea_kettlebell_half_kneeling_shoulder_press,Kettlebell Half Kneeling Shoulder Press,overhead_press,title match
ea_kettlebell_hip_thrusts,Kettlebell Hip Thrusts,hinge,title match
ea_kettlebell_kneeling_one_arm_shoulder_press,Kettlebell Kneeling One Arm Shoulder Press,overhead_press,title match
ea_kettlebell_lateral_lunge,Kettlebell Lateral Lunge,lunge,title match
ea_kettlebell_preacher_curl,Kettlebell Preacher Curl,curl,title match
ea_kettlebell_reverse_lunge,Kettlebell Reverse Lunge,lunge,title match
ea_kettlebell_single_arm_curl,Kettlebell Single Arm Curl,curl,title match
ea_kettlebell_single_leg_calf_raise,Kettlebell Single Leg Calf Raise,calf_raise,title match
ea_kettlebell_single_leg_deadlift,Kettlebell Single Leg Deadlift,hinge,title match
ea_kettlebell_single_leg_glute_bridge,Kettlebell Single Leg Glute Bridge,hinge,title match
ea_kettlebell_single_leg_glute_bridge_pullover,Kettlebell Single Leg Glute Bridge Pullover,hinge,title match
ea_kettlebell_single_leg_hip_thrust,Kettlebell Single Leg Hip Thrust,hinge,title match
ea_kettlebell_single_leg_romanian_deadlifts,Kettlebell Single Leg Romanian Deadlifts,hinge,title match
ea_kettlebell_situp_press,Kettlebell Situp Press,situp,title match
ea_kettlebell_split_squat,Kettlebell Split Squat,lunge,title match
ea_kettlebell_staggered_deadlift,Kettlebell Staggered Deadlift,hinge,title match
ea_kettlebell_standing_bottoms_up_one_arm_shoulder_press,Kettlebell Standing Bottoms-up One Arm Shoulder Press,overhead_press,title match
ea_kettlebell_step_up,Kettlebell Step-up,lunge,title match
ea_kettlebell_suitcase_squat,Kettlebell Suitcase Squat,squat,title match
ea_kettlebell_sumo_deadlift,Kettlebell Sumo Deadlift,hinge,title match
ea_kettlebell_sumo_deadlift_with_high_pull,Kettlebell Sumo Deadlift with High Pull,hinge,title match
ea_kettlebell_sumo_squat,Kettlebell Sumo Squat,squat,title match
ea_kettlebell_sumo_squat_version_2,Kettlebell Sumo Squat (version 2),squat,title match
ea_kettlebell_sumo_squat_off_stepbox,Kettlebell Sumo Squat Off Stepbox,squat,title match
ea_kettlebell_swing,Kettlebell Swing,hinge,title match
ea_kettlebell_swing_version_2,Kettlebell Swing (version 2),hinge,title match
ea_kettlebell_walkover_pushup,Kettlebell Walkover Pushup,pushup,title match
ea_kettlebell_wrist_curl,Kettlebell Wrist Curl,curl,title match
ea_kipping_handstand_push_up,Kipping Handstand Push-up,pushup,title match
ea_kneeling_push_up,Kneeling Push-up,pushup,title match
ea_landmine_alternating_lunge_and_twist,Landmine Alternating Lunge and Twist,lunge,title match
ea_landmine_alternating_lunge_to_chest_press,Landmine Alternating Lunge to Chest Press,lunge,title match
ea_landmine_bicep_curl,Landmine Bicep Curl,curl,title match
ea_landmine_calf_raise,Landmine Calf Raise,calf_raise,title match
ea_landmine_concentration_curl,Landmine Concentration Curl,curl,title match
ea_landmine_curtsy_lunge,Landmine Curtsy Lunge,lunge,title match
ea_landmine_goblet_curtsy_lunge,Landmine Goblet Curtsy Lunge,lunge,title match
ea_landmine_goblet_lateral_lunge,Landmine Goblet Lateral Lunge,lunge,title match
ea_landmine_half_kneeling_single_arm_overhead_press,Landmine Half Kneeling Single Arm Overhead Press,overhead_press,title match
ea_landmine_hollow_hold,Landmine Hollow Hold,situp,title match
ea_landmine_kneeling_alternating_overhead_press,Landmine Kneeling Alternating Overhead Press,overhead_press,title match
ea_landmine_kneeling_overhead_press,Landmine Kneeling Overhead Press,overhead_press,title match
ea_landmine_lateral_lunge,Landmine Lateral Lunge,lunge,title match
ea_landmine_overhead_press,Landmine Overhead Press,overhead_press,title match
ea_landmine_romanian_deadlift,Landmine Romanian Deadlift,hinge,title match
ea_landmine_single_arm_push_press,Landmine Single Arm Push Press,overhead_press,title match
ea_landmine_single_arm_staggered_overhead_press,Landmine Single Arm Staggered Overhead Press,overhead_press,title match
ea_long_arm_crunches,Long Arm Crunches,situp,title match
ea_long_lever_plank,Long Lever Plank,pushup,title match
ea_lunge_front_kick,Lunge Front Kick,lunge,title match
ea_lunge_pulses_bodyweight,Lunge Pulses Bodyweight,lunge,title match
ea_lunge_reverse_with_resistance_band,Lunge Reverse with Resistance Band,lunge,title match
ea_lunge_rotation_left_and_right_bodyweight,Lunge Rotation Left and Right Bodyweight,lunge,title match
ea_lunge_to_knee_drive_left_bodyweight,Lunge to Knee Drive Left Bodyweight,lunge,title match
ea_lunge_to_knee_drive_right_bodyweight,Lunge to Knee Drive Right Bodyweight,lunge,title match
ea_lunges_alternate_leg_with_pause_bodyweight,Lunges Alternate Leg with Pause Bodyweight,lunge,title match
ea_lunges_same_leg_side_view_bodyweight,Lunges Same Leg Side View Bodyweight,lunge,title match
ea_middle_crunches,Middle Crunches,situp,title match
ea_military_press_bodyweight,Military Press Bodyweight,overhead_press,title match
ea_modified_hindu_push_up,Modified Hindu Push Up,pushup,title match
ea_nordic_hamstring_curl_with_partner,Nordic Hamstring Curl with Partner,curl,title match
ea_normal_push_up,Normal Push-up,pushup,title match
ea_oblique_crunch,Oblique Crunch,situp,title match
ea_one_arm_push_up,One Arm Push Up,pushup,title match
ea_over_head_weight_sit_up,Over Head Weight Sit Up,situp,title match
ea_over_weight_ab_crunch,Over Weight Ab Crunch,situp,title match
ea_pike_push_up,Pike Push Up,pushup,title match
ea_plank_cross_knee_drive,Plank Cross Knee Drive,pushup,title match
ea_plank_individual_arm_reach,Plank Individual Arm Reach,pushup,title match
ea_plank_iytw,Plank IYTW,pushup,title match
ea_plank_jack,Plank Jack,pushup,title match
ea_plank_knee_tucks,Plank Knee Tucks,pushup,title match
ea_plank_on_elbows,Plank on Elbows,pushup,title match
ea_plank_pushup,Plank Pushup,pushup,title match
ea_plank_reach_through,Plank Reach Through,pushup,title match
ea_plank_reverse_fly_with_bottle,Plank Reverse Fly with Bottle,pushup,title match
ea_plank_shoulder_taps,Plank Shoulder Taps,pushup,title match
ea_plate_curtsy_lunge,Plate Curtsy Lunge,lunge,title match
ea_plate_deadlift,Plate Deadlift,hinge,title match
ea_plate_deficit_lunge,Plate Deficit Lunge,lunge,title match
ea_plate_deficit_pushup,Plate Deficit Pushup,pushup,title match
ea_plate_forward_lunge,Plate Forward Lunge,lunge,title match
ea_plate_glute_bridge_to_chest_press,Plate Glute Bridge to Chest Press,hinge,title match
ea_plate_glute_bridge_to_pullover,Plate Glute Bridge to Pullover,hinge,title match
ea_plate_good_morning,Plate Good Morning,hinge,title match
ea_plate_good_morning_anterior,Plate Good Morning Anterior,hinge,title match
ea_plate_hollow_hold,Plate Hollow Hold,situp,title match
ea_plate_lateral_lunge,Plate Lateral Lunge,lunge,title match
ea_plate_overhead_press_to_tricep_extension,Plate Overhead Press to Tricep Extension,overhead_press,title match
ea_plate_overhead_walking_lunge,Plate Overhead Walking Lunge,lunge,title match
ea_plate_pinch_grip_deadlift,Plate Pinch Grip Deadlift,hinge,title match
ea_plate_single_leg_deadlift,Plate Single Leg Deadlift,hinge,title match
ea_plate_single_leg_pinch_grip_deadlift,Plate Single Leg Pinch Grip Deadlift,hinge,title match
ea_plate_situp,Plate Situp,situp,title match
ea_plate_squat_hold_biceps_curl,Plate Squat Hold Biceps Curl,curl,title match
ea_plate_staggered_deadlift,Plate Staggered Deadlift,hinge,title match
ea_plate_staggered_pinch_grip_deadlift,Plate Staggered Pinch Grip Deadlift,hinge,title match
ea_plyo_side_lunge_stretch,Plyo Side Lunge Stretch,lunge,title match
ea_preacher_curl_dumbbells_simultaneous,Preacher Curl Dumbbells Simultaneous,curl,title match
ea_preacher_curl_ez_bar,Preacher Curl Ez Bar,curl,title match
ea_preacher_curl_ez_bar_close_grip,Preacher Curl Ez Bar Close Grip,curl,title match
ea_preacher_curl_ez_bar_wide_grip,Preacher Curl Ez Bar Wide Grip,curl,title match
ea_push_up_and_rotation,Push Up and Rotation,pushup,title match
ea_push_up_plus,Push Up Plus,pushup,title match
ea_push_ups_bodyweight,Push Ups Bodyweight,pushup,title match
ea_pushup_to_renegade_row,Pushup to Renegade Row,pushup,title match
ea_raised_leg_crunch,Raised Leg Crunch,situp,title match
ea_resistance_band_glute_bridge,Resistance Band Glute Bridge,hinge,title match
ea_resistance_band_glute_bridge_abduction,Resistance Band Glute Bridge Abduction,hinge,title match
ea_resistance_band_glute_bridge_version2,Resistance Band Glute Bridge_version2,hinge,title match
ea_resistance_band_hip_thrust_version_2,Resistance Band Hip Thrust (version 2),hinge,title match
ea_resistance_band_hip_thrusts_on_knees,Resistance Band Hip Thrusts on Knees,hinge,title match
ea_resistance_band_one_leg_glute_bridge,Resistance Band One Leg Glute Bridge,hinge,title match
ea_resistance_band_side_plank_glute_raise,Resistance Band Side Plank Glute Raise,pushup,title match
ea_resistance_band_squat,Resistance Band Squat,squat,title match
ea_resistance_band_squat_jump,Resistance Band Squat Jump,squat,title match
ea_reverse_crunch,Reverse Crunch,situp,title match
ea_reverse_crunch_with_kick_out,Reverse Crunch with Kick Out,situp,title match
ea_reverse_curl_barbell,Reverse Curl Barbell,curl,title match
ea_reverse_lunge_left_resistance_band,Reverse Lunge Left Resistance Band,lunge,title match
ea_reverse_plank,Reverse Plank,pushup,title match
ea_romanian_deadlift_barbell,Romanian Deadlift Barbell,hinge,title match
ea_runners_lunge,Runners Lunge,lunge,title match
ea_scapula_push_up,Scapula Push Up,pushup,title match
ea_side_lunges_bodyweight,Side Lunges Bodyweight,lunge,title match
ea_side_plank,Side Plank,pushup,title match
ea_side_plank_with_hip_lift,Side Plank with Hip Lift,pushup,title match
ea_side_to_side_push_up,Side to Side Push Up,pushup,title match
ea_single_kettlebell_deadlift,Single Kettlebell Deadlift,hinge,title match
ea_single_leg_romanian_deadlift_dumbbell,Single Leg Romanian Deadlift Dumbbell,hinge,title match
ea_situps,Situps,situp,title match
ea_spider_curl_barbell,Spider Curl Barbell,curl,title match
ea_spider_curl_dumbbells_simultaneous,Spider Curl Dumbbells Simultaneous,curl,title match
ea_spider_curl_ez_bar,Spider Curl Ez Bar,curl,title match
ea_spider_plank,Spider Plank,pushup,title match
ea_standing_calf_raise_resistance_band,Standing Calf Raise Resistance Band,calf_raise,title match
ea_standing_dumbbell_alternate_shoulder_press,Standing Dumbbell Alternate Shoulder Press,overhead_press,title match
ea_standing_oblique_crunch,Standing Oblique Crunch,situp,title match
ea_standing_shoulder_press_dumbbell,Standing Shoulder Press Dumbbell,overhead_press,title match
ea_star_crunches,Star Crunches,situp,title match
ea_step_up_on_chair_bodyweight,Step Up on Chair Bodyweight,lunge,title match
ea_sumo_squat_in_between_legs_resistance_band,Sumo Squat in Between Legs Resistance Band,squat,title match
ea_sumo_squat_over_shoulder_resistance_band,Sumo Squat Over Shoulder Resistance Band,squat,title match
ea_supine_push_up,Supine Push Up,pushup,title match
ea_trap_bar_deadlift,Trap Bar Deadlift,hinge,title match
ea_unilateral_front_plank,Unilateral Front Plank,pushup,title match
ea_unilateral_plank,Unilateral Plank,pushup,title match
ea_v_crunches,V Crunches,situp,title match
ea_v_up,V Up,situp,title match
ea_weighted_standing_shoulder_press_with_plate,Weighted Standing Shoulder Press with Plate,overhead_press,title match
ea_wide_push_ups_bodyweight,Wide Push Ups Bodyweight,pushup,title match
ea_wrist_curl_barbell,Wrist Curl Barbell,curl,title match
ea_wrist_curl_dumbbell,Wrist Curl Dumbbell,curl,title match
