exercise_id,title_en,title_ru,equipment_id,equipment_label,muscles_n,primary_muscles_n,difficulty,duration_min,has_purpose_en,has_purpose_ru,steps_n,contraindications_n,contraindications,video_men,video_girl,poster_men,poster_girl,pose_target_id,form_check_supported,is_stretch,vendor_group,quarantined,summary_eq_steps0_en,summary_eq_steps0_ru,summary_cluster_size,steps_cluster_size,data_quality_status
ea_band_seated_shoulder_press,Band Seated Shoulder Press,Жим плечами сидя с резиновой лентой,resistance_bands,Resistance Band,3,1,beginner,10,False,False,4,1,shoulder,,exercises/girl/Shoulders/Band Seated Shoulder Press.mp4,,assets/posters/girl/ea_band_seated_shoulder_press.jpg,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_band_side_bend,Band Side Bend,Наклоны в сторону с резиновой лентой,resistance_bands,Resistance Band,2,1,beginner,10,False,False,4,0,,,exercises/girl/Abdominals/Band side bend.mp4,,assets/posters/girl/ea_band_side_bend.jpg,,False,False,Abdominals,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_MALE_CLIP
ea_band_single_arm_overhead_press,Band Single Arm Overhead Press,Жим над головой одной рукой с резиновой лентой,resistance_bands,Resistance Band,4,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Band Single Arm Overhead Press.mp4,exercises/girl/Shoulders/Band Single Arm Overhead Press.mp4,assets/posters/men/ea_band_single_arm_overhead_press.jpg,assets/posters/girl/ea_band_single_arm_overhead_press.jpg,overhead_press,True,False,Shoulders,False,True,True,1,1,NO_PURPOSE
ea_band_single_arm_pec_fly,Band Single Arm Pec Fly,Разведение рук с резиновой лентой одной рукой,resistance_bands,Resistance Band,3,1,beginner,10,False,False,4,1,shoulder,exercises/men/Chest/Band Single Arm Pec Fly.mp4,exercises/girl/Chest/Band Single Arm Pec Fly.mp4,assets/posters/men/ea_band_single_arm_pec_fly.jpg,assets/posters/girl/ea_band_single_arm_pec_fly.jpg,,False,False,Chest,False,True,True,1,1,NO_PURPOSE
ea_band_single_leg_split_squat,Band Single Leg Split Squat,Сплит-присед на одной ноге с резиновой лентой,resistance_bands,Resistance Band,5,2,beginner,10,False,False,4,3,ankle|hip|knee,,exercises/girl/Legs/Band single leg split squat.mp4,,assets/posters/girl/ea_band_single_leg_split_squat.jpg,lunge,True,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_band_skullcrusher,Band Skullcrusher,Разгибание рук с резиновой лентой лежа (череподробилка),smith_machine,Resistance Band,1,0,beginner,10,True,True,5,0,,exercises/men/Triceps/Band Skullcrusher.mp4,,assets/posters/men/ea_band_skullcrusher.jpg,,,False,False,Triceps,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PRIMARY_MUSCLES;NO_FEMALE_CLIP
ea_band_spanish_split_squat,Band Spanish Split Squat,Испанский сплит-присед с резиновой лентой,resistance_bands,Resistance Band,5,2,beginner,10,False,False,4,3,ankle|hip|knee,exercises/men/Legs/Band Spanish Split Squat.mp4,exercises/girl/Legs/Band Spanish Split Squat.mp4,assets/posters/men/ea_band_spanish_split_squat.jpg,assets/posters/girl/ea_band_spanish_split_squat.jpg,lunge,True,False,Legs,False,True,True,1,1,NO_PURPOSE
ea_band_squat_row,Band Squat Row,Присед с тягой с резиновой лентой,resistance_bands,Resistance Band,0,0,beginner,10,True,True,5,4,ankle|hip|knee|upper_back,exercises/men/Calisthenics-Cardio-Plyo-Functional/Band Squat Row.mp4,exercises/girl/Calisthenics-Cardio-Plyo-Functional/Band Squat Row.mp4,assets/posters/men/ea_band_squat_row.jpg,assets/posters/girl/ea_band_squat_row.jpg,,False,False,Calisthenics-Cardio-Plyo-Functional,False,True,True,1,1,NO_MUSCLES;NO_PRIMARY_MUSCLES
ea_band_standing_leg_curl,Band Standing Leg Curl,Сгибание ног стоя с резиновой лентой,resistance_bands,Resistance Band,3,1,beginner,10,False,False,4,1,knee,,exercises/girl/Legs/Band Standing Leg Curl.mp4,,assets/posters/girl/ea_band_standing_leg_curl.jpg,,False,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_band_standing_rear_delt_row,Band Standing Rear Delt Row,Тяга на задние дельты стоя с резиновой лентой,resistance_bands,Resistance Band,3,1,beginner,10,False,False,4,2,shoulder|upper_back,,exercises/girl/Shoulders/Band standing rear delt row.mp4,,assets/posters/girl/ea_band_standing_rear_delt_row.jpg,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_band_triceps_pushdown_single_arm,Band Triceps Pushdown Single Arm,Разгибание рук на трицепс одной рукой с резиновой лентой,resistance_bands,Resistance Band,1,0,beginner,10,True,True,5,1,elbow,exercises/men/Triceps/Band Triceps Pushdown Single Arm.mp4,exercises/girl/Triceps/Band Triceps Pushdown Single Arm.mp4,assets/posters/men/ea_band_triceps_pushdown_single_arm.jpg,assets/posters/girl/ea_band_triceps_pushdown_single_arm.jpg,,False,False,Triceps,False,True,True,1,1,NO_PRIMARY_MUSCLES
ea_band_two_legs_calf_raise_band_under_both_legs_version_2,Band Two Legs Calf Raise - (band Under Both Legs) Version 2,Подъёмы на носки на двух ногах с резиновой лентой (лента под обеими ногами) Версия 2,resistance_bands,Resistance Band,1,1,beginner,10,False,False,4,1,ankle,,exercises/girl/Legs/Band Two Legs Calf Raise - (Band under both legs) VERSION 2.mp4,,assets/posters/girl/ea_band_two_legs_calf_raise_band_under_both_legs_version_2.jpg,calf_raise,True,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_band_warm_up_shoulder_stretch,Band Warm Up Shoulder Stretch,Разминка плеч с резиновой лентой,resistance_bands,Resistance Band,2,1,beginner,10,False,False,4,0,,,exercises/girl/Stretching - Mobility/Band Warm up Shoulder Stretch.mp4,,assets/posters/girl/ea_band_warm_up_shoulder_stretch.jpg,,False,True,Stretching - Mobility,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_MALE_CLIP
ea_band_wrist_curl_single_arm,Band Wrist Curl Single Arm,Сгибание запястья одной рукой с резиновой лентой,resistance_bands,Resistance Band,1,0,beginner,10,True,True,5,2,elbow|wrist,,exercises/girl/Forearms/Band Wrist Curl Single Arm.mp4,,assets/posters/girl/ea_band_wrist_curl_single_arm.jpg,curl,True,False,Forearms,False,True,True,1,1,NO_PRIMARY_MUSCLES;NO_MALE_CLIP
ea_band_y_raise,Band Y Raise,Подъём рук в форме буквы Y с резиновой лентой,resistance_bands,Resistance Band,2,1,beginner,10,False,False,4,1,shoulder,,exercises/girl/Shoulders/Band Y Raise.mp4,,assets/posters/girl/ea_band_y_raise.jpg,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_banded_feet_elevated_hip_thrusters,Banded Feet Elevated Hip Thrusters,Ягодичный мост с резиновой лентой и поднятыми ногами,resistance_bands,Resistance Band,4,2,beginner,10,False,False,4,0,,exercises/men/Legs/Banded feet elevated hip thrusters.mp4,exercises/girl/Legs/Banded feet elevated hip thrusters.mp4,assets/posters/men/ea_banded_feet_elevated_hip_thrusters.jpg,assets/posters/girl/ea_banded_feet_elevated_hip_thrusters.jpg,hinge,True,False,Legs,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE
ea_barbell_alternate_biceps_curl,Barbell Alternate Biceps Curl,Сгибание на бицепс со штангой попеременно,barbell,Barbell,2,1,beginner,10,False,False,4,1,elbow,,exercises/girl/Biceps/Barbell Alternate Biceps Curl.mp4,,assets/posters/girl/ea_barbell_alternate_biceps_curl.jpg,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_barbell_back_wide_shrug,Barbell Back Wide Shrug,Шраги со штангой за спиной широким хватом,barbell,Barbell,2,1,beginner,10,False,False,4,3,lower_back|neck|upper_back,,exercises/girl/Shoulders/Barbell Back Wide Shrug.mp4,,assets/posters/girl/ea_barbell_back_wide_shrug.jpg,,False,False,Shoulders,False,True,True,2,2,NO_PURPOSE;NO_MALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_back_wide_shrugs,Barbell Back Wide Shrugs,Шраги со штангой за спиной широким хватом,barbell,Barbell,2,1,beginner,10,False,False,4,3,lower_back|neck|upper_back,exercises/men/Shoulders/Barbell back wide shrugs.mp4,,assets/posters/men/ea_barbell_back_wide_shrugs.jpg,,,False,False,Shoulders,False,True,True,2,2,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_behind_neck_push_press,Barbell Behind Neck Push Press,Жим штанги из-за головы с толчком ногами,barbell,Barbell,2,0,beginner,10,False,False,4,3,neck|shoulder|upper_back,exercises/men/Shoulders/Barbell behind neck push press.mp4,,assets/posters/men/ea_barbell_behind_neck_push_press.jpg,,overhead_press,True,False,Shoulders,False,True,True,1,1,NO_PRIMARY_MUSCLES;NO_PURPOSE;NO_FEMALE_CLIP
ea_barbell_behind_the_back_push_press_single_arm_balance,Barbell Behind the Back Push Press Single Arm Balance,Жим штанги из-за спины одной рукой с толчком ногами (на баланс),barbell,Barbell,3,1,beginner,10,False,False,4,2,shoulder|upper_back,,exercises/girl/Shoulders/Barbell Behind the Back Push Press Single Arm Balance.mp4,,assets/posters/girl/ea_barbell_behind_the_back_push_press_single_arm_balance.jpg,overhead_press,True,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_barbell_bench_lateral_step_up,Barbell Bench Lateral Step-up,Зашагивание на скамью со штангой сбоку,barbell,Bench,4,2,beginner,10,False,False,4,3,hip|knee|upper_back,,exercises/girl/Legs/Barbell Bench Lateral Step-up.mp4,,assets/posters/girl/ea_barbell_bench_lateral_step_up.jpg,,False,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_barbell_bench_press,Barbell Bench Press,Жим лёжа со штангой,bench_press,Barbell,3,1,beginner,10,False,False,4,1,shoulder,exercises/men/Chest/barbell bench press.mp4,exercises/girl/Chest/Barbell Bench Press.mp4,assets/posters/men/ea_barbell_bench_press.jpg,assets/posters/girl/ea_barbell_bench_press.jpg,,False,False,Chest,False,True,True,1,1,NO_PURPOSE
ea_barbell_bench_press_decline,Barbell Bench Press Decline,Жим лёжа на наклонной скамье со штангой,bench_press,Barbell,3,1,beginner,10,False,False,4,1,shoulder,exercises/men/Chest/barbell bench press decline.mp4,,assets/posters/men/ea_barbell_bench_press_decline.jpg,,,False,False,Chest,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_barbell_bench_press_incline,Barbell Bench Press Incline,Жим лёжа на наклонной скамье со штангой,bench_press,Barbell,3,1,beginner,10,False,False,4,1,shoulder,exercises/men/Chest/barbell bench press incline.mp4,,assets/posters/men/ea_barbell_bench_press_incline.jpg,,,False,False,Chest,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_barbell_bench_squats,Barbell Bench Squats,Приседания со штангой на скамью,bench_press,Barbell,4,2,beginner,10,False,False,3,4,ankle|hip|knee|upper_back,exercises/men/Legs/Barbell bench squats.mp4,exercises/girl/Legs/Barbell Bench Squat.mp4,assets/posters/men/ea_barbell_bench_squats.jpg,assets/posters/girl/ea_barbell_bench_squats.jpg,,False,False,Legs,False,True,True,1,1,NO_PURPOSE
ea_barbell_bent_over_reverse_raise_skier,Barbell Bent Over Reverse Raise (skier),Подъём штанги назад в наклоне (лыжник),barbell,Barbell,3,1,beginner,10,False,False,4,3,lower_back|shoulder|upper_back,,exercises/girl/Shoulders/Barbell Bent Over Reverse Raise (skier).mp4,,assets/posters/girl/ea_barbell_bent_over_reverse_raise_skier.jpg,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_barbell_bent_over_row_pronated_grip,Barbell Bent Over Row Pronated Grip,Тяга штанги в наклоне пронированным хватом,barbell,Barbell,4,2,beginner,10,False,False,4,2,lower_back|upper_back,exercises/men/Back/Barbell bent over row pronated grip.mp4,,assets/posters/men/ea_barbell_bent_over_row_pronated_grip.jpg,,,False,False,Back,False,True,True,2,2,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_bent_over_row_supinated_grip,Barbell Bent Over Row Supinated Grip,Тяга штанги в наклоне супинированным хватом,barbell,Barbell,4,2,beginner,10,False,False,4,2,lower_back|upper_back,exercises/men/Back/Barbell bent over row supinated grip.mp4,,assets/posters/men/ea_barbell_bent_over_row_supinated_grip.jpg,,,False,False,Back,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_barbell_bicep_curl_close_grip,Barbell Bicep Curl Close Grip,Сгибание на бицепс со штангой узким хватом,barbell,Barbell,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/barbell bicep curl close grip.mp4,,assets/posters/men/ea_barbell_bicep_curl_close_grip.jpg,,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_barbell_bicep_curl_normal_grip,Barbell Bicep Curl Normal Grip,Сгибание на бицепс со штангой обычным хватом,barbell,Barbell,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/barbell bicep curl normal grip.mp4,,assets/posters/men/ea_barbell_bicep_curl_normal_grip.jpg,,curl,True,False,Biceps,False,True,True,2,2,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_bicep_curl_wide_grip,Barbell Bicep Curl Wide Grip,Сгибание на бицепс со штангой широким хватом,barbell,Barbell,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/barbell bicep curl wide grip.mp4,,assets/posters/men/ea_barbell_bicep_curl_wide_grip.jpg,,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_barbell_biceps_curl,Barbell Biceps Curl,Сгибание на бицепс со штангой,barbell,Barbell,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/barbell biceps curl.mp4,,assets/posters/men/ea_barbell_biceps_curl.jpg,,curl,True,False,Biceps,False,True,True,2,2,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_box_squat,Barbell Box Squat,Приседания со штангой на ящик,squat_rack,Barbell,4,2,beginner,10,False,False,4,4,ankle|hip|knee|upper_back,exercises/men/Legs/Barbell box squat.mp4,exercises/girl/Legs/Barbell Box Squat.mp4,assets/posters/men/ea_barbell_box_squat.jpg,assets/posters/girl/ea_barbell_box_squat.jpg,squat,True,False,Legs,False,True,True,1,1,NO_PURPOSE
ea_barbell_bulgarian_split_squat,Barbell Bulgarian Split Squat,Болгарские приседания со штангой,barbell,Barbell,4,2,beginner,10,False,False,4,4,ankle|hip|knee|upper_back,exercises/men/Legs/Barbell bulgarian split squat.mp4,exercises/girl/Legs/Barbell bulgarian split squat.mp4,assets/posters/men/ea_barbell_bulgarian_split_squat.jpg,assets/posters/girl/ea_barbell_bulgarian_split_squat.jpg,lunge,True,False,Legs,False,True,True,1,1,NO_PURPOSE
ea_barbell_bulgarian_split_squat_left_front_back_view,Barbell Bulgarian Split Squat Left Front-back View,"Болгарские приседания со штангой, левая нога впереди (вид спереди-сзади)",barbell,Barbell,4,2,beginner,10,False,False,4,4,ankle|hip|knee|upper_back,exercises/men/Legs/Barbell bulgarian split squat left front-back view.mp4,,assets/posters/men/ea_barbell_bulgarian_split_squat_left_front_back_view.jpg,,lunge,True,False,Legs,False,True,True,2,2,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_bulgarian_split_squat_left_side_view,Barbell Bulgarian Split Squat Left Side View,"Болгарские приседания со штангой, левая нога впереди (вид сбоку)",barbell,Barbell,4,2,beginner,10,False,False,4,4,ankle|hip|knee|upper_back,exercises/men/Legs/barbell bulgarian split squat left side view.mp4,,assets/posters/men/ea_barbell_bulgarian_split_squat_left_side_view.jpg,,lunge,True,False,Legs,False,True,True,2,2,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_calf_jump,Barbell Calf Jump,Подъёмы на носки со штангой с подскоком,barbell,Barbell,4,1,beginner,10,False,False,4,3,ankle|knee|upper_back,exercises/men/Legs/Barbell Calf Jump.mp4,exercises/girl/Legs/Barbell Calf Jump.mp4,assets/posters/men/ea_barbell_calf_jump.jpg,assets/posters/girl/ea_barbell_calf_jump.jpg,,False,False,Legs,False,True,True,1,1,NO_PURPOSE
ea_barbell_clean_and_jerk,Barbell Clean and Jerk,Рывок и толчок штанги,barbell,Barbell,7,3,beginner,10,False,False,4,3,lower_back|shoulder|wrist,,exercises/girl/Powerlifting/Barbell Clean and Jerk.mp4,,assets/posters/girl/ea_barbell_clean_and_jerk.jpg,,False,False,Powerlifting,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_barbell_clean_and_jerk_split_squat,Barbell Clean and Jerk Split Squat,Рывок и толчок штанги с выпадом,barbell,Barbell,6,3,beginner,10,False,False,4,6,ankle|hip|knee|lower_back|shoulder|wrist,exercises/men/Powerlifting/Barbell clean and jerk split squat.mp4,,assets/posters/men/ea_barbell_clean_and_jerk_split_squat.jpg,,lunge,True,False,Powerlifting,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_barbell_clean_and_press,Barbell Clean and Press,Взятие на грудь и жим штанги,barbell,Barbell,7,3,beginner,10,False,False,4,4,knee|lower_back|shoulder|wrist,exercises/men/Powerlifting/Barbell clean and press.mp4,,assets/posters/men/ea_barbell_clean_and_press.jpg,,,False,False,Powerlifting,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_barbell_clean_deadlift,Barbell Clean Deadlift,Становая тяга для взятия на грудь,barbell,Barbell,5,3,beginner,10,False,False,4,3,hip|lower_back|wrist,exercises/men/Back/Barbell clean deadlift.mp4,exercises/girl/Powerlifting/Barbell Clean Deadlift.mp4,assets/posters/men/ea_barbell_clean_deadlift.jpg,assets/posters/girl/ea_barbell_clean_deadlift.jpg,hinge,True,False,Powerlifting,False,True,True,1,1,NO_PURPOSE
ea_barbell_clean_grip_front_squat,Barbell Clean Grip Front Squat,Фронтальные приседания со штангой хватом для взятия на грудь,barbell,Barbell,4,2,beginner,10,False,False,3,6,ankle|hip|knee|lower_back|upper_back|wrist,exercises/men/Powerlifting/Barbell clean grip front squat.mp4,exercises/girl/Legs/Barbell Clean-grip Front Squat.mp4,assets/posters/men/ea_barbell_clean_grip_front_squat.jpg,assets/posters/girl/ea_barbell_clean_grip_front_squat.jpg,squat,True,False,Legs,False,True,True,1,1,NO_PURPOSE
ea_barbell_clean_pull,Barbell Clean Pull,Тяга штанги в стойку,barbell,Barbell,5,3,beginner,10,False,False,4,2,lower_back|wrist,exercises/men/Powerlifting/Barbell clean pull.mp4,exercises/girl/Powerlifting/Barbell Clean Pull.mp4,assets/posters/men/ea_barbell_clean_pull.jpg,assets/posters/girl/ea_barbell_clean_pull.jpg,,False,False,Powerlifting,False,True,True,1,1,NO_PURPOSE
ea_barbell_close_grip_press,Barbell Close Grip Press,Жим штанги узким хватом,bench_press,Barbell,3,1,beginner,10,False,False,4,2,elbow|shoulder,exercises/men/Triceps/Barbell close grip press.mp4,,assets/posters/men/ea_barbell_close_grip_press.jpg,,,False,False,Triceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_barbell_coan_deadlift,Barbell Coan Deadlift,Становая тяга Коана со штангой,barbell,Barbell,1,0,beginner,10,True,True,5,2,hip|lower_back,exercises/men/Back/Barbell Coan Deadlift.mp4,exercises/girl/Back/Barbell Coan Deadlift.mp4,assets/posters/men/ea_barbell_coan_deadlift.jpg,assets/posters/girl/ea_barbell_coan_deadlift.jpg,hinge,True,False,Back,False,True,True,1,1,NO_PRIMARY_MUSCLES
ea_barbell_curl,Barbell Curl,Сгибание на бицепс со штангой,barbell,Barbell,2,1,beginner,10,False,False,4,1,elbow,,exercises/girl/Biceps/Barbell Curl.mp4,,assets/posters/girl/ea_barbell_curl.jpg,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_barbell_curtsy_lunges,Barbell Curtsy Lunges,Реверансные выпады со штангой,barbell,Barbell,4,2,beginner,10,False,False,3,3,hip|knee|upper_back,exercises/men/Legs/Barbell curtsy lunges.mp4,exercises/girl/Legs/Barbell Curtsy Lunge.mp4,assets/posters/men/ea_barbell_curtsy_lunges.jpg,assets/posters/girl/ea_barbell_curtsy_lunges.jpg,lunge,True,False,Legs,False,True,True,9,1,NO_PURPOSE;SHARED_SUMMARY
ea_barbell_deadlift,Barbell Deadlift,Становая тяга со штангой,barbell,Barbell,5,3,beginner,10,False,False,4,2,hip|lower_back,,exercises/girl/Powerlifting/Barbell Deadlift.mp4,,assets/posters/girl/ea_barbell_deadlift.jpg,hinge,True,False,Powerlifting,False,True,True,5,4,NO_PURPOSE;NO_MALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_deadlift_front_pov,Barbell Deadlift (front POV),Становая тяга со штангой (вид спереди),barbell,Barbell,5,3,beginner,10,False,False,4,2,hip|lower_back,,exercises/girl/Powerlifting/Barbell Deadlift (front POV).mp4,,assets/posters/girl/ea_barbell_deadlift_front_pov.jpg,hinge,True,False,Powerlifting,False,True,True,5,4,NO_PURPOSE;NO_MALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_deadlift_side_pov,Barbell Deadlift (side POV),Становая тяга со штангой (вид сбоку),barbell,Barbell,5,3,beginner,10,False,False,4,2,hip|lower_back,,exercises/girl/Powerlifting/Barbell Deadlift (side POV).mp4,,assets/posters/girl/ea_barbell_deadlift_side_pov.jpg,hinge,True,False,Powerlifting,False,True,True,5,4,NO_PURPOSE;NO_MALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_deadlift_360_degrees,Barbell Deadlift 360 Degrees,Становая тяга со штангой 360 градусов,barbell,Barbell,5,3,beginner,10,False,False,4,2,hip|lower_back,exercises/men/Back/Barbell deadlift 360 degrees.mp4,,assets/posters/men/ea_barbell_deadlift_360_degrees.jpg,,hinge,True,False,Back,False,True,True,5,4,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_deadlift_high_pull,Barbell Deadlift High Pull,Становая тяга с высоким подъёмом со штангой,barbell,Barbell,7,4,beginner,10,False,False,4,2,hip|lower_back,exercises/men/Back/Barbell Deadlift High Pull.mp4,exercises/girl/Back/Barbell Deadlift High Pull.mp4,assets/posters/men/ea_barbell_deadlift_high_pull.jpg,assets/posters/girl/ea_barbell_deadlift_high_pull.jpg,hinge,True,False,Back,False,True,True,1,1,NO_PURPOSE
ea_barbell_decline_shrug,Barbell Decline Shrug,Шраги со штангой на наклонной скамье вниз головой,bench_press,Barbell,1,1,beginner,10,False,False,4,3,lower_back|neck|upper_back,,exercises/girl/Shoulders/Barbell Decline Shrug.mp4,,assets/posters/girl/ea_barbell_decline_shrug.jpg,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_MALE_CLIP
ea_barbell_drag_biceps_curl,Barbell Drag Biceps Curl,Сгибание на бицепс со штангой с протяжкой,barbell,Barbell,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/barbell drag biceps curl.mp4,,assets/posters/men/ea_barbell_drag_biceps_curl.jpg,,curl,True,False,Biceps,False,True,True,2,2,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_drag_curl,Barbell Drag Curl,Сгибание со штангой с протяжкой,barbell,Barbell,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/barbell drag curl.mp4,,assets/posters/men/ea_barbell_drag_curl.jpg,,curl,True,False,Biceps,False,True,True,2,2,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_feet_elevated_figure_four_glute_bridge,Barbell Feet Elevated Figure Four Glute Bridge,Ягодичный мост со штангой с поднятыми ногами и скрещенной ногой,barbell,"Barbell, Box",5,1,beginner,10,False,False,4,1,hip,exercises/men/Legs/Barbell Feet Elevated Figure Four Glute Bridge.mp4,exercises/girl/Legs/Barbell Feet Elevated Figure Four Glute Bridge.mp4,assets/posters/men/ea_barbell_feet_elevated_figure_four_glute_bridge.jpg,assets/posters/girl/ea_barbell_feet_elevated_figure_four_glute_bridge.jpg,hinge,True,False,Legs,False,True,True,1,1,NO_PURPOSE
ea_barbell_feet_elevated_glute_bridge,Barbell Feet Elevated Glute Bridge,Ягодичный мост со штангой с поднятыми ногами,barbell,"Barbell, Box",5,1,beginner,10,False,False,4,1,hip,exercises/men/Legs/Barbell Feet Elevated Glute Bridge.mp4,exercises/girl/Legs/Barbell Feet Elevated Glute Bridge.mp4,assets/posters/men/ea_barbell_feet_elevated_glute_bridge.jpg,assets/posters/girl/ea_barbell_feet_elevated_glute_bridge.jpg,hinge,True,False,Legs,False,True,True,1,1,NO_PURPOSE
ea_barbell_feet_elevated_single_leg_glute_bridge,Barbell Feet Elevated Single Leg Glute Bridge,Ягодичный мост со штангой с поднятой одной ногой,barbell,"Barbell, Box",5,1,beginner,10,False,False,4,1,hip,exercises/men/Legs/Barbell Feet Elevated Single Leg Glute Bridge.mp4,exercises/girl/Legs/Barbell Feet Elevated Single Leg Glute Bridge.mp4,assets/posters/men/ea_barbell_feet_elevated_single_leg_glute_bridge.jpg,assets/posters/girl/ea_barbell_feet_elevated_single_leg_glute_bridge.jpg,hinge,True,False,Legs,False,True,True,1,1,NO_PURPOSE
ea_barbell_feet_elevated_staggered_glute_bridge,Barbell Feet Elevated Staggered Glute Bridge,Ягодичный мост со штангой с поднятыми ногами в разножке,barbell,"Barbell, Box",5,1,beginner,10,False,False,4,1,hip,exercises/men/Legs/Barbell Feet Elevated Staggered Glute Bridge.mp4,exercises/girl/Legs/Barbell Feet Elevated Staggered Glute Bridge.mp4,assets/posters/men/ea_barbell_feet_elevated_staggered_glute_bridge.jpg,assets/posters/girl/ea_barbell_feet_elevated_staggered_glute_bridge.jpg,hinge,True,False,Legs,False,True,True,1,1,NO_PURPOSE
ea_barbell_floor_chest_press,Barbell Floor Chest Press,Жим штанги лёжа на полу,barbell,Barbell,3,1,beginner,10,False,False,4,1,shoulder,exercises/men/Chest/Barbell floor chest press.mp4,exercises/girl/Chest/barbell floor chest press.mp4,assets/posters/men/ea_barbell_floor_chest_press.jpg,assets/posters/girl/ea_barbell_floor_chest_press.jpg,,False,False,Chest,False,True,True,1,1,NO_PURPOSE
ea_barbell_front_bench_squat,Barbell Front Bench Squat,Присед со штангой на груди на скамью,adjustable_bench,Barbell,4,2,beginner,10,False,False,3,3,ankle|hip|knee,,exercises/girl/Legs/barbell front bench squat.mp4,,assets/posters/girl/ea_barbell_front_bench_squat.jpg,,False,False,Legs,False,True,True,2,2,NO_PURPOSE;NO_MALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_barbell_front_chest_bench_squat,Barbell Front Chest Bench Squat,Присед со штангой на груди на скамью,bench_press,Barbell,4,2,beginner,10,False,False,3,3,ankle|hip|knee,exercises/men/Legs/barbell front chest bench squat.mp4,,assets/posters/men/ea_barbell_front_chest_bench_squat.jpg,,,False,False,Legs,False,True,True,2,2,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
