path,file_type,domain,subsystem,purpose,production_or_test,referenced_by,active_or_legacy,data_source,security_sensitive,health_safety_sensitive,tests_known,documentation_known,audit_status,reviewer,notes
mobile/lib/features/profile/injuries_page.dart,dart,PROFILE,profile,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/profile/profile_page.dart,dart,PROFILE,profile,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/profile/data/device_health_profile_repository.dart,dart,PROFILE,profile,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/profile/data/firestore_profile_repository.dart,dart,PROFILE,profile,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/profile/data/injury_regions.dart,dart,PROFILE,profile,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/profile/data/local_sensitive_store.dart,dart,PROFILE,profile,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/profile/data/mock_profile_repository.dart,dart,PROFILE,profile,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/profile/data/profile_models.dart,dart,PROFILE,profile,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/profile/data/profile_repository.dart,dart,PROFILE,profile,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/profile/data/sensitive_profile.dart,dart,PROFILE,profile,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/profile/state/profile_providers.dart,dart,PROFILE,profile,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/data/firestore_programme_repository.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/data/mock_programme_repository.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/data/movement_role.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/data/programme.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/data/programme_builder.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/data/programme_fit.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/data/programme_labels.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/data/programme_repository.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/data/programme_schedule.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/data/programme_specs.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/data/programme_templates.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/programmes/state/programme_providers.dart,dart,PROGRAMME GENERATION,programmes,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/progress/progress_page.dart,dart,PROGRESS,progress,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress/data/progress_charts.dart,dart,PROGRESS,progress,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress/data/progress_stats.dart,dart,PROGRESS,progress,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/progress_photos_page.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/data/aes_photo_cipher.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/data/local_progress_photos_repository.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/data/photo_consent.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/data/photo_directory.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/data/photo_encryption.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/data/photo_key_store.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/data/photo_store.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/data/photo_timeline.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/data/progress_photo.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/state/progress_photos_providers.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/widgets/photo_bitmap.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/widgets/photo_capture_sheet.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/widgets/photo_consent_sheet.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/widgets/photo_delete_sheet.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/widgets/photo_details_sheet.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/progress_photos/widgets/photo_review_screen.dart,dart,PHOTOS,progress_photos,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/recovery/data/deload_detector.dart,dart,RECOVERY,recovery,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/recovery/state/recovery_providers.dart,dart,RECOVERY,recovery,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/recovery/widgets/deload_banner.dart,dart,RECOVERY,recovery,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/safety/data/eligibility.dart,dart,INJURY SAFETY,safety,Flutter production source,production,,ACTIVE,,yes,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/safety/data/health_flags.dart,dart,INJURY SAFETY,safety,Flutter production source,production,,ACTIVE,,yes,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/safety/data/par_q.dart,dart,INJURY SAFETY,safety,Flutter production source,production,,ACTIVE,,yes,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/safety/state/eligibility_providers.dart,dart,INJURY SAFETY,safety,Flutter production source,production,,ACTIVE,,yes,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/safety/state/safety_providers.dart,dart,INJURY SAFETY,safety,Flutter production source,production,,ACTIVE,,yes,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/safety/widgets/eligibility_notice.dart,dart,INJURY SAFETY,safety,Flutter production source,production,,ACTIVE,,yes,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/safety/widgets/safety_refusal_card.dart,dart,INJURY SAFETY,safety,Flutter production source,production,,ACTIVE,,yes,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/scanner/scanner_page.dart,dart,SCANNER,scanner,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/scanner/widgets/scan_frame.dart,dart,SCANNER,scanner,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/sdk_export/data/sdk_export_config.dart,dart,LEGACY,sdk_export,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/settings/settings_page.dart,dart,DESIGN SYSTEM,settings,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/social_feed/social_feed_page.dart,dart,COMMUNITY,social_feed,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/social_feed/data/social_feed_repository.dart,dart,COMMUNITY,social_feed,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/social_feed/data/social_post.dart,dart,COMMUNITY,social_feed,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/social_feed/state/social_feed_providers.dart,dart,COMMUNITY,social_feed,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/splash/splash_page.dart,dart,APP ENTRYPOINT,splash,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/subscription/subscription_page.dart,dart,SUBSCRIPTIONS,subscription,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/subscription/data/cloud_functions_stripe_service.dart,dart,SUBSCRIPTIONS,subscription,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/subscription/data/feature_gates.dart,dart,SUBSCRIPTIONS,subscription,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/subscription/data/firestore_subscription_repository.dart,dart,SUBSCRIPTIONS,subscription,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/subscription/data/mock_stripe_checkout_service.dart,dart,SUBSCRIPTIONS,subscription,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/subscription/data/mock_subscription_repository.dart,dart,SUBSCRIPTIONS,subscription,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/subscription/data/stripe_checkout_service.dart,dart,SUBSCRIPTIONS,subscription,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/subscription/data/subscription_models.dart,dart,SUBSCRIPTIONS,subscription,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/subscription/data/subscription_repository.dart,dart,SUBSCRIPTIONS,subscription,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/subscription/state/subscription_providers.dart,dart,SUBSCRIPTIONS,subscription,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/firestore_machine_cards.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/firestore_recognition_history.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/gemini_equipment_service.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/live_equipment_service.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/live_recognition.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/machine_card.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/machine_card_repository.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/machine_describer.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/machine_text_anchor.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/mlkit_live_equipment_service.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/mlkit_text_recogniser.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/mlkit_visual_equipment_service.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/recognition_history.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/scan_outcome.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/visual_equipment_match.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/data/visual_equipment_service.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/state/live_equipment_providers.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/state/machine_card_providers.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/state/recognition_history_providers.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/state/visual_equipment_providers.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/widgets/live_equipment_preview.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/visual_equipment/widgets/machine_card_view.dart,dart,ML INFERENCE,visual_equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/voice/data/voice_command.dart,dart,VOICE,voice,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/workouts_page.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/workout_summary_page.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/cue_player.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/day_result.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/firestore_scheduled_session_repository.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/firestore_workout_log_repository.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/firestore_workout_session_repository.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/mock_scheduled_session_repository.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/mock_workout_log_repository.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/mock_workout_session_repository.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/offline_video_cache.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/progression.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/scheduled_session.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/scheduled_session_repository.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/session_digest.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/set_capture.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/set_session.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/workout_log.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/workout_log_repository.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/workout_log_totals.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/workout_session.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/data/workout_session_repository.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/state/day_result_providers.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/state/offline_video_providers.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/state/rest_timer_providers.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/state/scheduled_session_providers.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/state/session_digest_providers.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/state/session_screening_providers.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/state/set_timer_providers.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/state/workout_log_providers.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/state/workout_session_providers.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/widgets/difficulty_rating_sheet.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/widgets/plate_calculator.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/widgets/rest_timer.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/widgets/set_capture_sheet.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/widgets/set_timer_card.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/workouts/widgets/warmup_calculator.dart,dart,WORKOUT PLAYER,workouts,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/l10n/app_en.arb,arb,UNKNOWN,,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/l10n/app_ru.arb,arb,UNKNOWN,,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/shared/widgets/app_buttons.dart,dart,UNKNOWN,,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/shared/widgets/aurora_background.dart,dart,UNKNOWN,,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/shared/widgets/demo_data_banner.dart,dart,UNKNOWN,,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/shared/widgets/experimental_banner.dart,dart,UNKNOWN,,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/shared/widgets/glass.dart,dart,UNKNOWN,,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/shared/widgets/glass_nav_bar.dart,dart,UNKNOWN,,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/shared/widgets/main_shell.dart,dart,UNKNOWN,,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/shared/widgets/shell_insets.dart,dart,UNKNOWN,,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/shared/widgets/smooth_scroll_list.dart,dart,UNKNOWN,,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/widget_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/_g12b_board.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/_mockups.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/assets/bundled_assets_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/camera_availability_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/camera_session_facing_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/camera_session_start_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/frame_brightness_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/camera/centre_crop_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/camera/nv21_converter_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/diagnostics/debug_telemetry_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/health/health_service_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/health/health_sync_card_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/health/platform_health_types_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/licences/asset_licences_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/notifications/mock_notification_service_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/router/profile_watch_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/settings/settings_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/core/wear/wear_sync_service_test.dart,dart,TESTS,,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/features/experimental_banner_test.dart,dart,TESTS,experimental_banner_test.dart,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/features/home_page_test.dart,dart,TESTS,home_page_test.dart,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/features/login_page_test.dart,dart,TESTS,login_page_test.dart,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/features/profile_page_test.dart,dart,TESTS,profile_page_test.dart,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/features/progress_page_test.dart,dart,TESTS,progress_page_test.dart,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/features/scanner_page_test.dart,dart,TESTS,scanner_page_test.dart,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/features/splash_page_test.dart,dart,TESTS,splash_page_test.dart,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/features/workouts_page_test.dart,dart,TESTS,workouts_page_test.dart,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/features/about/about_claims_test.dart,dart,TESTS,about,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/features/accessibility/semantics_targets_test.dart,dart,TESTS,accessibility,Dart test,test,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/test/features/account_deletion/account_deletion_page_test.dart,dart,TESTS,account_deletion,Dart test,test,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/test/features/account_deletion/account_deletion_providers_test.dart,dart,TESTS,account_deletion,Dart test,test,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/test/features/account_deletion/local_data_wipe_test.dart,dart,TESTS,account_deletion,Dart test,test,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/test/features/ai_coach/ai_coach_context_test.dart,dart,TESTS,ai_coach,Dart test,test,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
