"image_id","arm","source_file","transformed_sha256","gt_kind","canonical_label","canonical_equipment_id","semantic_label","central_subject","gt_equivalent","gt_status","pass1_label","pass2_label","features_the_label_rests_on"
"6be03804b67a156bf01de1d85506e5323f6169959e71a3d26d6d8f79d9576a4e","B","20260810_131137.jpg","2d09e64e6ffcff1d519b646ffe9ad138957612a6b0c3e8e38c533beafd02156e","canonical_single","bench press station","bench_press","flat Nautilus bench under a barbell on uprights","flat Nautilus bench under a barbell on uprights","true","resolved","bench press station","bench press station","the crop keeps the bench directly under the loaded bar and nothing else is near"
"8f5bcebded85a1735c3b111f7898844bc32bffcd4e9bd787b7a37f1cbb11d9e7","A","20260810_131140.jpg","8f5bcebded85a1735c3b111f7898844bc32bffcd4e9bd787b7a37f1cbb11d9e7","canonical_single","bench press station","bench_press","incline bench with a barbell rack","incline bench with a barbell rack","true","resolved","bench press station","bench press station","NAUTILUS bench set to incline in front of uprights carrying a barbell"
"8f5bcebded85a1735c3b111f7898844bc32bffcd4e9bd787b7a37f1cbb11d9e7","B","20260810_131140.jpg","ca1e6a25e58353533b2479af1033d4069a6546c83700743131c0979ca72d036c","canonical_single","bench press station","bench_press","Nautilus bench set to incline in front of a barbell rack","Nautilus bench set to incline in front of a barbell rack","true","resolved","bench press station","bench press station","the crop keeps the incline bench and the uprights carrying the bar"
"cf560c948ce915f88c60c7487eb2bfa882e89a41f3682463626ccca9ca055244","A","20260810_131208.jpg","cf560c948ce915f88c60c7487eb2bfa882e89a41f3682463626ccca9ca055244","multiple","","","","several plate-loaded machines (units 39, 40)","true","resolved","multiple","multiple","[same_type_plate_loaded] a row of similar machines with foot platforms; none dominant"
"cf560c948ce915f88c60c7487eb2bfa882e89a41f3682463626ccca9ca055244","B","20260810_131208.jpg","f51b3b6b74898271f4d4745418a4849cf10a612b2c5af2df68c8ea32c3576d35","multiple","","","","several plate-loaded machines (units 39, 40)","true","resolved","multiple","multiple","[same_type_plate_loaded] the crop keeps a row of similar machines with foot platforms"
"406ad6c976c48105538aa74012fde8acc08b159d0e726617b7a07f3971372385","A","20260810_131213.jpg","406ad6c976c48105538aa74012fde8acc08b159d0e726617b7a07f3971372385","multiple","","","","several plate-loaded machines","true","resolved","multiple","multiple","[same_type_plate_loaded] same row from another angle"
"406ad6c976c48105538aa74012fde8acc08b159d0e726617b7a07f3971372385","B","20260810_131213.jpg","0f43d3d186bd8e8a08e6488296132aa3a7c32485d0f9bb28dc577bbdfa27a76d","multiple","","","","several plate-loaded machines","true","resolved","multiple","multiple","[same_type_plate_loaded] the same row from another angle"
"c479aa19cb0750ac56c843f3ed6db13d75d91a9e1effd38f7bc1ab89a7bfb587","A","20260810_131218.jpg","c479aa19cb0750ac56c843f3ed6db13d75d91a9e1effd38f7bc1ab89a7bfb587","canonical_single","seated row machine","seated_row_machine","Nautilus Inspiration ROW (unit 23)","Nautilus Inspiration ROW (unit 23)","true","resolved","unclear machine type","seated row machine","shroud reads ROW, unit 23; seat with chest pad and a wide pulling handle"
"c479aa19cb0750ac56c843f3ed6db13d75d91a9e1effd38f7bc1ab89a7bfb587","B","20260810_131218.jpg","bb9baed15992a50886438e78bb88ad725052a9f882ce839a6dfd9f9641556694","canonical_single","seated row machine","seated_row_machine","Nautilus Inspiration ROW (unit 23)","Nautilus Inspiration ROW (unit 23)","true","resolved","seated row machine","seated row machine","the ROW shroud text and the seat with its chest pad stay in the crop and are the nearest object"
"0876f5a6bef0efd806345020d10e9c3d347c7a26b3a1289b1a04135f512c83d5","A","20260810_131223.jpg","0876f5a6bef0efd806345020d10e9c3d347c7a26b3a1289b1a04135f512c83d5","multiple","","","","lat pulldown at left; assisted pull-up station centred; Inspiration machines right","true","resolved","multiple","multiple","[mixed] three machines of comparable prominence"
"0876f5a6bef0efd806345020d10e9c3d347c7a26b3a1289b1a04135f512c83d5","B","20260810_131223.jpg","b2ca8666f03b29e928d5a2108612740e46aa8f0ae549ef83047e265a38aa3b94","multiple","","","","lat pulldown left; assisted chin/dip station centred; Inspiration machines right","true","resolved","multiple","multiple","[mixed] the crop keeps three machines of comparable prominence"
"36b5a99749a7a6ad4ea49e1f55fb6b9331ae1a35e5b9cd90140d6dc0d06cf2b7","A","20260810_131228.jpg","36b5a99749a7a6ad4ea49e1f55fb6b9331ae1a35e5b9cd90140d6dc0d06cf2b7","canonical_single","lat pulldown","lat_pulldown","Nautilus Inspiration LAT PULL DOWN (unit 21)","Nautilus Inspiration LAT PULL DOWN (unit 21)","true","resolved","lat pulldown","lat pulldown","shroud reads LAT PULL DOWN, unit 21; curved overhead handle and a thigh pad"
"36b5a99749a7a6ad4ea49e1f55fb6b9331ae1a35e5b9cd90140d6dc0d06cf2b7","B","20260810_131228.jpg","f3a622a7464f6eccbe6842b7ca75ddebfdb9c9aea6ba36201d2a34df1c8c931b","canonical_single","lat pulldown","lat_pulldown","Nautilus Inspiration LAT PULL DOWN (unit 21)","Nautilus Inspiration LAT PULL DOWN (unit 21)","true","resolved","lat pulldown","lat pulldown","the crop keeps the LAT PULL DOWN shroud text and the curved overhead handle"
"1a309603f5487ab591d0ecb906f1323d2602e66d9d22350305c1ed7e8cc6825d","A","20260810_131233.jpg","1a309603f5487ab591d0ecb906f1323d2602e66d9d22350305c1ed7e8cc6825d","canonical_single","shoulder press machine","shoulder_press_machine","Nautilus Inspiration SHOULDER PRESS (unit 24)","Nautilus Inspiration SHOULDER PRESS (unit 24)","true","resolved","unclear machine type","shoulder press machine","shroud reads SHOULDER PRESS, unit 24"
"1a309603f5487ab591d0ecb906f1323d2602e66d9d22350305c1ed7e8cc6825d","B","20260810_131233.jpg","35bcad6585723592cb88478c6f33121a72bde943d1dc119f6d127726b57c6e4f","canonical_single","shoulder press machine","shoulder_press_machine","Nautilus Inspiration SHOULDER PRESS (unit 24)","Nautilus Inspiration SHOULDER PRESS (unit 24)","true","resolved","shoulder press machine","shoulder press machine","the crop keeps the SHOULDER PRESS shroud text, the unit number 24 and the angled press arms"
"425d744d6e019fed870acc22a2e1a379ae5d673e0abd1525509f13f21158c1c2","A","20260810_131238.jpg","425d744d6e019fed870acc22a2e1a379ae5d673e0abd1525509f13f21158c1c2","canonical_single","shoulder press machine","shoulder_press_machine","Nautilus Inspiration SHOULDER PRESS (unit 24)","Nautilus Inspiration SHOULDER PRESS (unit 24)","true","resolved","unclear machine type","shoulder press machine","same unit 24 from the other side, shroud reads SHOUL..."
"425d744d6e019fed870acc22a2e1a379ae5d673e0abd1525509f13f21158c1c2","B","20260810_131238.jpg","3887ce003e56379a5b2acba805c67abe5f8a94f09c9b9668ea1b7d2ac579a97b","canonical_single","shoulder press machine","shoulder_press_machine","the same unit 24 from the other side","the same unit 24 from the other side","true","resolved","shoulder press machine","shoulder press machine","the crop keeps the SHOUL... shroud text with the seat and back pad"
"d09af77c3d51f4db6f5021c60572057e1461d1d6966902a6a9cf9c04fc032105","A","20260810_131248.jpg","d09af77c3d51f4db6f5021c60572057e1461d1d6966902a6a9cf9c04fc032105","canonical_single","cable machine","cable_machine","Star Trac functional trainer (unit 32)","Star Trac functional trainer (unit 32)","true","resolved","cable machine","cable machine","STAR TRAC branded cable rig with pulleys and handles, dominant"
"d09af77c3d51f4db6f5021c60572057e1461d1d6966902a6a9cf9c04fc032105","B","20260810_131248.jpg","376a7e155b89fc21446f98b8f18925cb04b3d91169397f0b203ee82a396c4527","canonical_single","cable machine","cable_machine","Star Trac functional trainer (unit 32)","Star Trac functional trainer (unit 32)","true","resolved","cable machine","cable machine","the crop is dominated by the STAR TRAC cable rig: pulleys, cables, stacks and an ADD ON WEIGHT placard"
"95abe5f1fcf1ecc9c8545b627861247f8f8619eeb08dbb9818a2abcdd68a943c","A","20260810_131307.jpg","95abe5f1fcf1ecc9c8545b627861247f8f8619eeb08dbb9818a2abcdd68a943c","multiple","","","","cable machine at left; bench in the foreground; machines behind","true","resolved","multiple","multiple","[mixed] the cable rig is centred but a bench and further machines share the frame"
"95abe5f1fcf1ecc9c8545b627861247f8f8619eeb08dbb9818a2abcdd68a943c","B","20260810_131307.jpg","8d98363357374beb04d8c526467f6faa8b9a9cac04e7d9dfde10c36e470b74ab","multiple","","","","cable machine at left; bench in the foreground; machines behind","true","resolved","multiple","multiple","[mixed] the crop keeps the cable rig, a bench and further machines"
"632846114722bfc1f0ac9d8a7f8727bc0574907e3896a58568842118014fe0ef","A","20260810_131311.jpg","632846114722bfc1f0ac9d8a7f8727bc0574907e3896a58568842118014fe0ef","canonical_single","lat pulldown","lat_pulldown","Star Trac plate-loaded pulldown (unit 18 area)","Star Trac plate-loaded pulldown (unit 18 area)","true","unresolved","leg press / hack squat (rejected by the operator); then lat pulldown","lat pulldown (pending operator)","THE photograph from the failing recognition. Same unit as #15 and #29. Seat, tall back pad with head rest, thigh pad, STAR TRAC foot platform, plate horns, lever arms. The operator rejected my first identification and I have since read it two more ways, so this row is deferred to the operator by design rather than closed on my third reading"
"632846114722bfc1f0ac9d8a7f8727bc0574907e3896a58568842118014fe0ef","B","20260810_131311.jpg","be32ef34579a322508740cdd57b13f11dcf810d8809f2b820302479fcb8c190c","canonical_single","lat pulldown","lat_pulldown","the Star Trac plate-loaded unit, nearest and centre-right","the Star Trac plate-loaded unit, nearest and centre-right","true","unresolved","lat pulldown (provisional)","lat pulldown (provisional)","THE frame from the failing recognition. The crop makes the unit dominant: upright back pad, seat, STAR TRAC foot platform, plate horns and lever arms. Deferred to the operator by design rather than closed on a third reading"
"778a64dd87abf5cfae04565786e1b5ce14fb910f68d000368698002ceb3160e5","A","20260810_131350.jpg","778a64dd87abf5cfae04565786e1b5ce14fb910f68d000368698002ceb3160e5","multiple","","","","rowing machine at centre-left; elliptical at right","true","resolved","multiple","multiple","[mixed] two machines of comparable prominence"
"778a64dd87abf5cfae04565786e1b5ce14fb910f68d000368698002ceb3160e5","B","20260810_131350.jpg","fa64744a58e197a03ce266bb11e63b31696ec8ebe9788df788c1e10f293f6270","multiple","","","","rowing machine at centre-left; elliptical at right","true","resolved","multiple","multiple","[mixed] the crop keeps both machines at comparable size"
"de5a281eba355cf0b17715feccbba9b2b945eae8ecadd2cb141c0d2dc573b30b","A","20260810_131356.jpg","de5a281eba355cf0b17715feccbba9b2b945eae8ecadd2cb141c0d2dc573b30b","multiple","","","","three elliptical trainers","true","resolved","multiple","multiple","[same_type_ellipticals] several ellipticals of one type"
"de5a281eba355cf0b17715feccbba9b2b945eae8ecadd2cb141c0d2dc573b30b","B","20260810_131356.jpg","696a2f670ef89b9bb31e46ec6bf49e0a88256a500199b1c3a36e71478a32ab23","multiple","","","","three elliptical trainers","true","resolved","multiple","multiple","[same_type_ellipticals] the crop keeps three of one type"
"cdcdde68447cebcaacf14fc2ba844f8b3d6f9061604aed29222b61c25e3dad9a","A","20260810_131358.jpg","cdcdde68447cebcaacf14fc2ba844f8b3d6f9061604aed29222b61c25e3dad9a","canonical_single","ab crunch machine","ab_crunch_machine","Nautilus Inspiration ABDOMINAL (unit 25)","Nautilus Inspiration ABDOMINAL (unit 25)","true","resolved","unclear machine type","ab crunch machine","shroud reads ABD..., unit number 25; same machine as #22"
"cdcdde68447cebcaacf14fc2ba844f8b3d6f9061604aed29222b61c25e3dad9a","B","20260810_131358.jpg","f2a4ad05bcfc67641e4fce21ba73799cab46cc580a18631f7d5c763a10dbaf54","canonical_single","ab crunch machine","ab_crunch_machine","Nautilus Inspiration (unit 25)","Nautilus Inspiration (unit 25)","true","resolved","ab crunch machine","ab crunch machine","the crop keeps the INSPIRATION shroud, the unit number 25 and the seat with its two curved handle arms"
"098db4ab7c079e335afc2185f21a42d28ad8a332286129fc70078f72f4fcef27","A","20260810_133034.jpg","098db4ab7c079e335afc2185f21a42d28ad8a332286129fc70078f72f4fcef27","canonical_single","pec deck","pec_deck","Nautilus Inspiration PEC FLY / REAR DELT (unit 22)","Nautilus Inspiration PEC FLY / REAR DELT (unit 22)","true","resolved","unclear machine type","pec deck","shroud reads PEC FLY / REAR DELT and the placard reads DELTOID / PECTORAL"
"098db4ab7c079e335afc2185f21a42d28ad8a332286129fc70078f72f4fcef27","B","20260810_133034.jpg","55bb560c857c8516f4ed46a13aa58d7180d1710a5a2fc396d9b46a68c4074bb6","canonical_single","pec deck","pec_deck","Nautilus Inspiration PEC FLY / REAR DELT (unit 22)","Nautilus Inspiration PEC FLY / REAR DELT (unit 22)","true","resolved","pec deck","pec deck","the crop keeps the red PEC FLY / REAR DELT label and the DELTOID / PECTORAL placard behind it"
