id,title,group,has_purpose,final_priority,confirmed_real_issue_codes,visual_status
ea_kettlebell_single_arm_curl,Kettlebell Single Arm Curl,Biceps,True,PASS,,PASS
ea_landmine_bicep_curl,Landmine Bicep Curl,Biceps,True,PASS,,PASS
ea_landmine_concentration_curl,Landmine Concentration Curl,Biceps,True,PASS,,PASS
ea_low_resistance_band_lying_bicep_curl,Low Resistance Band Lying Bicep Curl,Biceps,False,PASS,,NOT_VERIFIED
ea_low_resistance_band_lying_bicep_curl_half_repetition,Low Resistance Band Lying Bicep Curl Half Repetition,Biceps,False,PASS,,NOT_VERIFIED
ea_plate_curl_to_overhead_press,Plate Curl to Overhead Press,Biceps,True,PASS,,PASS
ea_preacher_curl_dumbbells_simultaneous,Preacher Curl Dumbbells Simultaneous,Biceps,False,PASS,,NOT_VERIFIED
ea_preacher_curl_ez_bar,Preacher Curl Ez Bar,Biceps,False,PASS,,NOT_VERIFIED
ea_preacher_curl_ez_bar_close_grip,Preacher Curl Ez Bar Close Grip,Biceps,False,PASS,,NOT_VERIFIED
ea_preacher_curl_ez_bar_wide_grip,Preacher Curl Ez Bar Wide Grip,Biceps,False,PASS,,NOT_VERIFIED
ea_reverse_curl_barbell,Reverse Curl Barbell,Biceps,True,PASS,,PASS
ea_reverse_grip_resistance_band_simultaneous,Reverse Grip Resistance Band Simultaneous,Biceps,False,PASS,,NOT_VERIFIED
ea_single_dumbbell_biceps_curls,Single Dumbbell Biceps Curls,Biceps,False,PASS,,NOT_VERIFIED
ea_spider_curl_barbell,Spider Curl Barbell,Biceps,False,PASS,,NOT_VERIFIED
ea_spider_curl_dumbbells_simultaneous,Spider Curl Dumbbells Simultaneous,Biceps,False,PASS,,NOT_VERIFIED
ea_spider_curl_ez_bar,Spider Curl Ez Bar,Biceps,False,PASS,,NOT_VERIFIED
ea_zotman_curls_resistance_band_simultaneous,Zotman Curls Resistance Band Simultaneous,Biceps,False,PASS,,NOT_VERIFIED
ea_180_jump_turns,180 Jump Turns,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_4_corners_curtsy,4 Corners Curtsy,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_4_corners_side_step,4 Corners Side Step,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_4_punches_side_squat,4 Punches Side Squat,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_agility_ladder_advanced_hop_position,Agility Ladder Advanced Hop Position,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_agility_ladder_advanced_single_leg,Agility Ladder Advanced Single-leg,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_agility_ladder_advancing_laterally_switching_base,Agility Ladder Advancing Laterally Switching Base,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_agility_ladder_lateral_movement_in_in_out,Agility Ladder Lateral Movement in in Out,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_agility_ladder_lateral_movement_with_double_hop,Agility Ladder Lateral Movement with Double Hop,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_agility_ladder_skipping_1_touch,Agility Ladder Skipping 1 Touch,Calisthenics-Cardio-Plyo-Functional,True,P2,PRIOR_REAUDIT; SUPERLATIVE_CLAIM,PASS
ea_agility_ladder_skipping_2_touches,Agility Ladder Skipping 2 Touches,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_agility_ladder_in_in_out_out,Agility Ladder in in Out Out,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_agility_ladder_in_in_out_out_moving_laterally,Agility Ladder in in Out Out Moving Laterally,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_agility_ladder_in_in_out_out_with_knee_lift,Agility Ladder in in Out Out with Knee Lift,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_air_punches_march,Air Punches March,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_air_swing_running,Air Swing Running,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_air_swing_side_to_side_swing,Air Swing Side to Side Swing,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_air_swing_walking,Air Swing Walking,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_alternate_front_kick_in_place,Alternate Front Kick in Place,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_alternate_punching,Alternate Punching,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_alternating_hamstring_curl,Alternating Hamstring Curl,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_alternating_hamstring_curl_with_punch,Alternating Hamstring Curl with Punch,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_arm_crossover,Arm Crossover,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_arm_crossover_chest_out,Arm Crossover Chest Out,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_arm_double_crossover,Arm Double Crossover,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_arm_pulses,Arm Pulses,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_arm_pulses_cross,Arm Pulses Cross,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_arm_pulses_palms_downwards,Arm Pulses Palms Downwards,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_arm_pulses_palms_upwards,Arm Pulses Palms Upwards,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_arms_lateral_raise_and_rotation_up,Arms Lateral Raise and Rotation Up,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_arms_up_and_down,Arms Up and Down,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_assault_airbike_fast_speed,Assault Airbike Fast Speed,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_assault_airbike_normal_speed,Assault Airbike Normal Speed,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_assault_airbike_sprint_speed,Assault Airbike Sprint Speed,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_back_lever,Back Lever,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_balance_board_lateral_squat,Balance Board Lateral Squat,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ball_slams,Ball Slams,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_balloon_drill,Balloon Drill,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_band_squat_row,Band Squat Row,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_barbell_jump_shrug,Barbell Jump Shrug,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_basketball_shot_jump,Basketball Shot Jump,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_battle_rope_alternating_arm_waves,Battle Rope Alternating Arm Waves,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_battle_rope_double_arm_slams,Battle Rope Double Arm Slams,Calisthenics-Cardio-Plyo-Functional,True,P2,SUPERLATIVE_CLAIM,PASS
ea_bear_crawls,Bear Crawls,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_bent_over_twist,Bent Over Twist,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_body_slide,Body Slide,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_body_throw,Body Throw,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_bodyweight_front_slam,Bodyweight Front Slam,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_bodyweight_full_squat_with_overhead_front_raise,Bodyweight Full Squat with Overhead Front Raise,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_bodyweight_knee_thrust,Bodyweight Knee Thrust,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_bodyweight_knee_to_hand_tap,Bodyweight Knee to Hand Tap,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_bodyweight_standing_triangle_fly,Bodyweight Standing Triangle Fly,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_bodyweight_windmill,Bodyweight Windmill,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_bodyweight_windmill_cut,Bodyweight Windmill Cut,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_bouncing_circle_draw,Bouncing Circle Draw,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_bouncing_inner_thigh_tap,Bouncing Inner Thigh Tap,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_box_sled_push,Box Sled Push,Calisthenics-Cardio-Plyo-Functional,True,P0,BOX_SLED_STEP_IMAGE,TITLE/POSTER ACCEPTED AS MOVEMENT-FAMILY CONVENTION; STEPS↔POSTER FAIL
ea_boxing_jab,Boxing Jab,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_boxing_left_hook,Boxing Left Hook,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_boxing_left_uppercut,Boxing Left Uppercut,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_boxing_right_cross,Boxing Right Cross,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_boxing_right_hook,Boxing Right Hook,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_boxing_right_uppercut,Boxing Right Uppercut,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_briskly_walking,Briskly Walking,Calisthenics-Cardio-Plyo-Functional,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_briskly_walking_360_degrees,Briskly Walking (360 Degrees),Calisthenics-Cardio-Plyo-Functional,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_burpee,Burpee,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_butt_kick_with_row,Butt Kick with Row,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_butt_kicks,Butt Kicks,Calisthenics-Cardio-Plyo-Functional,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_butt_kicks_slow,Butt Kicks Slow,Calisthenics-Cardio-Plyo-Functional,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_cable_twisting_overhead_press,Cable Twisting Overhead Press,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_cardio_lunge,Cardio Lunge,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_celebratory_hip_thrust,Celebratory Hip Thrust,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_chest_fly_side_step,Chest Fly Side Step,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_chest_pull_back,Chest Pull Back,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_chest_raise_and_rotate,Chest Raise and Rotate,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_circle_elbow_arm,Circle Elbow Arm,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_clap_jack,Clap Jack,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_control_balance,Control Balance,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_corner_touch,Corner Touch,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_crawl_with_sled_drag,Crawl with Sled Drag,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_criss_cross_arms_lift,Criss Cross Arms Lift,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_criss_cross_elbow_to_knee,Criss Cross Elbow to Knee,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_criss_cross_jack,Criss Cross Jack,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_criss_cross_jump,Criss Cross Jump,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_decline_shoulder_tap,Decline Shoulder Tap,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_diagonal_opens,Diagonal Opens,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_diagonal_punch,Diagonal Punch,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_double_kettlebell_sled_push,Double Kettlebell Sled Push,Calisthenics-Cardio-Plyo-Functional,True,PASS,,ACCEPTED WITH NAMING CAVEAT
ea_double_knee_drive,Double Knee Drive,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_double_punch_front_leg_lift,Double Punch Front Leg Lift,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_downward_dog_sprint,Downward Dog Sprint,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_dumbbell_curl_press_extend,Dumbbell Curl Press Extend,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_dumbbell_iron_cross,Dumbbell Iron Cross,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_dumbbell_low_windmill,Dumbbell Low Windmill,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_dumbbell_pullover_hip_extension_on_exercise_ball,Dumbbell Pullover Hip Extension on Exercise Ball,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_dumbbell_single_arm_overhead_carry,Dumbbell Single Arm Overhead Carry,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_dumbbell_swing,Dumbbell Swing,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_dumbell_burpee,Dumbell Burpee,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_dynamic_leg_swing,Dynamic Leg Swing,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_elbow_extension,Elbow-extension,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_fast_feet,Fast Feet,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_front_lever_raise,Front Lever Raise,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_front_lever_raise_to_hold,Front Lever Raise to Hold,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_gorilla_walk,Gorilla Walk,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_gym_elliptical_machine_fast_speed,Gym Elliptical Machine Fast Speed,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_gym_elliptical_machine_normal_speed,Gym Elliptical Machine Normal Speed,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_gym_elliptical_machine_sprint_speed,Gym Elliptical Machine Sprint Speed,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_gym_rowing_machine_fast_speed,Gym Rowing Machine Fast Speed,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_gym_rowing_machine_normal_speed,Gym Rowing Machine Normal Speed,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_gym_rowing_machine_sprint_speed,Gym Rowing Machine Sprint Speed,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_half_burpees,Half Burpees,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_hand_stand_hold,Hand Stand Hold,Calisthenics-Cardio-Plyo-Functional,True,P1,PRIOR_REAUDIT; SUPERLATIVE_CLAIM,PASS
ea_headstand,Headstand,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_heavy_bag_sled_drag,Heavy Bag Sled Drag,Calisthenics-Cardio-Plyo-Functional,True,P1,MEDICAL_CLAIM,PASS
ea_high_knees,High Knees,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_jogging,Jogging,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_jump_rope_alternating_foot,Jump Rope Alternating Foot,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_jump_rope_basic_jump,Jump Rope Basic Jump,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_jump_rope_double_bounce,Jump Rope Double Bounce,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_jumping_jack,Jumping Jack,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_kettlebell_single_arm_clean_and_press,Kettlebell Single Arm Clean and Press,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_kettlebell_single_leg_glute_bridge_pullover,Kettlebell Single Leg Glute Bridge Pullover,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_kettlebell_sled_drag,Kettlebell Sled Drag,Calisthenics-Cardio-Plyo-Functional,True,PASS,,ACCEPTED WITH NAMING CAVEAT
ea_kettlebell_snatch,Kettlebell Snatch,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_kettlebell_strict_press,Kettlebell Strict Press,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_kettlebell_swing,Kettlebell Swing,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_kettlebell_swing_version_2,Kettlebell Swing (version 2),Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_kettlebell_thruster,Kettlebell Thruster,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_kettlebell_turkish_get_up,Kettlebell Turkish Get Up,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_kettlebell_walkover_pushup,Kettlebell Walkover Pushup,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_kettlebell_windmill,Kettlebell Windmill,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_kipping_handstand_push_up,Kipping Handstand Push-up,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_landmine_alternating_lunge_and_twist,Landmine Alternating Lunge and Twist,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_landmine_alternating_lunge_to_chest_press,Landmine Alternating Lunge to Chest Press,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_landmine_rotational_lift_to_press,Landmine Rotational Lift to Press,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_lateral_sled_drag,Lateral Sled Drag,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_low_box_lateral_runner,Low Box Lateral Runner,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_low_box_quick_feet,Low Box Quick Feet,Calisthenics-Cardio-Plyo-Functional,True,P1,PRIOR_REAUDIT; SUPERLATIVE_CLAIM,PASS
ea_low_rotational_med_ball_chops_quarter_squat_rotating_med_ball_left_and_ride_across_core,"Low Rotational Med Ball Chops (quarter Squat, Rotating Med Ball Left and Ride Across Core)",Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_low_sled_push,Low Sled Push,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_lying_neck_curls,Lying Neck Curls,Calisthenics-Cardio-Plyo-Functional,True,P1,NECK_SPECIALIZED,PASS
ea_lying_neck_extension,Lying Neck Extension,Calisthenics-Cardio-Plyo-Functional,True,P1,NECK_SPECIALIZED,PASS
ea_lying_on_side_arm_circle_warm_up,Lying on Side Arm Circle Warm Up,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_major_groups_muscle_body,Major Groups Muscle Body,Calisthenics-Cardio-Plyo-Functional,False,P2,TOO_FEW_STEPS,NOT_VERIFIED
ea_med_ball_jumping_jacks,Med Ball Jumping Jacks,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_med_ball_side_wall_slams,Med Ball Side Wall Slams,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_med_ball_slam_burpees,Med Ball Slam Burpees,Calisthenics-Cardio-Plyo-Functional,True,P1,PRIOR_REAUDIT,PASS
ea_monkey_bar_swings,Monkey Bar Swings,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_mountain_climber_jumps,Mountain Climber Jumps,Calisthenics-Cardio-Plyo-Functional,True,P2,SPINE_CUE,PASS
ea_overhead_med_ball_throw,Overhead Med Ball Throw,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_pike_alternating_opposite_hip_taps,Pike Alternating Opposite Hip Taps,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_pike_individual_alternating_arm_reaches,Pike Individual Alternating Arm Reaches,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_pike_jacks_feet_kicking_in_and_out,Pike Jacks Feet Kicking in and Out,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_pike_shoulder_taps,Pike Shoulder Taps,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_plank_iytw,Plank IYTW,Calisthenics-Cardio-Plyo-Functional,True,P2,PRIOR_REAUDIT,PASS
ea_plank_individual_arm_reach,Plank Individual Arm Reach,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_plank_lunges,Plank Lunges,Calisthenics-Cardio-Plyo-Functional,False,P2,SPINE_CUE,NOT_VERIFIED
ea_plank_pushup,Plank Pushup,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_plank_shoulder_taps,Plank Shoulder Taps,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_plate_overhead_carry,Plate Overhead Carry,Calisthenics-Cardio-Plyo-Functional,True,P1,PRIOR_REAUDIT; SUPERLATIVE_CLAIM,PASS
ea_pull_sled_or_dog_sled_push,Pull Sled or Dog Sled Push,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_pushup_to_renegade_row,Pushup to Renegade Row,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_rebounder_high_knee_runs,Rebounder High Knee Runs,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_rebounder_knee_jumps,Rebounder Knee Jumps,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_rebounder_knee_pushes,Rebounder Knee Pushes,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_rebounder_light_jumps,Rebounder Light Jumps,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_rebounder_in_out_from_ground,Rebounder in & Out From Ground,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_rebounder_in_out_jacks,Rebounder in & Out Jacks,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_resistance_band_pull_apart,Resistance Band Pull Apart,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_resistance_band_shoulder_adduction,Resistance Band Shoulder Adduction,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_resistance_band_standing_external_rotation,Resistance Band Standing External Rotation,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_resistance_band_standing_single_arm_shoulder_extension,Resistance Band Standing Single Arm Shoulder Extension,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_resistance_band_standing_single_arm_shoulder_flexion,Resistance Band Standing Single Arm Shoulder Flexion,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ring_dips,Ring Dips,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_running,Running,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_shadow_boxing,Shadow Boxing,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_side_to_side_punch,Side to Side Punch,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_single_kettlebell_sled_push,Single Kettlebell Sled Push,Calisthenics-Cardio-Plyo-Functional,True,PASS,,ACCEPTED WITH NAMING CAVEAT
ea_skater_hops,Skater Hops,Calisthenics-Cardio-Plyo-Functional,True,PASS,,PASS
ea_ski_ergometer_cross_country_ski_alternating_arm_pull,Ski Ergometer Cross Country Ski Alternating Arm Pull,Calisthenics-Cardio-Plyo-Functional,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_alternating_arm_pulls,Ski Ergometer Cross Country Ski Alternating Arm Pulls,Calisthenics-Cardio-Plyo-Functional,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_basic_pull,Ski Ergometer Cross Country Ski Basic Pull,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_face_biceps_curl_pull,Ski Ergometer Cross Country Ski Face Biceps Curl Pull,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_flyes,Ski Ergometer Cross Country Ski Flyes,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_jump_squat_pull,Ski Ergometer Cross Country Ski Jump Squat Pull,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_kneeling_reverse_fly_pull,Ski Ergometer Cross Country Ski Kneeling Reverse Fly Pull,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_pullover_pull,Ski Ergometer Cross Country Ski Pullover Pull,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_reverse_fly_pull,Ski Ergometer Cross Country Ski Reverse Fly Pull,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_reverse_lunge_pull,Ski Ergometer Cross Country Ski Reverse Lunge Pull,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_reverse_triceps_extension_pull,Ski Ergometer Cross Country Ski Reverse Triceps Extension Pull,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_squat_pull_half_circles,Ski Ergometer Cross Country Ski Squat Pull Half Circles,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
ea_ski_ergometer_cross_country_ski_squat_wide_lat_pull,Ski Ergometer Cross Country Ski Squat Wide Lat Pull,Calisthenics-Cardio-Plyo-Functional,False,PASS,,NOT_VERIFIED
